"Region","Ownership","X2001_ha","X2002_ha","X2003_ha","X2004_ha","X2005_ha","X2006_ha","X2007_ha","X2008_ha","X2009_ha","X2010_ha","X2011_ha","X2012_ha","X2013_ha","X2014_ha","X2015_ha","X2016_ha","X2017_ha","X2018_ha","X2019_ha","X2020_ha","X2021_ha","X2022_ha","X2023_ha","X2024_ha","X2025_ha","X2026_ha","X2027_ha","X2028_ha","X2029_ha","X2030_ha","X2031_ha","X2032_ha","X2033_ha","X2034_ha","X2035_ha","X2036_ha","X2037_ha","X2038_ha","X2039_ha","X2040_ha","X2041_ha","X2042_ha","X2043_ha","X2044_ha","X2045_ha","X2046_ha","X2047_ha","X2048_ha","X2049_ha","X2050_ha","X2051_ha","X2052_ha","X2053_ha","X2054_ha","X2055_ha","X2056_ha","X2057_ha","X2058_ha","X2059_ha","X2060_ha","X2061_ha","X2062_ha","X2063_ha","X2064_ha","X2065_ha","X2066_ha","X2067_ha","X2068_ha","X2069_ha","X2070_ha","X2071_ha","X2072_ha","X2073_ha","X2074_ha","X2075_ha","X2076_ha","X2077_ha","X2078_ha","X2079_ha","X2080_ha","X2081_ha","X2082_ha","X2083_ha","X2084_ha","X2085_ha","X2086_ha","X2087_ha","X2088_ha","X2089_ha","X2090_ha","X2091_ha","X2092_ha","X2093_ha","X2094_ha","X2095_ha","X2096_ha","X2097_ha","X2098_ha","X2099_ha","X2100_ha"
"Central_Coast","BLM",2298.1439,1753.1981,2099.4046,2466.5891,2305.5364,2410.9712,1707.5784,2137.7035,2175.7767,2244.3796,2055.4243,1835.7325,2258.3685,3044.0226,2564.4755,1370.1276,1495.3444,1930.3723,1716.6999,1545.4761,1908.026,1666.8195,1358.3557,1493.6798,1898.2262,1672.5054,1626.2141,1499.8923,1681.4943,1975.5222,1596.1096,1163.3038,1591.868,1947.26,1723.7268,1639.6448,1705.7732,1663.6084,1596.2491,1776.4912,1417.0801,1526.4415,1773.5417,1879.4639,1563.1941,1292.2971,1509.0702,1451.6348,1453.2804,1394.5994,1213.65,1470.9567,1148.3006,1340.0449,1174.8424,1386.0861,1579.4644,1191.0439,1616.2209,1234.3786,1380.3332,1640.0315,1191.8831,1025.1569,1125.627,1571.3431,1290.5029,1307.9508,1093.5613,1089.7315,1259.1042,1260.8469,1926.2861,1201.2909,1650.3542,1331.133,915.8974,1381.6657,1273.2696,812.8759,1107.2719,1283.713,1227.4588,889.1258,1081.3444,884.8276,954.6262,1114.1286,1149.6073,1258.7682,915.2161,1125.0587,1265.7756,961.3922,1191.5718,1138.5005,1155.796,1109.2122,928.353,1017.1629
"Central_Coast","DoD",1268.9177,1353.9147,1288.5985,948.999,699.9341,793.5614,1027.2554,1419.3506,1008.453,696.6978,906.2199,1089.8627,1014.1866,817.0596,1262.9701,868.3039,1036.2355,1142.963,1032.5078,887.8691,1162.8953,1034.5399,785.2258,835.9362,769.7438,774.0222,991.4513,972.3945,935.5695,886.692,994.8404,757.0204,893.8711,625.536,667.0906,1105.4858,1279.6505,1186.1339,1250.1823,952.532,760.0437,1040.4251,984.7501,1022.6598,1215.5665,963.9348,1354.3537,1162.4149,913.2808,1030.4682,911.7206,958.8853,999.7817,1161.7106,953.9493,1166.7256,1214.2213,919.4275,1272.3357,1038.1845,823.4299,1230.3792,1548.7752,918.7562,986.3304,1021.1279,756.2346,890.2515,1063.3382,1059.5627,1166.4704,887.0747,1297.9945,1004.4476,1070.7372,1054.2396,633.9581,829.1566,1096.1842,615.5195,960.8165,953.056,1080.6395,1004.9002,1194.473,818.0896,879.3631,929.2139,838.4983,1012.4522,772.6167,985.5531,1025.976,993.6306,1068.058,960.2199,1069.8773,862.8199,892.0725,897.2762
"Central_Coast","Easement",1334.8887,1781.1875,1408.047,1361.4589,978.8751,901.6809,1224.2614,1556.3007,1250.7511,960.5984,872.8988,1307.6718,1258.9999,880.1482,1344.8525,1126.5253,1311.1636,1509.8484,1196.0871,1167.2055,1474.3299,1325.1701,987.4244,1170.1241,957.6904,1012.7372,1198.1862,1293.9982,1037.2535,985.6096,1167.615,1169.3463,1083.9737,892.2137,778.3313,1296.0221,1554.4407,1346.0252,1620.9043,1202.1385,947.3411,1271.0531,1222.9462,1279.0828,1668.6215,1050.0926,1553.4643,1268.4467,972.8942,1297.792,1232.3805,1178.9534,1001.0886,1466.8533,1122.2108,1530.6582,1661.8023,1309.3015,1308.2255,1116.2839,1021.8546,1563.0538,2280.8048,1318.9148,1167.4501,1473.1177,984.3511,950.8919,1223.8657,1666.1519,1541.2534,960.84,1536.2955,1668.7944,1176.6416,1383.7419,709.1622,1037.5409,1399.7562,657.7966,1057.4712,1330.0488,1322.6459,847.2018,1254.1231,1161.9418,1015.3828,1563.019,1079.223,1177.2867,1169.3505,948.6677,1120.5347,1586.8885,1520.3591,1261.7251,1459.6685,1068.7659,1236.0848,1201.3787
"Central_Coast","Local_gov",1188.0769,1367.5106,1149.1605,1102.2821,730.057,805.4152,1074.888,1317.8598,1028.6537,899.8186,893.1129,992.7439,927.085,607.4412,1158.4459,1059.9495,1187.5092,1320.3505,1071.8152,1063.1579,1332.0413,1042.5348,910.9657,1092.4931,743.5619,961.7487,1064.5252,948.6837,885.3293,796.1632,1066.6041,1081.3673,954.6124,617.783,717.3548,1245.712,1161.8493,1050.2949,1286.1227,833.6019,883.8035,1003.9375,1174.0817,1054.062,1480.0102,987.9845,1257.4096,1261.04,966.5222,1431.9419,1111.7393,1020.2583,1026.9636,1219.4745,1034.2561,1416.4912,1725.204,1307.6586,1270.851,1108.7796,1011.4267,1223.32,1686.985,1329.9731,1016.5254,1278.9565,783.164,967.055,1027.2517,1738.9442,1453.4302,831.6147,1309.999,1141.6621,1110.0834,1306.341,766.3827,1137.7303,1449.657,676.8736,1049.6759,1417.3487,1260.4454,885.1287,1119.8495,1220.2321,958.356,1512.7672,899.0039,1041.8387,1134.6805,803.0166,1033.8813,1396.6489,1617.7992,1257.5994,1551.7468,961.9493,1266.914,1178.3439
"Central_Coast","NPS",133.7063,130.9911,128.1333,98.9545,178.0542,117.7209,156.9552,126.9381,111.3409,118.1997,98.4761,131.2576,142.1882,120.568,173.7959,111.7789,128.9125,116.1452,105.5443,154.6152,147.2808,139.5451,121.9567,140.5472,89.6415,121.374,130.4812,122.3412,86.5235,130.013,142.2792,126.6396,132.1799,124.0906,113.6982,119.8008,109.9844,130.8079,142.574,135.6624,125.2122,109.5908,156.0313,151.2894,152.9802,89.9248,108.6307,124.9231,116.7681,133.8913,131.4219,104.8004,126.6669,170.2879,126.2035,141.5747,165.1013,106.6643,160.8439,129.835,106.4901,112.8596,152.1799,99.3895,89.7111,148.1427,102.963,112.0083,96.1462,137.8479,145.8708,80.8076,156.7494,129.1651,96.7543,180.5636,68.9492,133.2145,135.9872,82.0733,115.9244,137.0722,94.5746,85.7955,103.916,95.389,90.5514,126.3785,89.7888,105.0411,135.334,100.0628,132.0807,113.4651,113.0204,118.1393,106.8737,93.7058,91.7102,90.5354
"Central_Coast","Other_fed",2911.1997,3172.9761,2876.9865,2304.8285,1674.0371,1798.065,2497.38,2981.4391,2294.5729,2114.3497,1901.8184,2551.1482,2434.498,1535.2917,2392.5859,2043.8416,2234.4119,2402.9527,2343.0423,2349.1976,3387.8581,2375.9974,2130.2203,2098.501,1957.2551,2048.7334,2048.7138,2583.7891,2257.5558,2132.6791,2274.9419,2034.1346,2192.4323,2193.5433,1864.0923,2492.5516,3351.3525,2425.3611,3035.9636,2742.155,1777.9315,2362.5392,2695.1352,2381.7791,3100.4485,2412.3302,2624.1303,2849.9229,2109.4805,2548.2666,2404.3912,2087.7304,1896.4776,2856.3525,1997.5317,2718.4317,3213.9506,2272.4825,2775.6932,2394.2869,1991.345,2331.4931,3363.7471,2344.2834,2278.5457,3082.6125,1595.5439,1904.5536,2636.1564,2690.7273,3243.8518,1791.8953,3030.3364,2320.3945,2469.6304,2767.4769,1589.3351,2412.0838,2890.4262,1511.7112,2125.7835,2438.4523,2816.7739,2129.8779,2249.004,1923.6014,2269.4285,2635.4973,2139.9878,2460.8999,2270.3283,1884.3732,2133.3299,2414.7352,3115.5058,1945.9092,2937.4708,2117.9423,2058.6222,2400.2667
"Central_Coast","Private",27274.499,27269.3843,25233.4625,24196.4611,22855.1031,20757.6859,22289.4503,28030.1224,24748.9344,21038.1334,19815.0896,23852.0414,23958.5298,21991.2287,26838.6531,19929.8124,22497.7069,24143.9508,22024.7518,22099.9817,26668.4933,23352.2645,19956.7546,20740.2531,19608.0998,20787.2852,21819.6791,20889.487,20852.7199,21065.2867,21996.6689,19308.0631,20981.5875,19012.3668,19317.6793,22853.4099,23087.5593,22679.7432,23711.8586,21071.0002,17822.7685,21348.4156,22212.045,24362.3924,25689.5025,18832.4106,24008.4169,21156.5801,19083.6178,21347.2527,19871.9304,20367.4132,17678.2141,21906.954,17774.018,22323.7141,25159.2629,18480.6802,23735.2136,19564.1169,18373.5503,22897.5011,26878.3919,18604.57,17731.413,23033.6851,15818.8973,17931.9624,19262.1029,22904.3049,21722.6146,16411.251,24830.6716,21976.8391,20404.3698,21022.0665,12715.6929,19240.2263,22420.843,11860.7133,18489.5319,20213.3133,18276.3677,14609.8279,19313.7163,16766.6914,15867.5495,20254.8812,16653.1194,18733.9632,16945.2123,16705.9205,19469.4073,20180.4984,20802.1359,19329.0013,19979.7412,17961.9727,16900.5954,17741.7038
"Central_Coast","State_gov",1311.0702,1455.3045,1307.268,1121.133,904.7636,862.8369,1150.6065,1365.3742,1177.7039,812.7325,855.4679,946.3576,1102.0595,873.7313,1222.2925,1007.6228,1121.092,1332.6963,1055.412,1006.0454,1389.3986,993.0366,904.6739,961.6962,913.1765,1009.4828,1077.8991,1176.3263,907.3081,845.1074,1061.6788,1048.0744,984.6796,882.1586,775.1309,1229.5749,1138.3775,1037.5599,1464.2955,957.9586,853.8821,952.6905,1121.283,1057.6566,1368.7758,1006.5961,1243.3569,1107.0673,952.8048,1293.7246,1100.027,989.4374,948.0674,1145.3089,824.4452,1248.5983,1378.5241,1077.2514,1203.3926,945.7053,886.7681,1139.9088,1685.5513,1227.1268,902.5037,1249.2102,804.8431,875.8146,994.3964,1594.7876,1202.3379,811.6302,1202.4672,1077.4896,1024.3292,1136.0516,602.8706,1007.8918,1240.6837,611.2926,814.6831,1212.5882,1122.8657,697.3061,1072.9633,915.8061,872.9438,1517.4742,773.9241,926.7998,1005.3524,828.8296,1001.9499,1375.1944,1604.7355,1066.8421,1376.3741,969.3029,1145.7081,1127.4849
"Central_Coast","USFS_nonwild",2424.9183,2121.1301,2265.2952,1837.2192,1685.2794,1478.0042,2055.8466,2407.6379,2094.2517,1601.9806,1687.9423,2043.1619,2018.895,1488.1658,1882.3179,1644.2614,1627.8154,1883.0155,1888.3265,1694.351,2720.8692,1959.9865,1556.357,1690.208,1710.9789,1561.342,1856.3893,1799.0926,2061.1035,1822.0178,1625.4623,1497.2068,1660.1475,1817.5678,1617.3124,1782.4394,2027.7615,2003.1811,1915.4561,1882.7023,1432.4231,1613.7036,1880.0408,1857.8445,2151.8082,1835.365,1981.0167,1999.9468,1503.1003,1784.2507,1723.0034,1691.704,1381.0654,1941.9211,1511.518,1832.4575,2065.7096,1420.9636,2048.8049,1523.3758,1638.4636,1595.0861,1808.2521,1568.0077,1817.4757,2220.8862,1330.6892,1512.362,1492.7336,1708.6711,1979.4212,1363.2129,1677.9452,1622.9022,2011.1555,1841.0365,1087.9064,1542.3979,1911.7391,1006.3618,1399.3535,1754.1301,1672.0845,1207.7939,1517.353,1287.8004,1480.6815,1443.8352,1406.8426,1604.3136,1590.3799,1472.3077,1653.6298,1317.4581,1988.2052,1646.6577,1737.0737,1651.5842,1293.8393,1550.8788
"Central_Valley","BLM",141.4313,98.2892,127.1447,283.692,233.3507,243.8415,145.4951,140.2724,209.0835,186.393,156.6174,171.2503,250.309,393.4614,310.8646,87.293,89.9368,149.0265,131.7044,132.5412,103.4837,128.0849,88.7344,137.6783,207.8059,144.3147,110.7455,102.6573,111.4629,186.8515,149.8623,80.3315,126.4304,224.5259,226.8085,114.1546,120.0841,130.5129,84.7103,148.3654,140.3597,136.2863,132.1914,151.9586,91.3506,78.2299,88.9612,91.2482,119.8213,93.8602,73.8626,84.6584,51.922,60.2314,86.1233,110.5454,84.0958,68.2966,104.9228,79.296,141.3465,90.2182,49.2078,38.5501,72.3532,97.306,121.3578,124.5538,74.0314,43.5231,56.9262,106.7788,151.2653,70.5809,120.697,69.8667,93.2462,135.1116,81.8209,45.4906,105.0657,81.9729,85.5935,76.8808,89.7652,57.9063,54.3374,82.1231,106.0887,83.7156,61.5832,114.6794,129.663,64.0585,66.9208,81.8144,59.8713,100.6229,90.1514,75.7453
