Landcat,Area_2010_m2,Area_2011_m2,Area_2012_m2,Area_2013_m2,Area_2014_m2,Area_2015_m2,Area_2016_m2,Area_2017_m2,Area_2018_m2,Area_2019_m2,Area_2020_m2,Area_2021_m2,Area_2022_m2,Area_2023_m2,Area_2024_m2,Area_2025_m2,Area_2026_m2,Area_2027_m2,Area_2028_m2,Area_2029_m2,Area_2030_m2,Area_2031_m2,Area_2032_m2,Area_2033_m2,Area_2034_m2,Area_2035_m2,Area_2036_m2,Area_2037_m2,Area_2038_m2,Area_2039_m2,Area_2040_m2,Area_2041_m2,Area_2042_m2,Area_2043_m2,Area_2044_m2,Area_2045_m2,Area_2046_m2,Area_2047_m2,Area_2048_m2,Area_2049_m2,Area_2050_m2,Area_2051_m2,Area_2052_m2,Area_2053_m2,Area_2054_m2,Area_2055_m2,Area_2056_m2,Area_2057_m2,Area_2058_m2,Area_2059_m2,Area_2060_m2,Area_2061_m2,Area_2062_m2,Area_2063_m2,Area_2064_m2,Area_2065_m2,Area_2066_m2,Area_2067_m2,Area_2068_m2,Area_2069_m2,Area_2070_m2,Area_2071_m2,Area_2072_m2,Area_2073_m2,Area_2074_m2,Area_2075_m2,Area_2076_m2,Area_2077_m2,Area_2078_m2,Area_2079_m2,Area_2080_m2,Area_2081_m2,Area_2082_m2,Area_2083_m2,Area_2084_m2,Area_2085_m2,Area_2086_m2,Area_2087_m2,Area_2088_m2,Area_2089_m2,Area_2090_m2,Area_2091_m2,Area_2092_m2,Area_2093_m2,Area_2094_m2,Area_2095_m2,Area_2096_m2,Area_2097_m2,Area_2098_m2,Area_2099_m2,Area_2100_m2
211004,453.236833,-122.3739449,-372.5606767,-124.1868922,558.3877782,-77.95673527,-652.6610395,-822.171615,-63.45315661,930.0419812,475.8986746,-331.7693617,-1459.422602,-1415.005392,1.812947332,-77.0502616,798.6032997,-234.7766795,-431.481465,-206.6759958,-376.1865714,-393.409571,570.1719359,-11.78415766,-2.719420998,0,-143.2228392,-181.2947332,559.2942519,-435.1073596,-369.8412557,-457.7692013,-1.812947332,-185.8271015,172.2299965,-1.812947332,533.9129892,-79.7696826,-339.9276247,-231.1507848,-165.8846809,81.58262993,-1073.26482,-298.2298361,-341.740572,-182.2012068,-11.78415766,-1505.652759,-542.0712522,961.7685595,-430.5749913,150.4746285,177.6688385,-864.7758773,-9.971210325,19.94242065,-444.1720963,104.2444716,0,-228.4313638,108.7768399,0,169.5105755,-351.7117824,-65.26610395,-449.6109383,-372.5606767,-22.66184165,0,-22.66184165,-237.4961005,0,-353.5247297,0,-9.064736659,-3.625894664,1182.04166,-949.0779282,0,-137.7839972,370.7477294,0,-1240.055975,0,954.5167702,-203.0501012,-726.0854064,0,0,0,0
211006,-123.0918688,1312.376542,2269.958874,-9.050872705,-68.78663256,-363.8450827,380.1366536,765.7038308,-3824.898805,-1536.838185,1475.292251,867.0736051,-282.3872284,-3580.525242,-1419.17684,110.420647,-1154.891357,-1428.227713,-329.4517665,-219.0311195,-137.5732651,-2380.379521,-680.6256274,-827.2497652,-990.1654739,-1142.220135,-763.8936563,-2633.803957,600.9779476,-3716.288333,-43.44418898,-298.6787993,1878.961174,-143.0037887,-4096.424986,-646.2323111,-1010.077394,-19.91191995,-2139.626307,-1254.450957,-74.21715618,1603.814643,-454.3538098,-347.5535119,-1263.50183,-215.4107704,-1486.153298,-2356.847252,747.6020854,-2505.281565,477.8860788,-981.1146012,1075.243677,-3978.763641,-3104.449338,-1033.609663,975.6840776,-139.3834397,5.430523623,-2092.561769,-1077.053852,-168.3462323,1475.292251,4579.741589,-5.430523623,-211.7904213,-1440.898935,-1287.034099,175.5869305,-781.9954017,-314.9703701,-1683.462323,-396.4282245,0,2074.460024,-293.2482756,-340.3128137,935.8602377,3542.511577,1913.35449,-753.032609,-2420.203361,-1239.969561,-4621.375603,-3325.290632,130.332567,-3008.510087,-2268.1487,50.68488715,-119.4715197,-1.810174541
211007,22874.19182,11684.95347,4134.314527,7858.049431,727.2166149,6222.441128,-16868.57364,-12488.49848,-21520.41141,-7581.673566,-10251.48958,-25724.76352,-14520.42725,-21382.01378,-14898.29471,7431.113725,-13522.70619,8575.620151,7611.030638,-12736.35604,-22690.08104,-8783.216589,-19627.29964,-9871.944578,-18150.21953,9310.385727,-15519.40648,-12810.5875,-22162.9119,-12996.37582,-13025.7329,-2356.11473,5322.437174,-999.398612,5869.736875,-7356.043498,-18129.66958,-11536.90995,4550.765564,-14627.37087,-9246.638942,-5642.42926,-10464.11866,-8257.305612,10129.02865,-15485.01677,-23708.35205,-10801.3056,-2706.302662,-6869.135487,2220.233425,4063.438167,17306.83278,6042.104827,11235.37088,5632.783365,13412.40747,646.69436,3730.445092,-11971.39462,-3316.510375,10194.45298,-10546.31846,-12069.95051,-619.8536083,13185.51925,6373.420356,-7390.013824,-2750.757657,6757.998,1058.532143,-17055.62012,-247.0187925,5653.752702,-3884.360027,1088.308602,22782.76551,-8871.707192,9159.406499,4406.496524,6235.861503,-9390.488595,8227.529153,-10977.44804,-703.7309572,2374.987134,-16100.25712,4825.044495,44.03560817,429.4520263,7138.801164
211008,2974.759774,3047.800751,888.1118746,3250.323459,994.3532951,1409.358844,1133.79516,5322.031159,225.7630186,3645.408741,64.74086562,-1422.639022,-1384.458511,-2584.654558,-1442.559288,61.42082123,3090.961328,214.1428632,1757.963505,2524.893759,41.50055489,758.6301433,265.6035513,612.5481901,-1140.435248,-1525.560398,4.980066587,2362.211584,78.02104319,770.2502987,-747.009988,-1004.313428,662.348856,-444.8859484,-597.6079904,1704.842795,-1165.335581,-562.7475243,-1376.1584,-1708.162839,3419.645723,-1200.196047,-2840.297976,2340.631296,459.8261482,544.4872801,-1927.285769,861.5515195,146.0819532,-514.6068806,-3416.325678,4888.765366,-1083.994494,-2410.352228,1381.138467,56.44075465,-2040.167278,1719.782995,1864.204926,202.5227079,-1905.70548,-856.5714529,-121.1816203,-639.1085453,-376.8250384,-664.0088782,-604.2480792,959.492829,2553.114137,-3104.241506,365.204883,7745.663564,21.58028854,1714.802928,-1304.777446,2380.471828,78.02104319,29.88039952,59.76079904,92.96124295,-2156.368832,961.1528512,-1356.238134,-639.1085453,1352.918089,1382.798489,-2191.229298,89.64119856,-775.2303653,3710.149607,680.6091002
213001,-206100,-525600,-846900,-200700,-723600,-585000,72000,0,0,0,0,206100,0,-206100,-35100,-140400,0,1413900,0,81900,-450000,-447300,-886500,25200,684000,-365400,0,40500,0,0,0,-7200,0,0,68400,-212400,0,0,-71100,0,212400,107100,0,-489600,-304200,0,0,0,693000,900,0,0,58500,180000,0,-283500,-168300,0,-594900,0,0,0,22500,0,126000,0,0,-317700,0,460800,0,783900,57600,0,0,-104400,0,0,0,0,-60300,0,139500,205200,0,-187200,187200,0,0,0,92700
213002,-3370500,-921600,-590400,-950400,-5400,0,-2642400,10800,0,0,0,-325800,50400,-1346400,1975500,-5091300,148500,-14400,341100,334800,-563400,-594900,-1063800,-2151000,-323100,-2135700,-689400,2229300,-1019700,-950400,-1023300,0,-3707100,-921600,-1526400,-1908000,-950400,73800,0,-1197900,-950400,-2102400,-1219500,-563400,-3206700,334800,-1129500,-1233000,7200,7200,0,0,-612000,-921600,-1872000,604800,0,-68400,-1557000,0,30600,-23400,113400,0,-604800,604800,0,-983700,0,0,62100,0,-140400,-1823400,-62100,0,0,0,0,-921600,-144000,0,-424800,0,0,0,0,0,20700,0,0
213003,-756000,1285200,-658800,-35100,506700,-1292400,1046700,1465200,-15300,1994400,-49500,287100,1962000,-1530900,3541500,947700,243000,1625400,1513800,1651500,2667600,-642600,-333900,90000,673200,3022200,180000,2419200,1914300,3613500,2359800,783000,3500100,1616400,3609900,1592100,2674800,-1135800,1035900,4561200,635400,2768400,2872800,3613500,717300,2412000,3418200,3679200,-1738800,3112200,1197900,2258100,4180500,1485900,988200,3086100,3541500,2311200,2894400,1545300,980100,2159100,4760100,182700,-412200,3025800,7622100,3519000,4974300,6517800,586800,1020600,-1116900,1288800,3793500,88200,402300,2166300,2048400,265500,2036700,5481000,3831300,3106800,4592700,2347200,364500,5666400,1283400,-1276200,1483200
213004,-899100,-198900,-385200,-548100,-1347300,-224100,-108000,358200,-330300,-1878300,-1122300,-870300,115200,-203400,-335700,-53100,-883800,-2700,255600,77400,39600,-125100,-815400,11700,-252900,-366300,-471600,127800,-639900,-53100,326700,-390600,-209700,85500,-306900,-259200,-607500,-175500,-135000,118800,13500,-94500,781200,-38700,317700,-8100,-134100,744300,84600,-1156500,267300,-322200,51300,558000,-76500,-72000,441000,-190800,-111600,-30600,-855000,-673200,-337500,-744300,-26100,-191700,362700,9900,0,-63000,94500,0,-45900,-117900,0,-3600,-1183500,649800,0,113400,-368100,0,796500,0,-1001700,-819000,593100,-408600,292500,-301500,0
213006,61200,-652500,-1185300,4500,5400,180000,-189000,-380700,1256400,675900,-733500,-431100,-1800,1617300,657900,-54900,556200,710100,160200,-43200,68400,1183500,338400,319500,360000,386100,379800,736200,-298800,1685700,-301500,-45900,-1017000,70200,1929600,227700,136800,9900,1014300,422100,-161100,-813600,27000,172800,587700,900,920700,1171800,-371700,1174500,-441000,487800,-534600,1978200,708300,306900,-490500,-935100,-5400,967500,-248400,83700,-733500,-2485800,-130500,105300,456300,639900,-428400,459900,0,399600,193500,-77400,-1969200,54000,169200,-576900,-1772100,-980100,284400,1108800,616500,2124900,1653300,-64800,1495800,1146600,-175500,-134100,-39600
213007,-66504600,-48141000,-39077100,-46939500,-42143400,-39339900,-480600,-17993700,3184200,-26592300,-25892100,-7009200,-8423100,-6218100,-5041800,-50381100,-17084700,-51777000,-56883600,-5429700,-7567200,-30158100,-24998400,-23193900,-20431800,-64838700,-30047400,-26125200,12708000,-18432000,-16587000,-43692300,-60251400,-39158100,-57627000,-42230700,-15075000,-28852200,-48856500,-11412000,-21009600,-25883100,-21903300,-33905700,-48197700,-31022100,-3080700,-17884800,-39113100,-34854300,-51224400,-68422500,-71354700,-52020900,-70042500,-49037400,-73716300,-51093900,-56713500,-29625300,-43402500,-68198400,-19001700,-24300000,-36720900,-76328100,-54387000,-37813500,-43063200,-59104800,-39019500,-33532200,-40979700,-62079300,-41418000,-53980200,-97524000,-24951600,-84632400,-44262900,-63396000,-28489500,-72830700,-33778800,-38393100,-54411300,-16151400,-31275000,-38475000,-57569400,-46186200
213008,-1612800,-1652400,-481500,-1762200,-539100,-764100,-625500,-2895300,-264600,-2039400,-54900,771300,750600,1401300,776700,-33300,-1675800,-116100,-953100,-1368900,-77400,-411300,-144000,-332100,-181800,827100,-231300,-1280700,-81900,-492300,404100,469800,-458100,241200,-28800,-949500,594000,305100,746100,926100,-2000700,650700,1539900,-1464300,-249300,-979200,939600,-467100,-79200,279000,1214100,-2673000,587700,1306800,-748800,-30600,1106100,-932400,-1010700,-109800,899100,464400,-36900,346500,204300,-132300,327600,-615600,-1470600,830700,-198000,-4324500,-13500,-1080900,707400,-1290600,-43200,-119700,-32400,-50400,1140300,-544500,735300,224100,-733500,-854100,1188000,-48600,420300,-2025900,-369000
216001,0,0,0,0,0,50400,0,158400,0,0,0,0,71100,0,0,0,0,0,0,0,5400,0,0,0,0,0,19800,273600,0,0,0,0,0,89100,126000,0,0,0,0,0,83700,0,0,0,0,0,0,75600,0,0,798300,0,0,108000,0,0,0,0,29700,0,0,0,396000,0,0,0,0,0,333900,0,86400,108000,0,0,0,75600,0,0,50400,0,0,0,0,0,0,0,0,0,44100,0,0
216002,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,0,0,0,0,0,0,0,0,520200,0,0,0,689400,0,0,0,101700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59400,0,0,0,0,0,0,0,0,57600,0,0,0,0,140400,196200,0,0,0,0,0,0,0,0,65700,0,0,0,0,52200,0,0,0
216003,8100,0,900,0,0,0,0,144900,0,0,0,0,29700,90000,0,20700,0,0,30600,0,67500,990900,0,57600,503100,442800,0,0,0,114300,8100,138600,0,74700,0,101700,405900,0,0,0,340200,199800,0,419400,118800,128700,87300,86400,440100,931500,0,6300,207900,648900,291600,0,0,51300,174600,-7200,270900,640800,850500,155700,0,0,207000,599400,540900,94500,335700,418500,0,26100,148500,0,0,494100,595800,0,482400,0,1023300,657000,289800,0,664200,271800,0,932400,913500
216004,449100,320400,755100,671400,792900,301500,756000,458100,393300,954900,649800,1199700,1333800,1608300,333900,129600,90900,235800,172800,127800,333900,515700,249300,0,255600,366300,613800,52200,84600,485100,40500,845100,211500,99000,135900,261000,77400,254700,472500,110700,151200,13500,284400,334800,21600,189000,145800,750600,453600,201600,160200,172800,-227700,300600,86400,52200,0,87300,111600,257400,747000,673200,169200,1093500,90900,638100,7200,12600,0,85500,141300,0,396900,117900,9000,7200,9900,292500,0,23400,0,0,434700,0,54000,1020600,127800,408600,-292500,301500,0
216006,0,0,56700,0,28800,900,0,0,645300,88200,0,0,142200,162900,47700,0,18000,0,3600,152100,0,0,0,91800,132300,181800,0,573300,0,162000,323100,194400,82800,900,107100,93600,365400,0,49500,201600,198000,16200,198900,0,40500,106200,-181800,0,0,71100,203400,0,0,0,835200,207000,5400,1004400,2700,72900,783900,0,0,208800,133200,0,260100,0,341100,-71100,156600,437400,3600,77400,937800,91800,0,111600,10800,28800,90000,94500,0,172800,0,0,0,-18900,150300,193500,40500
216007,17416800,23065200,30204900,30076200,40582800,25986600,36680400,44793900,42998400,42862500,47891700,62214300,39583800,52103700,37013400,34434000,46104300,33373800,40550400,32761800,56259900,49006800,67118400,44379000,59382000,44858700,63351900,53616600,34853400,46322100,44540100,48748500,48829500,41302800,45030600,58016700,53981100,53610300,39090600,42802200,40852800,37991700,44359200,51625800,26460900,64252800,53958600,41064300,44920800,49595400,46459800,59702400,34214400,39054600,45931500,36949500,44933400,49706100,48708000,55315800,50519700,46321200,41634000,50202000,38051100,48032100,40709700,53672400,48966300,44602200,36747900,70133400,41509800,49946400,49753800,51644700,48632400,43990200,64976400,34806600,50013900,48641400,55174500,57336300,39903300,49314600,50702400,20920500,38380500,56647800,30866400
216008,0,0,0,0,0,0,10800,9900,142200,63000,19800,0,0,0,5400,0,0,0,0,0,54900,0,0,0,800100,0,228600,0,39600,74700,900,74700,99000,0,352800,25200,37800,0,0,0,146700,0,0,195300,0,684000,105300,0,0,0,638100,22500,0,0,0,0,0,0,0,0,134100,0,102600,0,0,492300,0,95400,86400,852300,0,125100,1800,151200,0,0,900,103500,0,0,28800,23400,0,122400,0,104400,0,0,0,14400,0
302002,0,0,0,0,0,0,0,0,0,0,19237.38777,0,0,0,10296.0667,0,-7482.364258,0,0,0,0,1563.168021,0,0,-5752.458316,3751.603249,0,0,-21342.45404,0,-18799.70073,0,0,0,0,0,0,0,11650.81231,0,0,0,0,-19570.86362,0,0,0,12943.03121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2563.595554,0,6085.93416,0,0,0,0,0,-12943.03121,0,0,0,12943.03121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302003,123.0334372,8.23884624,37.89869271,26.91356439,68.10779559,0,0,0,-173.015771,191.6904892,177.4098224,77.44515466,0,-24.71653872,-101.612437,0,0,0,159.2843606,0,-56.02415443,0,0,309.2313622,-35.15241063,0,-109.3020268,0,-49.98233386,11.53438474,-73.05110333,0,-408.0975171,-583.3103138,0,24.71653872,0,408.0975171,-12.63289757,153.2425401,-544.3131083,3.844794912,0,0,0,-104.358719,322.4135162,92.27507789,145.5529502,-381.1839527,78.54366749,-120.2871551,153.2425401,-229.5891819,0,-145.5529502,-571.2266727,0,-462.4739023,-369.1003116,0,-145.0036938,-3.844794912,-419.6319018,0,145.5529502,-506.963672,0,0,0,0,310.8791315,0,31.85687213,189.4934635,0,-11.53438474,-9.337359072,56.02415443,53.82712877,-230.6876947,95.57061639,0,-95.57061639,0,-111.4990525,0,0,-68.10779559,0,0
302004,0,0,0,0,0,0,-165.8703072,0,0,0,0,-373.2081911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7381.228669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9896.928328,0,0,-13.8225256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302006,0,0,0,0,0,0,0,0,0,0,0,89.76784179,0,0,0,0,0,2949.957008,0,0,0,0,0,0,0,-284.7807395,-89.76784179,0,89.76784179,0,-987.4462597,0,0,0,-479.7936371,0,-811.0060189,-154.772141,0,0,0,0,-711.9518487,1176.268272,-89.76784179,0,0,1782.975064,0,0,0,-1782.975064,0,-1176.268272,0,0,0,-2470.163371,0,0,0,0,0,0,0,0,0,0,987.4462597,0,0,0,0,0,0,0,0,0,0,-987.4462597,0,0,0,0,0,0,89.76784179,0,0,0,0
302007,-11950.54646,-7900.161411,-22535.04325,783.3291846,13316.59614,-277.0310531,-46646.29766,9218.447112,-46512.55854,-52463.94978,23872.43454,-21340.94388,14386.50917,-29871.58976,24369.17988,6983.093097,-4021.726667,-50457.86284,-4136.360207,-20404.76998,-20987.49047,-6209.316707,29651.87548,-64959.00555,10288.36014,9762.956423,29327.08045,49521.68894,-14033.05576,-32575.03073,-33702.26053,15198.49674,36529.88783,26986.64569,19812.49669,10756.4471,13335.70173,30597.60217,55406.21062,62312.88136,10049.54027,-1891.453397,24951.90037,-6495.900555,-5960.944039,2044.298116,-4938.794981,32918.93134,17558.03709,735.56521,9629.217294,15848.0868,42070.50889,49407.0554,19573.67682,-26690.50905,29537.24194,37294.11142,-3878.434743,30702.68292,18647.05571,45499.96227,-30798.21087,-35106.52138,40351.0058,-31275.85062,13087.32906,27540.7078,46149.55233,39453.04308,51661.51501,13813.34148,10087.75145,42519.49025,57077.94973,28505.54008,79078.03647,-14176.34768,23289.71405,13459.88806,-46426.58338,-6639.192479,9858.484372,-36978.86919,20614.93147,28725.25437,35889.85057,-7575.366383,13708.26073,49177.78832,39720.52134
302008,84.84038108,2805.147919,1463.947852,5482.132709,1848.437239,0,1848.437239,3754.638141,0,7404.579642,4561.524319,-308.674578,1848.437239,1913.421361,0,5.415343473,1747.350827,2722.112653,1007.253886,763.5634297,3637.305699,3149.924787,0,-57.76366371,2720.307538,-16.24603042,1624.603042,1906.200903,-202.172823,0,-301.45412,176.9012201,472.9399967,0,3066.88952,0,1063.212435,0,1848.437239,350.1922113,590.2724386,1906.200903,2815.978606,-1052.381748,1848.437239,-21.66137389,-126.3580144,0,23.46648838,0,-157.0449607,0,-63.17900719,0,0,-415.1763329,0,0,0,167.8756477,288.8183186,0,-541.5343473,-501.8218285,3047.033261,-171.4858767,1788.868461,456.6939662,0,-288.8183186,0,3.610228982,0,1218.452281,-12.63580144,0,0,0,14.44091593,0,0,0,-14.44091593,1037.940832,1765.401972,0,972.9567107,-814.1066355,0,52.34832024,0
303002,0,0,0,0,0,0,0,0,0,0,59.19196238,0,0,0,31.68020522,0,-23.02265926,0,0,0,0,4.809747755,0,0,-17.69987174,11.54339461,0,0,-65.66908935,0,-57.84523301,0,0,0,0,0,0,0,35.84865327,0,0,0,0,-60.2180419,0,0,0,39.82471142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.887986319,0,18.72595126,0,0,0,0,0,-39.82471142,0,0,0,39.82471142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303003,71.22988469,4.76985835,21.94134841,15.58153728,39.43082902,0,0,0,-100.1670253,110.9787043,102.7109498,44.83666849,0,-14.30957505,-58.82825298,0,0,0,92.21726143,0,-32.43503678,0,0,179.0286834,-20.35139563,0,-63.28012077,0,-28.93714065,6.67780169,-42.29274403,0,-236.2669836,-337.7059712,0,14.30957505,0,236.2669836,-7.313782803,88.7193653,-315.1286416,2.225933897,0,0,0,-60.41820576,186.6604568,53.42241352,84.26749751,-220.6854463,45.4726496,-69.63993191,88.7193653,-132.9200527,0,-84.26749751,-330.7101789,0,-267.7480487,-213.6896541,0,-83.94950695,-2.225933897,-242.9447853,0,84.26749751,-293.5052838,0,0,0,0,179.9826551,0,18.44345229,109.706742,0,-6.67780169,-5.405839463,32.43503678,31.16307455,-133.5560338,55.33035686,0,-55.33035686,0,-64.552083,0,0,-39.43082902,0,0
303004,0,0,0,0,0,0,-239.5904437,0,0,0,0,-539.0784983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10661.77474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14295.56314,0,0,-19.96587031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303006,0,0,0,0,0,0,0,0,0,0,0,291.7454858,0,0,0,0,0,9587.360275,0,0,0,0,0,0,0,-925.5374033,-291.7454858,0,291.7454858,0,-3209.200344,0,0,0,-1559.329321,0,-2635.769561,-503.0094583,0,0,0,0,-2313.843508,3822.871883,-291.7454858,0,0,5794.66896,0,0,0,-5794.66896,0,-3822.871883,0,0,0,-8028.030954,0,0,0,0,0,0,0,0,0,0,3209.200344,0,0,0,0,0,0,0,0,0,0,-3209.200344,0,0,0,0,0,0,291.7454858,0,0,0,0
303007,-3599.614948,-2379.601568,-6787.763119,235.9459838,4011.081724,-83.44431134,-14050.2956,2776.681395,-14010.01213,-15802.62613,7190.597725,-6428.089363,4333.34941,-8997.598674,7340.222008,2103.372124,-1211.381209,-15198.37422,-1245.90989,-6146.105139,-6321.625932,-1870.30353,8931.418703,-19566.25231,3098.94908,2940.692627,8833.587442,14916.39,-4226.885978,-9811.900058,-10151.43208,4577.927564,11003.13954,8128.626881,5967.706956,3239.941192,4016.836505,9216.280318,16688.86227,18769.21527,3027.014329,-569.7232291,7515.742801,-1956.625231,-1795.491389,615.7614699,-1487.610654,9915.486099,5288.642905,221.5590336,2900.409167,4773.590087,12672.02576,14881.86132,5895.772205,-8039.427789,8896.890023,11233.33074,-1168.220359,9247.931609,5616.66537,13705.00879,-9276.705509,-10574.40842,12154.09556,-9420.575011,3942.024363,8295.515503,13900.67131,11883.62089,15560.92537,4160.706007,3038.523889,12807.2631,17192.40553,8586.131898,23819.0348,-4270.046829,7015.076933,4054.242575,-13984.11562,-1999.786082,2969.466528,-11138.37687,6209.40772,8652.311869,10810.3544,-2281.770307,4129.054716,14812.80396,11964.18781
303008,39.15709896,1294.683655,675.6682395,2530.215097,853.1248795,0,853.1248795,1732.909911,0,3417.498296,2105.318916,-142.4651898,853.1248795,883.117551,0,2.499389295,806.4696126,1256.359686,464.8864089,352.4138906,1678.756477,1453.81144,0,-26.66015248,1255.526556,-7.498167886,749.8167886,879.7850319,-93.31053369,0,-139.1326708,81.64671698,218.2799985,0,1415.487471,0,490.7134316,0,853.1248795,161.6271744,272.4334332,879.7850319,1299.682434,-485.7146531,853.1248795,-9.997557181,-58.31908356,0,10.83068695,0,-72.48228956,0,-29.15954178,0,0,-191.619846,0,0,0,77.48106815,133.3007624,0,-249.9389295,-231.6100747,1406.323043,-79.14732768,825.6315972,210.7818306,0,-133.3007624,0,1.66625953,0,562.3625914,-5.831908356,0,0,0,6.665038121,0,0,0,-6.665038121,479.0496149,814.8009103,0,449.0569434,-375.7415241,0,24.16076319,0
304002,0,0,0,0,0,0,0,0,0,0,295.9598119,0,0,0,158.4010261,0,-115.1132963,0,0,0,0,24.04873878,0,0,-88.4993587,57.71697307,0,0,-328.3454468,0,-289.226165,0,0,0,0,0,0,0,179.2432664,0,0,0,0,-301.0902095,0,0,0,199.1235571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.43993159,0,93.62975631,0,0,0,0,0,-199.1235571,0,0,0,199.1235571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304003,718.7742909,48.13220698,221.4081521,157.2318761,397.8929111,0,0,0,-1010.776347,1119.876016,1036.446857,452.4427456,0,-144.3966209,-593.6305528,0,0,0,930.5560017,0,-327.2990075,0,0,1806.562169,-205.3640831,0,-638.553946,0,-292.0020557,67.38508978,-426.7722352,0,-2384.148653,-3407.760254,0,144.3966209,0,2384.148653,-73.80271737,895.2590499,-3179.934475,22.46169659,0,0,0,-609.6746218,1883.5737,539.0807182,850.3356567,-2226.916776,458.8603732,-702.730222,895.2590499,-1341.284168,0,-850.3356567,-3337.166351,0,-2701.821219,-2156.322873,0,-847.1268429,-22.46169659,-2451.533742,0,850.3356567,-2961.735136,0,0,0,0,1816.18861,0,186.1112003,1107.040761,0,-67.38508978,-54.54983458,327.2990075,314.4637523,-1347.701796,558.333601,0,-558.333601,0,-651.3892012,0,0,-397.8929111,0,0
304004,0,0,0,0,0,0,-46.07508532,0,0,0,0,-103.668942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2050.341297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2749.146758,0,0,-3.839590444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304007,-2820.136285,-1864.310718,-5317.906872,184.8530579,3142.501984,-65.37486193,-11007.77416,2175.404888,-10976.21389,-12380.64627,5633.509654,-5036.118674,3394.984209,-7049.21356,5750.733544,1647.897382,-949.0626507,-11907.24209,-976.1143177,-4815.196727,-4952.709367,-1465.298629,6997.364532,-15329.27797,2427.887114,2303.900306,6920.718142,11686.32015,-3311.574902,-7687.18204,-7953.190099,3586.600184,8620.464552,6368.413274,4675.42978,2538.348087,3147.010595,7220.540784,13074.97239,14704.83532,2371.529474,-446.3525056,5888.246184,-1532.927797,-1406.686684,482.4213949,-1165.475987,7768.337041,4143.413663,173.5815299,2272.340028,3739.892963,9927.96179,11659.26848,4619.072141,-6298.529801,6970.312865,8800.808999,-915.248067,7245.338146,4400.404499,10737.25749,-7267.881202,-8284.57302,9522.186785,-7380.596481,3088.39865,6499.162998,10890.55027,9310.28206,12191.2846,3259.725874,2380.546696,10033.91415,13469.47586,6726.847862,18661.14162,-3345.389486,5495.997013,3176.316567,-10955.92514,-1566.742381,2326.443362,-8726.416914,4864.79145,6778.69689,8469.426078,-1787.664328,3234.928513,11605.16514,9373.402617
304008,93.54195863,3092.855398,1614.09635,6044.402731,2038.020545,0,2038.020545,4139.729233,0,8164.023708,5029.372967,-340.333509,2038.020545,2109.669705,0,5.970763317,1926.566297,3001.303694,1110.561977,841.8776276,4010.362694,3472.993996,0,-63.68814204,2999.313439,-17.91228995,1791.228995,2101.708687,-222.9084972,0,-332.3724913,195.044935,521.446663,0,3381.442292,0,1172.259864,0,2038.020545,386.1093611,650.8132015,2101.708687,3104.796925,-1160.318338,2038.020545,-23.88305327,-139.3178107,0,25.87330771,0,-173.1521362,0,-69.65890536,0,0,-457.7585209,0,0,0,185.0936628,318.4407102,0,-597.0763317,-553.290734,3359.549493,-189.0741717,1972.342149,503.534373,0,-318.4407102,0,3.980508878,0,1343.421746,-13.93178107,0,0,0,15.92203551,0,0,0,-15.92203551,1144.396302,1946.468841,0,1072.747143,-897.6047519,0,57.71737873,0
305001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19264.86486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1605.405405,0,59667.56757,0,0,0,0,0,0,0,0,0,0,0
