Landcat,Area_2010_m2,Area_2011_m2,Area_2012_m2,Area_2013_m2,Area_2014_m2,Area_2015_m2,Area_2016_m2,Area_2017_m2,Area_2018_m2,Area_2019_m2,Area_2020_m2,Area_2021_m2,Area_2022_m2,Area_2023_m2,Area_2024_m2,Area_2025_m2,Area_2026_m2,Area_2027_m2,Area_2028_m2,Area_2029_m2,Area_2030_m2,Area_2031_m2,Area_2032_m2,Area_2033_m2,Area_2034_m2,Area_2035_m2,Area_2036_m2,Area_2037_m2,Area_2038_m2,Area_2039_m2,Area_2040_m2,Area_2041_m2,Area_2042_m2,Area_2043_m2,Area_2044_m2,Area_2045_m2,Area_2046_m2,Area_2047_m2,Area_2048_m2,Area_2049_m2,Area_2050_m2,Area_2051_m2,Area_2052_m2,Area_2053_m2,Area_2054_m2,Area_2055_m2,Area_2056_m2,Area_2057_m2,Area_2058_m2,Area_2059_m2,Area_2060_m2,Area_2061_m2,Area_2062_m2,Area_2063_m2,Area_2064_m2,Area_2065_m2,Area_2066_m2,Area_2067_m2,Area_2068_m2,Area_2069_m2,Area_2070_m2,Area_2071_m2,Area_2072_m2,Area_2073_m2,Area_2074_m2,Area_2075_m2,Area_2076_m2,Area_2077_m2,Area_2078_m2,Area_2079_m2,Area_2080_m2,Area_2081_m2,Area_2082_m2,Area_2083_m2,Area_2084_m2,Area_2085_m2,Area_2086_m2,Area_2087_m2,Area_2088_m2,Area_2089_m2,Area_2090_m2,Area_2091_m2,Area_2092_m2,Area_2093_m2,Area_2094_m2,Area_2095_m2,Area_2096_m2,Area_2097_m2,Area_2098_m2,Area_2099_m2,Area_2100_m2
606008,205500.9967,0,0,0,0,0,0,-2450.086399,47164.16317,0,0,0,0,0,0,0,0,0,0,-44407.81598,0,91571.97915,-1837.564799,0,0,232758.2079,34607.47038,0,0,0,0,0,0,0,0,5206.433597,0,0,197844.4767,0,0,306.2607998,0,-25419.64639,0,0,0,0,0,0,0,65233.55036,0,15619.30079,0,0,-25419.64639,0,12862.95359,0,0,-170587.2655,0,0,-7043.998396,-7043.998396,0,0,0,-25419.64639,7043.998396,0,0,230308.1215,0,0,0,0,0,0,0,0,0,184675.2623,0,0,0,0,43182.77278,0,-306.2607998
606009,0,0,0,0,0,82669.18225,0,0,0,0,0,0,0,5611.78846,0,0,0,0,0,0,0,0,-60808.33466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75214.71698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59551.96411,0,0,0,0,0,0,0,0,0,0,0,0,0,-3685.353616,0,0,0,0,0,0,0,0,0,0,0,-18175.49397,0,0,0,0,0,0,0
607001,3459.046549,0,0,0,0,-2536.634136,-10492.4412,0,0,0,-106423.3321,32860.94221,0,0,0,0,0,38856.6229,0,0,0,25135.73825,0,-8071.108614,-1960.126378,-6918.093097,0,0,-46581.82686,-20754.27929,-13836.18619,0,0,0,0,-6918.093097,0,0,0,0,0,-17410.53429,-6226.283788,-345.9046549,0,0,-42546.27255,-8186.410165,0,0,0,0,0,0,0,0,0,0,-109305.8709,0,-33668.05307,-25251.03981,-44967.60513,0,0,0,0,-4150.855858,0,0,0,0,0,0,-9454.727233,0,0,0,0,0,-37242.40117,0,0,-9108.822578,0,-6687.489994,0,-17410.53429,0,0,-71602.26356
607002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39504.05329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78022.96809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78022.96809,0,-73786.8726,0,0,0,0,0,0,0,-78022.96809,-2167.304669,0,0,0,0,0,0,-3842.040095,0,0,0,0,0,0,0
607003,30990.73541,0,0,0,0,0,-14124.09623,0,0,-685.6357391,0,-18100.78351,0,0,0,0,0,-62392.85226,0,11381.55327,0,0,0,-27014.04812,-23448.74228,0,0,0,0,0,-15358.24056,0,-12478.57045,0,-151388.3712,0,-16866.63918,-50874.17184,0,0,-34281.78695,0,54439.47768,-78573.8557,-53890.96909,0,-6582.103095,-148508.7011,0,-95029.11344,0,25642.77664,-17278.02062,-3016.797252,0,0,0,0,-25368.52235,0,-12067.18901,0,-141926.598,-1645.525774,17278.02062,-53479.58765,0,-44566.32304,0,0,14946.85911,0,-140418.1994,6856.357391,0,0,0,0,140418.1994,0,-118066.4743,-30990.73541,0,97634.52924,-38258.47424,0,-102022.598,0,-144806.2681,-175797.0035,-18649.2921
607004,0,0,0,0,0,0,-24987.88059,-21838.14774,0,-9659.180731,-39686.63387,0,0,0,0,0,0,-839.9287592,0,-839.9287592,0,0,0,-24567.91621,0,0,-3569.697227,0,-4199.643796,0,0,0,-419.9643796,0,-839.9287592,0,-40526.56263,-84412.8403,0,0,0,0,0,-83572.91154,-24567.91621,0,-9869.162921,-44726.20643,0,-13648.84234,0,0,0,0,0,0,0,0,-419.9643796,0,0,0,0,-419.9643796,0,0,0,0,0,0,-419.9643796,0,0,0,0,0,0,0,0,0,-69294.12264,0,0,-39056.6873,0,-7139.394453,0,0,0,0,0
607005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607006,0,0,0,0,595.2651329,1725.166543,0,-496.0542774,0,-451.9605639,-1339.346549,0,0,-429.9137071,0,0,0,-551.1714193,-396.8434219,0,0,0,-440.9371355,0,-60.62885613,-600.7768471,231.4919961,-385.8199935,-666.9174174,-655.893989,0,-126.7694264,0,0,11.02342839,-358.2614226,0,-259.0505671,0,-2485.783101,-66.14057032,0,0,-2408.619102,-192.9099968,-7584.11873,-716.5228451,0,-595.2651329,-3411.751086,0,0,-672.4291316,-11.02342839,-936.9914129,0,0,-3014.907664,-1014.155412,-1377.928548,0,-936.9914129,0,0,0,0,-3075.53652,-1625.955687,0,0,-203.9334252,-1405.487119,0,0,0,-738.5697019,-1918.076539,0,0,0,-600.7768471,0,0,0,0,-132.2811406,0,-115.7459981,148.8162832,-22.04685677,0
607007,6961.004473,-133187.2189,4176.602684,-226812.7291,120077.3272,-15778.27681,-837408.8381,-262893.9356,37589.42415,-558388.5755,-761997.9563,-598298.3344,-329603.5618,-355127.2449,-166716.0571,115204.624,17634.54466,-648881.6336,-228436.9634,-1083596.363,-700393.0667,-147805.3283,-272407.3084,-1700341.359,-1185459.062,-1898729.987,579851.6726,-311156.8999,-588436.9114,-606303.4896,-1053432.01,-366148.8353,-1498820.28,-768494.8938,-810724.9876,652594.1693,-85504.33827,-1298575.384,-247463.709,-311969.0171,-547018.9348,36661.29022,-399097.5898,-1406006.887,-1843390.001,-1249732.336,-483093.7104,-1623770.31,-281804.6644,-1516918.891,-783229.0199,-543770.4661,-1019323.088,-1325491.268,-1459142.554,-650969.935,-476132.7059,-925697.5781,-708514.2386,-203261.3306,-920244.7913,-2197009.028,-1498124.179,-375662.2081,-420908.7371,-1303448.088,-976396.8941,-1561121.27,-869777.5089,-1314933.745,-656886.7888,-1414360.092,-141656.441,-797963.1461,-442255.8175,-884163.5848,-929294.0971,-184234.585,-1106451.661,-991247.0369,-1563209.571,-1832252.394,-1597434.51,-1686419.35,-886251.8861,-401417.9246,-541566.148,-1747096.106,119265.21,-887992.1373,-1233489.993
607008,53242.73249,0,0,0,0,0,0,-634.7866765,12219.64352,0,0,0,0,0,0,0,0,0,0,-11505.50851,0,23725.15203,-476.0900074,0,0,60304.73426,8966.361805,0,0,0,0,0,0,0,0,1348.921687,0,0,51259.02412,0,0,79.34833456,0,-6585.911768,0,0,0,0,0,0,0,16901.19526,0,4046.765062,0,0,-6585.911768,0,3332.630051,0,0,-44197.02235,0,0,-1825.011695,-1825.011695,0,0,0,-6585.911768,1825.011695,0,0,59669.94759,0,0,0,0,0,0,0,0,0,47847.04574,0,0,0,0,11188.11517,0,-79.34833456
607009,0,0,0,0,0,9707.056276,0,0,0,0,0,0,0,658.9389772,0,0,0,0,0,0,0,0,-7140.144738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8831.749276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6992.621086,0,0,0,0,0,0,0,0,0,0,0,0,0,-432.7360447,0,0,0,0,0,0,0,0,0,0,0,-2134.175493,0,0,0,0,0,0,0
608001,4875.27592,0,0,0,0,-3575.202342,-14788.33696,0,0,0,-149995.9891,46315.12124,0,0,0,0,0,54765.59951,0,0,0,35427.00502,0,-11375.64381,-2762.656355,-9750.551841,0,0,-65653.71573,-29251.65552,-19501.10368,0,0,0,0,-9750.551841,0,0,0,0,0,-24538.8888,-8775.496657,-487.5275921,0,0,-59965.89382,-11538.15301,0,0,0,0,0,0,0,0,0,0,-154058.7191,0,-47452.68562,-35589.51422,-63378.58696,0,0,0,0,-5850.331104,0,0,0,0,0,0,-13325.75418,0,0,0,0,0,-52490.47074,0,0,-12838.22659,0,-9425.533446,0,-24538.8888,0,0,-100918.2116
608002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38731.9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76498.08923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76498.08923,0,-72344.78388,0,0,0,0,0,0,0,-76498.08923,-2124.946923,0,0,0,0,0,0,-3766.951364,0,0,0,0,0,0,0
608003,22346.06696,0,0,0,0,0,-10184.26945,0,0,-494.3820124,0,-13051.68513,0,0,0,0,0,-44988.76312,0,8206.741405,0,0,0,-19478.65129,-16907.86482,0,0,0,0,0,-11074.15708,0,-8997.752625,0,-109159.5483,0,-12161.7975,-36683.14532,0,0,-24719.10062,0,39253.93178,-56656.17862,-38858.42617,0,-4746.067319,-107083.1439,0,-68521.34691,0,18489.88726,-12458.42671,-2175.280854,0,0,0,0,-18292.13446,0,-8701.123417,0,-102337.0766,-1186.51683,12458.42671,-38561.79696,0,-32134.8308,0,0,10777.52787,0,-101249.4361,4943.820124,0,0,0,0,101249.4361,0,-85132.58253,-22346.06696,0,70399.99856,-27586.51629,0,-73564.04344,0,-104413.481,-126759.548,-13447.19074
608004,0,0,0,0,0,0,-7922.366212,-6923.748622,0,-3062.427275,-12582.58163,0,0,0,0,0,0,-266.2980239,0,-266.2980239,0,0,0,-7789.2172,0,0,-1131.766602,0,-1331.49012,0,0,0,-133.149012,0,-266.2980239,0,-12848.87965,-26762.9514,0,0,0,0,0,-26496.65338,-7789.2172,0,-3129.001781,-14180.36977,0,-4327.342889,0,0,0,0,0,0,0,0,-133.149012,0,0,0,0,-133.149012,0,0,0,0,0,0,-133.149012,0,0,0,0,0,0,0,0,0,-21969.58697,0,0,-12382.85811,0,-2263.533203,0,0,0,0,0
608005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608006,0,0,0,0,17626.25658,51083.50288,0,-14688.54715,0,-13382.89852,-39659.07732,0,0,-12730.0742,0,0,0,-16320.60795,-11750.83772,0,0,0,-13056.48636,0,-1795.266874,-17789.46266,6854.655339,-11424.42556,-19747.93562,-19421.52346,0,-3753.739828,0,0,326.412159,-10608.39517,0,-7670.685736,0,-73605.94185,-1958.472954,0,0,-71321.05674,-5712.212782,-224571.5654,-21216.79033,0,-17626.25658,-101024.5632,0,0,-19911.1417,-326.412159,-27745.03351,0,0,-89273.72548,-30029.91863,-40801.51987,0,-27745.03351,0,0,0,0,-91068.99236,-48145.79345,0,0,-6038.624941,-41617.55027,0,0,0,-21869.61465,-56795.71566,0,0,0,-17789.46266,0,0,0,0,-3916.945908,0,-3427.327669,4406.564146,-652.8243179,0
608007,7140.147734,-136614.8266,4284.088641,-232649.8137,123167.5484,-16184.33486,-858959.7724,-269659.5794,38556.79776,-572758.8507,-781608.172,-613695.6978,-338085.9952,-364266.5369,-171006.5382,118169.445,18088.37426,-665580.7713,-234315.8481,-1111482.997,-718417.8645,-151609.1369,-279417.7813,-1744100.087,-1215967.159,-1947594.297,594774.3063,-319164.6037,-603580.4885,-621906.8677,-1080542.357,-375571.7708,-1537392.81,-788272.3099,-831589.2061,669388.8501,-87704.81467,-1331994.56,-253832.252,-319997.621,-561096.6094,37604.77807,-409368.4701,-1442190.84,-1890830.122,-1281894.523,-495526.2528,-1665558.461,-289056.9808,-1555957.194,-803385.6226,-557764.5405,-1045555.633,-1359603.131,-1496693.968,-667722.8156,-488386.105,-949520.6462,-726748.0369,-208492.3138,-943927.5305,-2253549.627,-1536678.795,-385329.9727,-431740.933,-1336992.663,-1001524.722,-1601297.132,-892161.4594,-1348773.907,-673791.9412,-1450759.017,-145302.0064,-818498.9353,-453637.386,-906917.7647,-953209.7225,-188975.91,-1134926.482,-1016757.037,-1603439.176,-1879405.886,-1638544.903,-1729819.791,-909059.809,-411748.5193,-555503.4937,-1792058.079,122334.5312,-910844.846,-1265234.179
608008,73703.85405,0,0,0,0,0,0,-878.7344745,16915.63863,0,0,0,0,0,0,0,0,0,0,-15927.06235,0,32842.70098,-659.0508559,0,0,83479.77508,12412.12445,0,0,0,0,0,0,0,0,1867.310758,0,0,70957.80882,0,0,109.8418093,0,-9116.870173,0,0,0,0,0,0,0,23396.30538,0,5601.932275,0,0,-9116.870173,0,4613.355991,0,0,-61181.88779,0,0,-2526.361614,-2526.361614,0,0,0,-9116.870173,2526.361614,0,0,82601.0406,0,0,0,0,0,0,0,0,0,66234.61102,0,0,0,0,15487.69511,0,-109.8418093
608009,0,0,0,0,0,154599.8097,0,0,0,0,0,0,0,10494.61728,0,0,0,0,0,0,0,0,-113717.7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140659.1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111368.252,0,0,0,0,0,0,0,0,0,0,0,0,0,-6891.987466,0,0,0,0,0,0,0,0,0,0,0,-33990.02909,0,0,0,0,0,0,0
609001,6017.137382,0,0,0,0,-4412.567414,-18251.98339,0,0,0,-185127.2601,57162.80513,0,0,0,0,0,67592.50993,0,0,0,43724.53164,0,-14039.98722,-3409.711183,-12034.27476,0,0,-81030.78341,-36102.82429,-24068.54953,0,0,0,0,-12034.27476,0,0,0,0,0,-30286.25816,-10830.84729,-601.7137382,0,0,-74010.7898,-14240.55847,0,0,0,0,0,0,0,0,0,0,-190141.5413,0,-58566.80385,-43925.10289,-78222.78597,0,0,0,0,-7220.564858,0,0,0,0,0,0,-16446.84218,0,0,0,0,0,-64784.51248,0,0,-15845.12844,0,-11633.13227,0,-30286.25816,0,0,-124554.7438
609002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75171.17158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-148467.7504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148467.7504,0,-140407.0013,0,0,0,0,0,0,0,-148467.7504,-4124.104176,0,0,0,0,0,0,-7310.911949,0,0,0,0,0,0,0
609003,46624.15708,0,0,0,0,0,-21249.06274,0,0,-1031.5079,0,-27231.80856,0,0,0,0,0,-93867.21889,0,17123.03114,0,0,0,-40641.41126,-35277.57018,0,0,0,0,0,-23105.77696,0,-18773.44378,0,-227756.9443,0,-25375.09434,-76537.88617,0,0,-51575.395,0,81901.72725,-118210.8053,-81076.52093,0,-9902.475839,-223424.6111,0,-142966.9949,0,38578.39546,-25993.99908,-4538.63476,0,0,0,0,-38165.7923,0,-18154.53904,0,-213522.1353,-2475.61896,25993.99908,-80457.61619,0,-67048.0135,0,0,22486.87222,0,-211252.8179,10315.079,0,0,0,0,211252.8179,0,-177625.6604,-46624.15708,0,146886.7249,-57558.14082,0,-153488.3755,0,-217854.4685,-264478.6255,-28057.01488
609004,0,0,0,0,0,0,-1691.291663,-1478.103638,0,-653.7766093,-2686.169112,0,0,0,0,0,0,-56.85013994,0,-56.85013994,0,0,0,-1662.866593,0,0,-241.6130947,0,-284.2506997,0,0,0,-28.42506997,0,-56.85013994,0,-2743.019252,-5713.439064,0,0,0,0,0,-5656.588924,-1662.866593,0,-667.9891443,-3027.269952,0,-923.814774,0,0,0,0,0,0,0,0,-28.42506997,0,0,0,0,-28.42506997,0,0,0,0,0,0,-28.42506997,0,0,0,0,0,0,0,0,0,-4690.136545,0,0,-2643.531507,0,-483.2261895,0,0,0,0,0
609005,7.45E-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609006,-4.77E-07,0,0,0,59703.74606,173030.3011,0,-49753.12172,0,-45330.62201,-134333.4286,0,0,-43119.37216,0,0,0,-55281.24635,-39802.49737,0,0,0,-44224.99708,0,-6080.937099,-60256.55852,23218.12347,-38696.87245,-66890.30809,-65784.68316,0,-12714.68666,0,0,1105.624927,-35932.81013,0,-25982.18579,0,-249318.4211,-6633.749563,0,0,-241579.0466,-19348.43622,-760669.9498,-71865.62026,0,-59703.74606,-342190.9149,0,0,-67443.12055,-1105.624927,-93978.1188,0,0,-302388.4175,-101717.4933,-138203.1159,0,-93978.1188,0,0,0,0,-308469.3546,-163079.6767,0,0,-20454.06115,-140967.1782,0,0,0,-74076.87011,-192378.7373,0,0,0,-60256.55852,0,0,0,0,-13267.49913,0,-11609.06173,14925.93652,-2211.249855,0
609007,15685.47523,-300115.426,9411.285137,-511085.0678,270574.4477,-35553.74385,-1886962.67,-592388.1144,84701.56623,-1258236.538,-1717036.688,-1348166.596,-742707.252,-800220.6612,-375667.1317,259594.615,39736.53724,-1462147.716,-514745.012,-2441705.644,-1578220.232,-333054.924,-613824.9306,-3831438.749,-2671236.431,-4278474.793,1306600.086,-701140.7427,-1325945.506,-1366204.892,-2373735.251,-825055.997,-3377344.241,-1731676.465,-1826835.015,1470513.303,-192669.9207,-2926125.404,-557618.6443,-702970.7148,-1232616.928,82610.16953,-899300.5797,-3168204.571,-4153775.265,-2816065.652,-1088571.981,-3658898.521,-635000.3221,-3418126.477,-1764877.388,-1225297.04,-2296876.422,-2986775.908,-3287937.032,-1466853.358,-1072886.506,-2085906.781,-1596519.954,-458015.8766,-2073619.825,-4950597.406,-3375775.694,-846492.8131,-948448.4021,-2937105.236,-2200149.325,-3517729.244,-1959900.13,-2962986.27,-1480186.012,-3187027.142,-319199.4209,-1798078.31,-996550.5261,-1992316.778,-2094010.943,-415142.2444,-2493206.287,-2233611.672,-3522434.887,-4128678.504,-3599555.14,-3800067.798,-1997022.421,-904529.0714,-1220329.973,-3936792.858,268744.4756,-2000943.79,-2779466.21
609008,178963.2276,0,0,0,0,0,0,-2133.689748,41073.52764,0,0,0,0,0,0,0,0,0,0,-38673.12668,0,79746.65432,-1600.267311,0,0,202700.526,30138.36769,0,0,0,0,0,0,0,0,4534.090714,0,0,172295.4471,0,0,266.7112185,0,-22137.03113,0,0,0,0,0,0,0,56809.48953,0,13602.27214,0,0,-22137.03113,0,11201.87118,0,0,-148558.1487,0,0,-6134.358025,-6134.358025,0,0,0,-22137.03113,6134.358025,0,0,200566.8363,0,0,0,0,0,0,0,0,0,160826.8647,0,0,0,0,37606.2818,0,-266.7112185
609009,0,0,0,0,0,604642.9507,0,0,0,0,0,0,0,41044.65826,0,0,0,0,0,0,0,0,-444752.5656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550120.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435563.463,0,0,0,0,0,0,0,0,0,0,0,0,0,-26954.70094,0,0,0,0,0,0,0,0,0,0,0,-132935.6842,0,0,0,0,0,0,0
610001,0.630675065,0,0,0,0,-0.462495048,-1.913047697,0,0,0,-19.4037695,5.991413116,0,0,0,0,0,7.084583229,0,0,0,4.582905472,0,-1.471575151,-0.357382537,-1.26135013,0,0,-8.493090874,-3.784050389,-2.52270026,0,0,0,0,-1.26135013,0,0,0,0,0,-3.174397827,-1.135215117,-0.063067506,0,0,-7.757303298,-1.492597654,0,0,0,0,0,0,0,0,0,0,-19.92933205,0,-6.138570632,-4.603927974,-8.198775844,0,0,0,0,-0.756810078,0,0,0,0,0,0,-1.723845177,0,0,0,0,0,-6.790268199,0,0,-1.660777671,0,-1.219305125,0,-3.174397827,0,0,-13.05497384
610003,16.84478115,0,0,0,0,0,-7.677046276,0,0,-0.372672149,0,-9.838544742,0,0,0,0,0,-33.91316559,0,6.186357679,0,0,0,-14.68328268,-12.74538751,0,0,0,0,0,-8.347856145,0,-6.782633118,0,-82.28601057,0,-9.167734873,-27.65227348,0,0,-18.63360747,0,29.59016866,-42.70822831,-29.29203094,0,-3.577652634,-80.72078754,0,-51.6523599,0,13.93793838,-9.391338163,-1.639757457,0,0,0,0,-13.78886953,0,-6.559029828,0,-77.14313491,-0.894413158,9.391338163,-29.06842765,0,-24.22368971,0,0,8.124252855,0,-76.32325618,3.726721493,0,0,0,0,76.32325618,0,-64.17414411,-16.84478115,0,53.06851406,-20.79510593,0,-55.45361582,0,-78.70835794,-95.55313909,-10.13668246
610006,0,0,0,0,22.21349095,64.37798767,0,-18.51124246,0,-16.86579869,-49.98035464,0,0,-16.0430768,0,0,0,-20.56804718,-14.80899397,0,0,0,-16.45443774,0,-2.26248519,-22.41917142,8.638579815,-14.39763302,-24.88733709,-24.47597614,0,-4.730650851,0,0,0.411360944,-13.36923067,0,-9.666982174,0,-92.76189277,-2.468165661,0,0,-89.88236617,-7.198816512,-283.0163292,-26.73846133,0,-22.21349095,-127.316212,0,0,-25.09301756,-0.411360943,-34.9656802,0,0,-112.5072181,-37.84520681,-51.42011795,0,-34.9656802,0,0,0,0,-114.7697033,-60.67573918,0,0,-7.610177456,-52.4485203,0,0,0,-27.56118322,-71.57680418,0,0,0,-22.41917142,0,0,0,0,-4.936331323,0,-4.319289907,5.553372738,-0.822721887,0
610007,26.2762286,-502.7518406,15.76573716,-856.1671153,453.2649434,-59.5594515,-3161.030301,-992.3655669,141.8916345,-2107.791471,-2876.371158,-2258.441848,-1244.179424,-1340.525596,-629.3156751,434.8715834,66.5664458,-2449.382443,-862.2982353,-4090.332919,-2643.826535,-557.9319207,-1028.276413,-6418.406774,-4474.841731,-7167.279289,2188.809843,-1174.547419,-2221.217191,-2288.659511,-3976.469262,-1382.129625,-5657.709955,-2900.895638,-3060.304758,2463.396432,-322.7596747,-4901.830446,-934.1199269,-1177.612979,-2064.873631,138.3881373,-1506.503773,-5307.360241,-6958.383271,-4717.458909,-1823.570265,-6129.368259,-1063.749321,-5726.02815,-2956.513655,-2052.611391,-3847.715742,-5003.431863,-5507.935452,-2457.265312,-1797.294036,-3494.300467,-2674.482135,-767.2658752,-3473.717421,-8293.215684,-5655.082333,-1418.04047,-1588.835956,-4920.223806,-3685.678999,-5892.882201,-3283.214764,-4963.579583,-2479.600106,-5338.891715,-534.7212521,-3012.131672,-1669.416391,-3337.51897,-3507.876519,-695.4441837,-4176.606537,-3741.734953,-5900.76507,-6916.341306,-6029.956527,-6365.854316,-3345.401838,-1515.262516,-2044.290585,-6594.895442,450.1993834,-3351.970896,-4656.147709
610008,21.13950758,0,0,0,0,0,0,-0.252035858,4.851690263,0,0,0,0,0,0,0,0,0,0,-4.568149923,0,9.419840186,-0.189026893,0,0,23.94340649,3.560006492,0,0,0,0,0,0,0,0,0.535576198,0,0,20.35189552,0,0,0.031504482,0,-2.614872025,0,0,0,0,0,0,0,6.710454715,0,1.606728594,0,0,-2.614872025,0,1.323188254,0,0,-17.5479966,0,0,-0.724603091,-0.724603091,0,0,0,-2.614872025,0.724603091,0,0,23.69137064,0,0,0,0,0,0,0,0,0,18.99720278,0,0,0,0,4.442131994,0,-0.031504482
610009,0,0,0,0,0,95.69544784,0,0,0,0,0,0,0,6.496043572,0,0,0,0,0,0,0,0,-70.38996467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.06637504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.93562656,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.266058465,0,0,0,0,0,0,0,0,0,0,0,-21.0394247,0,0,0,0,0,0,0
611003,0.732381789,0,0,0,0,0,-0.333784621,0,0,-0.016203137,0,-0.427762815,0,0,0,0,0,-1.47448546,0,0.268972073,0,0,0,-0.638403595,-0.554147283,0,0,0,0,0,-0.362950267,0,-0.294897092,0,-3.577652634,0,-0.398597168,-1.20227276,0,0,-0.810156846,0,1.286529072,-1.856879492,-1.273566562,0,-0.155550115,-3.509599458,0,-2.245754778,0,0.605997321,-0.408319051,-0.071293802,0,0,0,0,-0.599516066,0,-0.28517521,0,-3.354049344,-0.038887529,0.408319051,-1.26384468,0,-1.0532039,0,0,0.353228385,0,-3.318402443,0.162031369,0,0,0,0,3.318402443,0,-2.790180179,-0.732381789,0,2.307326698,-0.904135041,0,-2.411026775,0,-3.422102519,-4.154484308,-0.440725324
611007,0.238874805,-4.570471278,0.143324883,-7.783337412,4.120590395,-0.541449559,-28.7366391,-9.021505154,1.28992395,-19.16174065,-26.14882871,-20.53128953,-11.31072204,-12.18659633,-5.721051591,3.953378031,0.605149507,-22.26711312,-7.839074867,-37.18484472,-24.03478668,-5.07210837,-9.347967388,-58.34915249,-40.68037937,-65.15708444,19.8982713,-10.67770381,-20.19288356,-20.80599556,-36.14972056,-12.56481477,-51.43372687,-26.37177853,-27.82095235,22.39451301,-2.934178861,-44.56209496,-8.491999335,-10.70557253,-18.77157846,1.258073976,-13.69548885,-48.24872946,-63.25802974,-42.88599008,-16.5779115,-55.72152963,-9.670448375,-52.05480136,-26.87739686,-18.66010356,-34.97923402,-45.48574421,-50.07214048,-22.33877556,-16.3390367,-31.76636788,-24.31347395,-6.97514432,-31.57924929,-75.39286986,-51.40983939,-12.891277,-14.44396324,-44.72930733,-33.50617272,-53.57165638,-29.84740695,-45.12345076,-22.54181914,-48.53537923,-4.861102292,-27.3830152,-15.17651264,-30.34108154,-31.88978653,-6.322219852,-37.96915033,-34.0157723,-53.64331882,-62.87583005,-54.81778661,-57.87140288,-30.41274399,-13.77511378,-18.58445987,-59.95359493,4.092721667,-30.47246269,-42.32861553
613001,-27000,0,0,0,0,0,0,0,0,0,0,-256500,0,0,0,0,0,-303300,0,0,0,-196200,-26100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10800,-233100,0,0,0,0,0,0,0,0,0,0,0,-89100,0,0,0,0,0,0,0,0,-41400,0,0,0,0,0,0,0
613002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-712800,0,674100,0,0,0,0,0,0,0,712800,19800,0,0,0,0,0,0,35100,0,0,0,0,0,0,0
