1,Central_Coast,0,Water,1,BLM,4081500.000000
1,Central_Coast,0,Water,2,DoD,3242700.000000
1,Central_Coast,0,Water,3,Easement,1881900.000000
1,Central_Coast,0,Water,4,Local_gov,68357700.000000
1,Central_Coast,0,Water,5,NPS,207000.000000
1,Central_Coast,0,Water,6,Other_fed,98966700.000000
1,Central_Coast,0,Water,7,Private,110355300.000000
1,Central_Coast,0,Water,8,State_gov,29017800.000000
1,Central_Coast,0,Water,9,USFS_nonwild,54000.000000
1,Central_Coast,20,Barren,1,BLM,229129200.000000
1,Central_Coast,20,Barren,2,DoD,3574800.000000
1,Central_Coast,20,Barren,3,Easement,4119300.000000
1,Central_Coast,20,Barren,4,Local_gov,5436000.000000
1,Central_Coast,20,Barren,5,NPS,1352700.000000
1,Central_Coast,20,Barren,6,Other_fed,12280500.000000
1,Central_Coast,20,Barren,7,Private,597883500.000000
1,Central_Coast,20,Barren,8,State_gov,25276500.000000
1,Central_Coast,20,Barren,9,USFS_nonwild,7461000.000000
1,Central_Coast,30,Sparse,1,BLM,6195600.000000
1,Central_Coast,30,Sparse,2,DoD,57600.000000
1,Central_Coast,30,Sparse,3,Easement,2314800.000000
1,Central_Coast,30,Sparse,4,Local_gov,1075500.000000
1,Central_Coast,30,Sparse,5,NPS,151200.000000
1,Central_Coast,30,Sparse,6,Other_fed,281700.000000
1,Central_Coast,30,Sparse,7,Private,18960300.000000
1,Central_Coast,30,Sparse,8,State_gov,1593000.000000
1,Central_Coast,30,Sparse,9,USFS_nonwild,152100.000000
1,Central_Coast,40,Desert,1,BLM,254811600.000000
1,Central_Coast,40,Desert,2,DoD,99390600.000000
1,Central_Coast,40,Desert,3,Easement,120892500.000000
1,Central_Coast,40,Desert,4,Local_gov,90059400.000000
1,Central_Coast,40,Desert,5,NPS,19248300.000000
1,Central_Coast,40,Desert,6,Other_fed,28781100.000000
1,Central_Coast,40,Desert,7,Private,2608613100.000000
1,Central_Coast,40,Desert,8,State_gov,139137300.000000
1,Central_Coast,40,Desert,9,USFS_nonwild,42145200.000000
1,Central_Coast,50,Shrubland,1,BLM,661904100.000000
1,Central_Coast,50,Shrubland,2,DoD,189262800.000000
1,Central_Coast,50,Shrubland,3,Easement,238167900.000000
1,Central_Coast,50,Shrubland,4,Local_gov,202049100.000000
1,Central_Coast,50,Shrubland,5,NPS,65286900.000000
1,Central_Coast,50,Shrubland,6,Other_fed,600183900.000000
1,Central_Coast,50,Shrubland,7,Private,3579757200.000000
1,Central_Coast,50,Shrubland,8,State_gov,232452900.000000
1,Central_Coast,50,Shrubland,9,USFS_nonwild,554028300.000000
1,Central_Coast,60,Grassland,1,BLM,642682800.000000
1,Central_Coast,60,Grassland,2,DoD,289657800.000000
1,Central_Coast,60,Grassland,3,Easement,436213800.000000
1,Central_Coast,60,Grassland,4,Local_gov,389362500.000000
1,Central_Coast,60,Grassland,5,NPS,13698900.000000
1,Central_Coast,60,Grassland,6,Other_fed,87689700.000000
1,Central_Coast,60,Grassland,7,Private,8481717900.000000
1,Central_Coast,60,Grassland,8,State_gov,242847900.000000
1,Central_Coast,60,Grassland,9,USFS_nonwild,98201700.000000
1,Central_Coast,70,Savanna,1,BLM,262863900.000000
1,Central_Coast,70,Savanna,2,DoD,83886300.000000
1,Central_Coast,70,Savanna,3,Easement,153585000.000000
1,Central_Coast,70,Savanna,4,Local_gov,97315200.000000
1,Central_Coast,70,Savanna,5,NPS,23609700.000000
1,Central_Coast,70,Savanna,6,Other_fed,163726200.000000
1,Central_Coast,70,Savanna,7,Private,2537631000.000000
1,Central_Coast,70,Savanna,8,State_gov,135029700.000000
1,Central_Coast,70,Savanna,9,USFS_nonwild,254501100.000000
1,Central_Coast,80,Woodland,1,BLM,116002800.000000
1,Central_Coast,80,Woodland,2,DoD,182714400.000000
1,Central_Coast,80,Woodland,3,Easement,366402600.000000
1,Central_Coast,80,Woodland,4,Local_gov,492743700.000000
1,Central_Coast,80,Woodland,5,NPS,12146400.000000
1,Central_Coast,80,Woodland,6,Other_fed,727792200.000000
1,Central_Coast,80,Woodland,7,Private,2184102000.000000
1,Central_Coast,80,Woodland,8,State_gov,300430800.000000
1,Central_Coast,80,Woodland,9,USFS_nonwild,291496500.000000
1,Central_Coast,90,Forest,1,BLM,4778100.000000
1,Central_Coast,90,Forest,2,DoD,3363300.000000
1,Central_Coast,90,Forest,3,Easement,78849900.000000
1,Central_Coast,90,Forest,4,Local_gov,171279000.000000
1,Central_Coast,90,Forest,5,NPS,786600.000000
1,Central_Coast,90,Forest,6,Other_fed,176807700.000000
1,Central_Coast,90,Forest,7,Private,616563000.000000
1,Central_Coast,90,Forest,8,State_gov,174749400.000000
1,Central_Coast,90,Forest,9,USFS_nonwild,51612300.000000
1,Central_Coast,100,Meadow,1,BLM,2143800.000000
1,Central_Coast,100,Meadow,2,DoD,18320400.000000
1,Central_Coast,100,Meadow,3,Easement,6472800.000000
