Landcat,Area_2010_m2,Area_2011_m2,Area_2012_m2,Area_2013_m2,Area_2014_m2,Area_2015_m2,Area_2016_m2,Area_2017_m2,Area_2018_m2,Area_2019_m2,Area_2020_m2,Area_2021_m2,Area_2022_m2,Area_2023_m2,Area_2024_m2,Area_2025_m2,Area_2026_m2,Area_2027_m2,Area_2028_m2,Area_2029_m2,Area_2030_m2,Area_2031_m2,Area_2032_m2,Area_2033_m2,Area_2034_m2,Area_2035_m2,Area_2036_m2,Area_2037_m2,Area_2038_m2,Area_2039_m2,Area_2040_m2,Area_2041_m2,Area_2042_m2,Area_2043_m2,Area_2044_m2,Area_2045_m2,Area_2046_m2,Area_2047_m2,Area_2048_m2,Area_2049_m2,Area_2050_m2
508007,-370025.2407,-520523.1961,179406.1773,-543824.975,0,-549431.418,-364418.7977,-360213.9654,-179406.1773,-471992.4235,0,-919456.6588,-502827.8603,-555037.8611,-363893.1936,-543824.975,-179406.1773,-340065.8107,-728837.5954,-348825.878,-1596434.656,-1069078.607,-497221.4172,-1091679.581,-351103.4955,-358812.3546,-207263.1912,-734444.0384,195349.4997,-1130924.682,-1895853.755,0,-1997996.139,-625819.2045,-1359737.639,-1491313.849,-98112.75322,-51684.39679,-795764.5092,-183611.0096,-64298.89363
508008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151258.6161,0,0,0,0,0,0,0,0,0,0,-33517.53426
508009,0,0,0,0,0,0,0,0,0,-188743.3828,0,0,0,0,0,0,0,0,0,0,-66556.87711,-19867.72451,-66060.18399,745.0396695,0,0,13907.40716,0,-11175.59504,0,0,0,-63576.71843,192965.2743,0,236425.9217,0,0,-45695.76637,0,0
509001,0,0,0,0,0,0,0,-283.4615921,0,-3047.212115,0,0,-614.1667828,0,12436.87735,0,0,0,0,-1429.11886,-12047.11766,5551.122845,0,0,-519.6795855,0,1122.035469,0,-165.3525954,-3177.132011,0,0,-4653.49447,-4027.516787,-4488.141875,-9354.232539,0,3106.266613,-5031.443259,0,-4996.01056
509003,0,0,0,0,0,0,0,0,0,0,0,0,-44522.7398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24433.21086,0,0,0,-58277.73258,0,0,0,0,0,0
509004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77.84503454,0
509005,-4.55E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509006,0,-15669.11398,0,0,0,0,0,0,0,-42544.01856,0,0,0,0,0,0,0,-16238.89994,0,0,0,-41024.58933,0,97243.471,0,0,0,0,0,-54319.59513,-144725.6346,0,197525.8005,0,110823.3698,3038.858469,56218.88167,0,0,0,0
509007,-158131.9989,-222447.9965,76670.06005,-232406.1195,0,-234802.0589,-155736.0595,-153939.105,-76670.06005,-201708.1463,0,-392934.0578,-214885.8128,-237197.9983,-155511.4402,-232406.1195,-76670.06005,-145328.6978,-311472.119,-149072.3531,-682243.7375,-456875.6899,-212489.8735,-466534.3205,-150045.7035,-153340.1201,-88574.88383,-313868.0583,83483.51266,-483305.8961,-810201.8748,0,-853852.8954,-267446.7329,-581090.1719,-637319.8742,-41928.93909,-22087.56613,-340073.6453,-78467.01459,-27478.42973
509008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18939.13818,0,0,0,0,0,0,0,0,0,0,-4196.740847
509009,0,0,0,0,0,0,0,0,0,-74204.86342,0,0,0,0,0,0,0,0,0,0,-26166.97815,-7811.038255,-25971.7022,292.9139346,0,0,5467.726779,0,-4393.709018,0,0,0,-24995.32242,75864.70905,0,92951.35524,0,0,-17965.38799,0,0
510001,0,0,0,0,0,0,0,-358.3742589,0,-3852.523283,0,0,-776.4775609,0,15723.67061,0,0,0,0,-1806.803555,-15230.906,7018.16257,0,0,-657.0194746,0,1418.564775,0,-209.051651,-4016.778152,0,0,-5883.31075,-5091.900928,-5674.259099,-11826.35054,0,3927.184587,-6361.143095,0,-6316.346313
510002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510003,-1.86E-09,0,0,0,0,0,0,0,0,0,0,0,-14532.10865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7974.937672,0,0,0,-19021.70319,0,0,0,0,0,0
510004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-428.2360565,0
510006,0,-1043.670521,0,0,0,0,0,0,0,-2833.723596,0,0,0,0,0,0,0,-1081.622176,0,0,0,-2732.519182,0,6477.082504,0,0,0,0,0,-3618.057805,-9639.720446,0,13156.57384,0,7381.596956,202.4088283,3744.563323,0,0,0,0
510007,-18269.38212,-25699.96889,8857.882242,-26850.45554,0,-27127.26436,-17992.5733,-17784.96669,-8857.882242,-23303.84254,0,-45396.64649,-24826.29105,-27404.07318,-17966.62248,-26850.45554,-8857.882242,-16790.18499,-35985.14661,-17222.69877,-78821.31151,-52783.98187,-24549.48223,-53899.86743,-17335.15236,-17715.76448,-10233.27607,-36261.95543,9645.057324,-55837.52917,-93604.63255,0,-98647.74324,-30898.78454,-67134.78914,-73631.14613,-4844.154351,-2551.83131,-39289.5519,-9065.488857,-3174.651155
510008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29612.71979,0,0,0,0,0,0,0,0,0,0,-6561.909498
510009,0,0,0,0,0,0,0,0,0,-3924.03757,0,0,0,0,0,0,0,0,0,0,-1383.739564,-413.0565863,-1373.41315,15.48962199,0,0,289.1396104,0,-232.3443298,0,0,0,-1321.781076,4011.812095,0,4915.373377,0,0,-950.0301486,0,0
513001,0,0,0,0,0,0,0,21600,0,232200,0,0,46800,0,-947700,0,0,0,0,108900,918000,-423000,0,0,39600,0,-85500,0,12600,242100,0,0,354600,306900,342000,712800,0,-236700,383400,0,380700
513002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513003,0,0,0,0,0,0,0,0,0,-2700,0,0,221400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121500,0,0,0,289800,0,0,0,0,0,0
513004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,0
513005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513006,0,148500,0,0,0,0,0,0,0,-12600,0,0,0,0,0,0,0,153900,0,0,0,388800,0,-921600,0,0,0,0,0,514800,1371600,0,-1872000,0,-1050300,-28800,-532800,0,0,0,0
513007,1900800,2673900,-921600,2793600,0,2822400,1872000,1850400,921600,1892700,0,4723200,1632600,2851200,1869300,1843200,921600,1746900,3744000,1791900,8200800,5491800,2554200,5607900,1803600,1843200,1064700,3772800,-1003500,5809500,8817300,0,10263600,3214800,6034500,7660800,504000,265500,4087800,943200,330300
513008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-950400,0,0,0,0,0,0,0,0,0,0,210600
513009,0,0,0,0,0,0,0,0,0,684000,0,0,0,0,0,0,0,0,0,0,241200,72000,239400,-2700,0,0,-50400,0,40500,0,0,0,230400,-699300,0,-856800,0,0,165600,0,0
516001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516003,0,0,0,0,0,0,0,0,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516006,0,0,0,0,0,0,0,0,0,415800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516007,0,0,0,0,0,0,0,0,0,531900,0,0,950400,0,0,950400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,921600,0,0,0,950400,0,0,0,0,0,0
516008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602001,78.10668111,0,0,0,0,-57.27823282,-236.9235994,0,0,0,-2403.082222,742.0134706,0,0,0,0,0,877.3983845,0,0,0,567.5752161,0,-182.2489226,-44.26045263,-156.2133622,0,0,-1051.836639,-468.6400867,-312.4267245,0,0,0,0,-156.2133622,0,0,0,0,0
602002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3439.203928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602003,1392.257781,0,0,0,0,0,-634.524564,0,0,-30.8021633,0,-813.1771111,0,0,0,0,0,-2802.99686,0,511.3159108,0,0,0,-1213.605234,-1053.433985,0,0,0,0,0,-689.9684579,0,-560.599372,0,-6801.117656,0,-757.7332172,-2285.520517,0,0,-1540.108165
602004,4.66E-10,0,0,0,0,0,-7642.603681,-6679.250276,0,-2954.283776,-12138.2529,0,0,0,0,0,0,-256.8942414,0,-256.8942414,0,0,0,-7514.15656,0,0,-1091.800526,0,-1284.471207,0,0,0,-128.4471207,0,-256.8942414,0,-12395.14715,-25817.87126,0,0,0
602005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602006,-3.73E-09,0,0,0,506.7972324,1468.773461,0,-422.331027,0,-384.7904913,-1140.293773,0,0,-366.0202234,0,0,0,-469.2566967,-337.8648216,0,0,0,-375.4053573,0,-51.61823663,-511.4897994,197.0878126,-328.4796877,-567.800603,-558.4154691,0,-107.9290402,0,0,9.385133933,-305.0168528,0,-220.5506474,0,-2116.347702,-56.3108036
602007,201.3611868,-3852.710708,120.8167121,-6561.018671,3473.480473,-456.4186902,-24223.75078,-7604.740823,1087.350409,-16152.5232,-22042.33792,-17306.99401,-9534.452197,-10272.77655,-4822.600425,3332.527642,510.1150067,-18770.21863,-6608.002948,-31345.22475,-20260.29142,-4275.569201,-7879.934445,-49185.82591,-34291.81012,-54924.61973,16773.38686,-9000.845052,-17021.73233,-17538.55937,-30472.65961,-10591.59843,-43356.41955,-22230.27503,-23451.86623,18877.61127,-2473.386578,-37563.9294,-7158.390192,-9024.33719,-15823.63327
602008,2192.743468,0,0,0,0,0,0,-26.14299216,503.2525991,0,0,0,0,0,0,0,0,0,0,-473.8417329,0,977.0943321,-19.60724412,0,0,2483.584255,369.2697643,0,0,0,0,0,0,0,0,55.55385834,0,0,2111.046617,0,0
602009,0,0,0,0,0,2180.817572,0,0,0,0,0,0,0,148.039288,0,0,0,0,0,0,0,0,-1604.127211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603001,101.5871989,0,0,0,0,-74.4972792,-308.1478367,0,0,0,-3125.499487,965.0783897,0,0,0,0,0,1141.162868,0,0,0,738.2003121,0,-237.0367975,-57.56607938,-203.1743978,0,0,-1368.040945,-609.5231935,-406.3487957,0,0,0,0,-203.1743978,0,0,0,0,0
603002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5345.973453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603003,774.493742,0,0,0,0,0,-352.9772364,0,0,-17.1348173,0,-452.3591767,0,0,0,0,0,-1559.268374,0,284.4379672,0,0,0,-675.1118016,-586.0107517,0,0,0,0,0,-383.8199075,0,-311.8536749,0,-3783.36766,0,-421.5165056,-1271.403444,0,0,-856.740865
603004,-5.82E-11,0,0,0,0,0,-984.618777,-860.5071665,0,-380.608939,-1563.806293,0,0,0,0,0,0,-33.09642948,0,-33.09642948,0,0,0,-968.0705623,0,0,-140.6598253,0,-165.4821474,0,0,0,-16.54821474,0,-33.09642948,0,-1596.902722,-3326.191163,0,0,0
603005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603006,0,0,0,0,2569.578233,7447.018397,0,-2141.315194,0,-1950.976066,-5781.551024,0,0,-1855.806501,0,0,0,-2379.239104,-1713.052155,0,0,0,-1903.391284,0,-261.7163015,-2593.370624,999.2804239,-1665.467373,-2878.879316,-2831.294534,0,-547.224994,0,0,47.58478209,-1546.505418,0,-1118.242379,0,-10730.36836,-285.5086925
603007,152.4945936,-2917.72989,91.49675614,-4968.782174,2630.531739,-345.6544121,-18345.09961,-5759.212484,823.4708053,-12232.60798,-16693.07484,-13106.91032,-7220.619005,-7779.765848,-3652.245516,2523.785524,386.319637,-14215.0377,-5004.364246,-23738.32507,-15343.49769,-3237.968537,-5967.621762,-37249.34606,-25969.82928,-41595.44197,12702.79964,-6816.508332,-12890.87631,-13282.2791,-23077.51516,-8021.215622,-32834.62757,-16835.40313,-17760.537,14296.36815,-1873.141924,-28447.86643,-5421.182801,-6834.299368,-11983.53348
603008,2006.331446,0,0,0,0,0,0,-23.92049414,460.4695123,0,0,0,0,0,0,0,0,0,0,-433.5589563,0,894.0284686,-17.94037061,0,0,2272.446944,337.8769798,0,0,0,0,0,0,0,0,50.83105005,0,0,1931.579902,0,0
603009,0,0,0,0,0,3071.504711,0,0,0,0,0,0,0,208.5013329,0,0,0,0,0,0,0,0,-2259.2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604003,0.732381789,0,0,0,0,0,-0.333784621,0,0,-0.016203137,0,-0.427762815,0,0,0,0,0,-1.47448546,0,0.268972073,0,0,0,-0.638403595,-0.554147283,0,0,0,0,0,-0.362950267,0,-0.294897092,0,-3.577652634,0,-0.398597168,-1.20227276,0,0,-0.810156846
604004,0,0,0,0,0,0,-9.08319905,-7.938257993,0,-3.511152574,-14.42625731,0,0,0,0,0,0,-0.305317615,0,-0.305317615,0,0,0,-8.930540243,0,0,-1.297599864,0,-1.526588076,0,0,0,-0.152658808,0,-0.305317615,0,-14.73157493,-30.68442032,0,0,0
604006,0,0,0,0,0.460306296,1.334035841,0,-0.38358858,0,-0.349491818,-1.035689167,0,0,-0.332443436,0,0,0,-0.426209534,-0.306870864,0,0,0,-0.340967627,0,-0.046883049,-0.464568392,0.179008004,-0.298346674,-0.515713536,-0.507189345,0,-0.098028193,0,0,0.008524191,-0.277036197,0,-0.200318481,0,-1.922204997,-0.051145144
604007,6.418797193,-122.8129863,3.851278315,-209.1458085,110.7242516,-14.54927364,-772.1813023,-242.416574,34.66150484,-514.8945148,-702.6443327,-551.6956187,-303.9300471,-327.4656368,-153.7301928,106.2310935,16.26095289,-598.3388783,-210.6435279,-999.192763,-645.8379775,-136.2924604,-251.1889301,-1567.898194,-1093.121162,-1750.833914,534.6858061,-286.9202345,-542.6023227,-559.0772355,-971.3779751,-337.6287323,-1382.074016,-708.6352101,-747.575913,601.7622368,-78.84422552,-1197.426616,-228.1882402,-287.6690942,-504.4104794
604009,0,0,0,0,0,0.919628385,0,0,0,0,0,0,0,0.062426648,0,0,0,0,0,0,0,0,-0.676443979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605001,7914.389903,0,0,0,0,-5803.885929,-24006.9827,0,0,0,-243499.396,75186.70408,0,0,0,0,0,88904.97991,0,0,0,57511.23329,0,-18466.90977,-4484.820945,-15828.77981,0,0,-106580.4507,-47486.33942,-31657.55961,0,0,0,0,-15828.77981,0,0,0,0,0
605002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-133549.9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605003,48284.46659,0,0,0,0,0,-22005.75247,0,0,-1068.240411,0,-28201.54686,0,0,0,0,0,-97209.87743,0,17732.79083,0,0,0,-42088.67221,-36533.82207,0,0,0,0,0,-23928.58521,0,-19441.97549,0,-235867.4828,0,-26278.71412,-79263.43852,0,0,-53412.02057
605004,0,0,0,0,0,0,-45485.02756,-39751.62073,0,-17582.44763,-72240.92613,0,0,0,0,0,0,-1528.90849,0,-1528.90849,0,0,0,-44720.57332,0,0,-6497.86108,0,-7644.542448,0,0,0,-764.4542448,0,-1528.90849,0,-73769.83462,-153655.3032,0,0,0
605005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605006,0,0,0,0,2198.482266,6371.527309,0,-1832.068555,0,-1669.218017,-4946.585099,0,0,-1587.792748,0,0,0,-2035.631728,-1465.654844,0,0,0,-1628.505382,0,-223.9194901,-2218.838584,854.9653258,-1424.94221,-2463.114391,-2422.401756,0,-468.1952975,0,0,40.71263456,-1323.160623,0,-956.7469122,0,-9180.699094,-244.2758074
605007,10859.99354,-207787.8763,6515.996122,-353854.7894,187334.8885,-24615.98535,-1306457.222,-410145.7559,58643.96509,-871152.4815,-1188807.292,-933416.4444,-514220.6939,-554040.6702,-260096.8452,179732.893,27511.98362,-1012332.397,-356388.7879,-1690538.994,-1092696.35,-230593.8627,-424987.747,-2652734.421,-1849456.899,-2962244.237,904637.4615,-485441.7111,-918031.4536,-945905.437,-1643479.022,-571235.66,-2338337.608,-1198943.286,-1264827.247,1018124.394,-133396.9206,-2025931.794,-386072.7702,-486708.7103,-853414.492
605008,88268.97477,0,0,0,0,0,0,-1052.387181,20258.45323,0,0,0,0,0,0,0,0,0,0,-19074.51765,0,39332.97087,-789.2903854,0,0,99976.78215,14864.96893,0,0,0,0,0,0,0,0,2236.322759,0,0,84980.26483,0,0
605009,0,0,0,0,0,31332.06366,0,0,0,0,0,0,0,2126.897938,0,0,0,0,0,0,0,0,-23046.68512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606001,4553.825691,0,0,0,0,-3339.472174,-13813.27126,0,0,0,-140106.0371,43261.34407,0,0,0,0,0,51154.64193,0,0,0,33091.13336,0,-10625.59328,-2580.501225,-9107.651382,0,0,-61324.85264,-27322.95415,-18215.30276,0,0,0,0,-9107.651382,0,0,0,0,0
606002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65157.70708,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606003,52969.5129,0,0,0,0,0,-24140.97269,0,0,-1171.891878,0,-30937.94559,0,0,0,0,0,-106642.1609,0,19453.40518,0,0,0,-46172.54,-40078.70224,0,0,0,0,0,-26250.37807,0,-21328.43218,0,-258753.7267,0,-28828.54021,-86954.37737,0,0,-58594.59391
606004,0,0,0,0,0,0,-18377.12832,-16060.68357,0,-7103.763888,-29187.2038,0,0,0,0,0,0,-617.7185989,0,-617.7185989,0,0,0,-18068.26902,0,0,-2625.304045,0,-3088.592995,0,0,0,-308.8592995,0,-617.7185989,0,-29804.9224,-62080.71919,0,0,0
606005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606006,0,0,0,0,13977.20069,40507.9983,0,-11647.66724,0,-10612.31904,-31448.70156,0,0,-10094.64494,0,0,0,-12941.85249,-9318.133795,0,0,0,-10353.48199,0,-1423.603774,-14106.61922,5435.578047,-9059.296745,-15659.64152,-15400.80447,0,-2976.626073,0,0,258.83705,-8412.204121,0,-6082.670672,0,-58367.75474,-1553.022299
606007,12966.58935,-248094.0762,7779.953609,-422494.7029,223673.6663,-29390.93586,-1559880.699,-489704.8577,70019.58248,-1040136.576,-1419409.314,-1114478.355,-613968.0057,-661512.1666,-310549.8149,214597.0537,32848.69302,-1208702.237,-425520.2405,-2018465.742,-1304654.998,-275323.9138,-507425.8632,-3167305.558,-2208210.166,-3536853.355,1080116.893,-579606.5439,-1096109.02,-1129389.932,-1962277.188,-682042.5997,-2791922.797,-1431511.464,-1510175.439,1215617.751,-159272.9392,-2418917.243,-460962.2513,-581119.3126,-1018957.813
606008,205500.9967,0,0,0,0,0,0,-2450.086399,47164.16317,0,0,0,0,0,0,0,0,0,0,-44407.81598,0,91571.97915,-1837.564799,0,0,232758.2079,34607.47038,0,0,0,0,0,0,0,0,5206.433597,0,0,197844.4767,0,0
606009,0,0,0,0,0,82669.18225,0,0,0,0,0,0,0,5611.78846,0,0,0,0,0,0,0,0,-60808.33466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607001,3459.046549,0,0,0,0,-2536.634136,-10492.4412,0,0,0,-106423.3321,32860.94221,0,0,0,0,0,38856.6229,0,0,0,25135.73825,0,-8071.108614,-1960.126378,-6918.093097,0,0,-46581.82686,-20754.27929,-13836.18619,0,0,0,0,-6918.093097,0,0,0,0,0
607002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-39504.05329,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607003,30990.73541,0,0,0,0,0,-14124.09623,0,0,-685.6357391,0,-18100.78351,0,0,0,0,0,-62392.85226,0,11381.55327,0,0,0,-27014.04812,-23448.74228,0,0,0,0,0,-15358.24056,0,-12478.57045,0,-151388.3712,0,-16866.63918,-50874.17184,0,0,-34281.78695
607004,0,0,0,0,0,0,-24987.88059,-21838.14774,0,-9659.180731,-39686.63387,0,0,0,0,0,0,-839.9287592,0,-839.9287592,0,0,0,-24567.91621,0,0,-3569.697227,0,-4199.643796,0,0,0,-419.9643796,0,-839.9287592,0,-40526.56263,-84412.8403,0,0,0
607005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607006,0,0,0,0,595.2651329,1725.166543,0,-496.0542774,0,-451.9605639,-1339.346549,0,0,-429.9137071,0,0,0,-551.1714193,-396.8434219,0,0,0,-440.9371355,0,-60.62885613,-600.7768471,231.4919961,-385.8199935,-666.9174174,-655.893989,0,-126.7694264,0,0,11.02342839,-358.2614226,0,-259.0505671,0,-2485.783101,-66.14057032
607007,6961.004473,-133187.2189,4176.602684,-226812.7291,120077.3272,-15778.27681,-837408.8381,-262893.9356,37589.42415,-558388.5755,-761997.9563,-598298.3344,-329603.5618,-355127.2449,-166716.0571,115204.624,17634.54466,-648881.6336,-228436.9634,-1083596.363,-700393.0667,-147805.3283,-272407.3084,-1700341.359,-1185459.062,-1898729.987,579851.6726,-311156.8999,-588436.9114,-606303.4896,-1053432.01,-366148.8353,-1498820.28,-768494.8938,-810724.9876,652594.1693,-85504.33827,-1298575.384,-247463.709,-311969.0171,-547018.9348
607008,53242.73249,0,0,0,0,0,0,-634.7866765,12219.64352,0,0,0,0,0,0,0,0,0,0,-11505.50851,0,23725.15203,-476.0900074,0,0,60304.73426,8966.361805,0,0,0,0,0,0,0,0,1348.921687,0,0,51259.02412,0,0
607009,0,0,0,0,0,9707.056276,0,0,0,0,0,0,0,658.9389772,0,0,0,0,0,0,0,0,-7140.144738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608001,4875.27592,0,0,0,0,-3575.202342,-14788.33696,0,0,0,-149995.9891,46315.12124,0,0,0,0,0,54765.59951,0,0,0,35427.00502,0,-11375.64381,-2762.656355,-9750.551841,0,0,-65653.71573,-29251.65552,-19501.10368,0,0,0,0,-9750.551841,0,0,0,0,0
608002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38731.9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608003,22346.06696,0,0,0,0,0,-10184.26945,0,0,-494.3820124,0,-13051.68513,0,0,0,0,0,-44988.76312,0,8206.741405,0,0,0,-19478.65129,-16907.86482,0,0,0,0,0,-11074.15708,0,-8997.752625,0,-109159.5483,0,-12161.7975,-36683.14532,0,0,-24719.10062
608004,0,0,0,0,0,0,-7922.366212,-6923.748622,0,-3062.427275,-12582.58163,0,0,0,0,0,0,-266.2980239,0,-266.2980239,0,0,0,-7789.2172,0,0,-1131.766602,0,-1331.49012,0,0,0,-133.149012,0,-266.2980239,0,-12848.87965,-26762.9514,0,0,0
608005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608006,0,0,0,0,17626.25658,51083.50288,0,-14688.54715,0,-13382.89852,-39659.07732,0,0,-12730.0742,0,0,0,-16320.60795,-11750.83772,0,0,0,-13056.48636,0,-1795.266874,-17789.46266,6854.655339,-11424.42556,-19747.93562,-19421.52346,0,-3753.739828,0,0,326.412159,-10608.39517,0,-7670.685736,0,-73605.94185,-1958.472954
608007,7140.147734,-136614.8266,4284.088641,-232649.8137,123167.5484,-16184.33486,-858959.7724,-269659.5794,38556.79776,-572758.8507,-781608.172,-613695.6978,-338085.9952,-364266.5369,-171006.5382,118169.445,18088.37426,-665580.7713,-234315.8481,-1111482.997,-718417.8645,-151609.1369,-279417.7813,-1744100.087,-1215967.159,-1947594.297,594774.3063,-319164.6037,-603580.4885,-621906.8677,-1080542.357,-375571.7708,-1537392.81,-788272.3099,-831589.2061,669388.8501,-87704.81467,-1331994.56,-253832.252,-319997.621,-561096.6094
608008,73703.85405,0,0,0,0,0,0,-878.7344745,16915.63863,0,0,0,0,0,0,0,0,0,0,-15927.06235,0,32842.70098,-659.0508559,0,0,83479.77508,12412.12445,0,0,0,0,0,0,0,0,1867.310758,0,0,70957.80882,0,0
608009,0,0,0,0,0,154599.8097,0,0,0,0,0,0,0,10494.61728,0,0,0,0,0,0,0,0,-113717.7932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609001,6017.137382,0,0,0,0,-4412.567414,-18251.98339,0,0,0,-185127.2601,57162.80513,0,0,0,0,0,67592.50993,0,0,0,43724.53164,0,-14039.98722,-3409.711183,-12034.27476,0,0,-81030.78341,-36102.82429,-24068.54953,0,0,0,0,-12034.27476,0,0,0,0,0
609002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75171.17158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609003,46624.15708,0,0,0,0,0,-21249.06274,0,0,-1031.5079,0,-27231.80856,0,0,0,0,0,-93867.21889,0,17123.03114,0,0,0,-40641.41126,-35277.57018,0,0,0,0,0,-23105.77696,0,-18773.44378,0,-227756.9443,0,-25375.09434,-76537.88617,0,0,-51575.395
