Landcat,Area_2010_m2,Area_2011_m2,Area_2012_m2,Area_2013_m2,Area_2014_m2,Area_2015_m2,Area_2016_m2,Area_2017_m2,Area_2018_m2,Area_2019_m2,Area_2020_m2,Area_2021_m2,Area_2022_m2,Area_2023_m2,Area_2024_m2,Area_2025_m2,Area_2026_m2,Area_2027_m2,Area_2028_m2,Area_2029_m2,Area_2030_m2,Area_2031_m2,Area_2032_m2,Area_2033_m2,Area_2034_m2,Area_2035_m2,Area_2036_m2,Area_2037_m2,Area_2038_m2,Area_2039_m2,Area_2040_m2,Area_2041_m2,Area_2042_m2,Area_2043_m2,Area_2044_m2,Area_2045_m2,Area_2046_m2,Area_2047_m2,Area_2048_m2,Area_2049_m2,Area_2050_m2
207006,-3040.082899,32412.64855,56062.70522,-223.5355073,-1698.869855,-8986.127392,9388.491305,18911.10392,-94466.10537,-37956.32913,36436.28768,21414.7016,-6974.307827,-88430.64668,-35050.36754,2727.133189,-28523.13073,-35273.90305,-8136.692465,-5409.559276,-3397.739711,-58789.83841,-16809.87015,-20431.14536,-24454.7845,-28210.18102,-18866.39681,-65048.83262,14842.75768,-91783.67928,-1072.970435,-7376.67174,46405.97131,-3531.861015,-101172.1706,-15960.43522,-24946.56261,-491.778116,-52843.79392,-30982.02131,-1832.99116
207007,3100804.874,1584001.786,560443.9597,1065230.115,98580.8304,843508.524,-2286688.674,-1692929.624,-2917287.619,-1027764.851,-1389682.71,-3487225.811,-1968376.062,-2898526.561,-2019599.434,1007355.094,-1833125.891,1162503.356,1031744.469,-1726528.973,-3075846.982,-1190644.943,-2660659.09,-1338231.93,-2460427.438,1262107.517,-2103796.787,-1736591.722,-3004384.408,-1761777.02,-1765756.639,-319392.7942,721504.7974,-135477.5772,795696.2528,-997178.642,-2457641.706,-1563933.139,616897.6878,-1982873.243,-1253466.06
207008,128026.9254,131170.4436,38222.32426,139886.5624,42794.71446,60655.61364,48795.97658,229048.1712,9716.329158,156890.1385,2786.300273,-61227.16242,-59583.95969,-111237.6801,-62084.48558,2643.41308,133027.9772,9216.223981,75658.76896,108665.7107,1786.089919,32649.72372,11430.97548,26362.6872,-49081.75097,-65656.66542,214.3307903,101664.2382,3357.849047,33149.82889,-32149.61854,-43223.37604,28505.9951,-19146.88393,-25719.69483,73372.57387,-50153.40492,-24219.3793,-59226.74171,-73515.46106,147173.8093
208001,330.1914963,842.0604098,1356.813092,321.5401907,1159.274948,856.4792525,-115.3507411,-253.7716304,0,0,0,-330.1914963,-113.9088568,330.1914963,56.23348627,224.9339451,0,-2265.200178,0,-131.211468,712.2908261,716.6164789,1420.255999,-40.37275938,-1095.83204,585.4050109,-31.7214538,-503.2176079,0,0,0,11.53507411,0,-142.7465421,-311.4470009,340.2846862,0,0,113.9088568,0,-474.3799227
208002,159498.5421,43611.88442,27938.86346,44974.75581,255.5383853,0,125043.4499,-511.0767706,0,0,0,15417.48258,-2385.024929,62053.23789,-93484.45928,240930.1076,-7027.305595,681.4356941,-16141.508,-15843.37989,26661.17153,28151.81211,25724.19745,101789.4568,15289.71339,101065.4314,0,-105494.7634,48254.16509,44974.75581,43611.88442,0,175427.1015,43611.88442,72232.18357,90290.22947,44974.75581,-3492.357932,0,56686.9318,44974.75581
208003,23301.32701,-40041.26952,20497.31654,1093.564084,-15786.57895,40265.59036,-32610.64178,-50163.74732,476.68178,-62136.87203,1542.205759,-8944.793402,-62052.75172,44892.20764,-110337.812,-30171.15267,-7570.828271,-50640.4291,-48116.81968,-51453.59214,-85213.87821,-10851.52052,10402.87885,-4598.577172,-36648.41685,-107954.4031,-5608.020942,-75371.80146,-59641.30271,-116142.1137,-73773.51549,-28713.06722,-109047.9672,-52687.35675,-112468.86,-52771.47706,-95981.27842,35386.61214,-32274.16052,-142107.2507,-30395.4735
208004,34429.95552,-9296.087991,-28301.42344,-9433.807813,42417.7052,-5921.95235,-49579.13595,-62455.93932,-4820.193773,70650.26873,36151.4533,-25202.72744,-110864.4568,-107490.3211,137.7198221,-5853.092439,60665.58163,-17834.71696,-32777.31766,-15700.05972,-28576.86308,-29885.20139,43312.88405,-895.1788436,-206.5797331,0,-10879.86595,-13771.98221,42486.56512,-33052.7573,-28094.84371,-34774.25508,-137.7198221,-14116.28176,13083.3831,-137.7198221,40558.48761,-6059.672172,-25822.46664,-17559.27732,-12601.36372
208006,-2127.133189,22678.99356,39226.83851,-156.4068521,-1188.692076,-6287.555455,6569.087789,13232.01969,-66097.5357,-26557.88349,25494.31689,14983.77643,-4879.893786,-61874.55069,-24524.59441,1908.163596,-19957.51433,-24681.00126,-5693.209417,-3785.045821,-2377.384152,-41135.0021,-11761.79528,-14295.58628,-17110.90962,-19738.54474,-13200.73832,-45514.39396,10385.41498,-64220.65348,-750.7528901,-5161.42612,32470.0625,-2471.228263,-70789.74126,-11167.44924,-17455.0047,-344.0950746,-36974.57984,-21677.9897,-1282.536187
208007,1580746.543,807501.7449,285706.4174,543039.2719,50255.11541,430008.7355,-1165721.599,-863031.6187,-1487192.037,-523940.0095,-708440.6235,-1777738.48,-1003450.324,-1477627.915,-1029563.276,513535.4037,-934501.6963,592627.797,525968.7627,-880160.0923,-1568023.362,-606973.9805,-1356366.437,-682211.7426,-1254291.168,643404.5918,-1072485.897,-885289.9397,-1531592.75,-898129.0493,-900157.8025,-162821.9368,367812.9583,-69064.55596,405634.7147,-508347.5919,-1252871.04,-797271.0322,314485.7309,-1010840.782,-638999.2991
208008,70390.17521,72118.5054,21014.92396,76910.69367,23528.85879,33348.91671,26828.39825,125932.4228,5342.111511,86259.38881,1531.929036,-33663.15857,-32759.71324,-61159.32076,-34134.52135,1453.368573,73139.79142,5067.149889,41597.76537,59745.23241,982.0057925,17951.06589,6284.837072,14494.4055,-26985.51918,-36098.53293,117.8406951,55895.76971,1846.17089,18226.02751,-17676.10426,-23764.54018,15672.81245,-10527.1021,-14140.88341,40340.79796,-27574.72265,-13315.99855,-32563.31208,-40419.35842,80917.2773
209001,1.72875129,4.408693245,7.103733465,1.683456496,6.069502344,4.484184568,-0.603930582,-1.328647279,0,0,0,-1.72875129,-0.596381449,1.72875129,0.294416158,1.177664634,0,-11.85968679,0,-0.686971036,3.729271341,3.751918738,7.435895285,-0.211375704,-5.737340525,3.064947701,-0.16608091,-2.634647162,0,0,0,0.060393058,0,-0.747364095,-1.63061257,1.781595216,0,0,0.596381449,0,-2.483664517
209002,884.4651136,241.8403942,154.9290025,249.3979065,1.41703356,0,693.4017553,-2.83406712,0,0,0,85.49435811,-13.22564656,344.1029828,-518.3981106,1336.026475,-38.96842289,3.778756159,-89.50928653,-87.85608071,147.8438347,156.1098638,142.648045,564.4517013,84.78584133,560.4367729,0,-584.9986879,267.5831705,249.3979065,241.8403942,0,972.7935388,241.8403942,400.5481529,500.6851911,249.3979065,-19.36612532,0,314.345278,249.3979065
209003,78502.70412,-134899.9537,69055.92866,3684.242432,-53185.34587,135655.6957,-109865.9987,-169002.8131,1605.951829,-209340.5443,5195.726506,-30135.21374,-209057.1411,151242.8752,-371730.6146,-101647.304,-25506.29376,-170608.7649,-162106.667,-173348.3298,-287087.5064,-36559.02105,35047.53698,-15492.71176,-123469.3553,-363700.8555,-18893.55093,-253929.3245,-200932.9142,-391285.4398,-248544.6625,-96734.98077,-367385.0979,-177504.911,-378910.164,-177788.3143,-323363.1242,119218.3064,-108732.3856,-478762.5806,-102403.0461
209004,24.06567255,-6.497731588,-19.78198283,-6.593994278,29.64890858,-4.139295678,-34.65456847,-43.65513,-3.369194156,49.38276007,25.26895617,-17.6160723,-77.4914656,-75.13302969,0.09626269,-4.091164333,42.40371503,-12.46601838,-22.91052026,-10.97394668,-19.97450821,-20.88900377,30.27461606,-0.625707486,-0.144394035,0,-7.604752525,-9.626269019,29.69703992,-23.10304564,-19.6375888,-24.30632927,-0.09626269,-9.866925744,9.144955568,-0.09626269,28.34936226,-4.235558368,-18.04925441,-12.273493,-8.808036152
209006,-35.89262006,382.6786697,661.9021405,-2.63916324,-20.05764062,-106.0943622,110.8448561,223.2732101,-1115.310385,-448.1299181,430.183608,252.8318383,-82.34189307,-1044.052978,-413.820796,32.19779152,-336.7572294,-416.4599592,-96.06554192,-63.8677504,-40.11528124,-694.099932,-198.4650756,-241.2195201,-288.7244584,-333.0624008,-222.7453774,-767.9965027,175.2404391,-1083.640426,-12.66798355,-87.0923869,547.8902885,-41.69877918,-1194.485282,-188.4362553,-294.5306175,-5.806159127,-623.8981898,-365.788025,-21.64113856
209007,27059.77635,13823.09942,4890.823131,9295.937615,860.2847748,7361.041063,-19955.23311,-14773.67937,-25458.27735,-8968.989711,-12127.33624,-30431.95375,-17177.41624,-25294.55534,-17624.42695,8790.880003,-15997.12934,10144.81146,9003.718623,-15066.89061,-26841.97645,-10390.39449,-23218.75863,-11678.34101,-21471.3982,11014.02653,-18359.19152,-15154.70515,-26218.34441,-15374.48955,-15409.21847,-2787.24329,6296.351832,-1182.271406,6943.797986,-8702.073212,-21447.08796,-13647.96648,5383.477561,-17303.92871,-10938.61518
209008,860.6223246,881.7536764,256.9380266,940.3451516,287.6745382,407.7390366,328.0162097,1539.707128,65.31508714,1054.646554,18.73006175,-411.5811006,-400.5351667,-747.7616961,-417.3441965,17.76954577,894.2403842,61.95328118,508.5932153,730.4724084,12.00644984,219.4779031,76.84127899,177.2151997,-329.9372416,-441.3570962,1.440773981,683.407125,22.5721257,222.8397091,-216.1160971,-290.5560862,191.6229395,-128.7091423,-172.8928777,493.2249595,-337.1411116,-162.8074599,-398.1338767,-494.1854755,989.331467
210001,0.864375645,2.204346623,3.551866733,0.841728248,3.034751172,2.242092284,-0.301965291,-0.66432364,0,0,0,-0.864375645,-0.298190725,0.864375645,0.147208079,0.588832317,0,-5.929843397,0,-0.343485518,1.86463567,1.875959369,3.717947643,-0.105687852,-2.868670262,1.532473851,-0.083040455,-1.317323581,0,0,0,0.030196529,0,-0.373682047,-0.815306285,0.890797608,0,0,0.298190725,0,-1.241832258
210007,945.4887118,482.9893749,170.8889978,324.8069743,30.05898988,257.2002497,-697.2506869,-516.2033453,-889.5311458,-313.3831713,-423.738148,-1063.315098,-600.1916994,-883.8105768,-615.8105863,307.1598857,-558.9515973,354.4672579,314.5966254,-526.4483643,-937.8786215,-363.0481114,-811.2806958,-408.0499209,-750.2266229,384.8382788,-641.4838066,-529.5166695,-916.0884541,-537.1961001,-538.4095541,-97.38835361,219.999216,-41.30944227,242.6214662,-304.0569104,-749.3772051,-476.8700996,188.10271,-604.6121391,-382.20335
210008,6.236393657,6.389519394,1.861869758,6.814095301,2.084598103,2.9546307,2.376929056,11.15729803,0.473297733,7.642366334,0.135725085,-2.982471743,-2.902428744,-5.418563015,-3.024233308,0.128764824,6.480002784,0.44893682,3.685458082,5.293278321,0.08700326,1.590419588,0.556820862,1.284168113,-2.390849577,-3.198239827,0.010440391,4.952225543,0.163566128,1.6147805,-1.566058675,-2.105478885,1.388572025,-0.932674944,-1.25284694,3.574093909,-2.443051533,-1.179764202,-2.885028092,-3.58105417,7.169068601
211001,198.8063983,506.9997232,816.9293485,193.597497,697.9927696,515.6812253,-69.45201688,-152.7944371,0,0,0,-198.8063983,-68.58386667,198.8063983,33.85785823,135.4314329,0,-1363.863981,0,-79.0016692,428.8662042,431.4706548,855.1279578,-24.30820591,-659.7941603,352.4689856,-19.09930464,-302.9844236,0,0,0,6.945201688,0,-85.94687088,-187.5204456,204.8834498,0,0,68.58386667,0,-285.6214194
211002,343.9586553,94.04904219,60.25016765,96.98807476,0.551068607,0,269.6562382,-1.102137213,0,0,0,33.24780593,-5.143306995,133.8178266,-201.5992652,519.5658512,-15.15438668,1.469516284,-34.80916698,-34.16625361,57.49482462,60.70939149,55.47423973,219.508995,32.97227163,217.9476339,0,-227.4994898,104.0601219,96.98807476,94.04904219,0,378.3085984,94.04904219,155.7687261,194.7109077,96.98807476,-7.531270957,0,122.2453859,96.98807476
211003,1319.23761,-2266.993149,1160.484588,61.91367844,-893.7795118,2279.693391,-1846.297642,-2840.091557,26.98801368,-3517.966959,87.3141619,-506.422139,-3513.204369,2541.635876,-6246.931401,-1708.182513,-428.6331584,-2867.079571,-2724.201851,-2913.117947,-4824.504327,-614.3741937,588.9737102,-260.3549555,-2074.901993,-6111.991333,-317.5060433,-4267.281221,-3376.67677,-6575.550156,-4176.791999,-1625.630941,-6173.905011,-2982.969276,-6367.583698,-2987.731867,-5434.11593,2003.463133,-1827.247279,-8045.603136,-1720.882754
211004,453.236833,-122.3739449,-372.5606767,-124.1868922,558.3877782,-77.95673527,-652.6610395,-822.171615,-63.45315661,930.0419812,475.8986746,-331.7693617,-1459.422602,-1415.005392,1.812947332,-77.0502616,798.6032997,-234.7766795,-431.481465,-206.6759958,-376.1865714,-393.409571,570.1719359,-11.78415766,-2.719420998,0,-143.2228392,-181.2947332,559.2942519,-435.1073596,-369.8412557,-457.7692013,-1.812947332,-185.8271015,172.2299965,-1.812947332,533.9129892,-79.7696826,-339.9276247,-231.1507848,-165.8846809
211006,-123.0918688,1312.376542,2269.958874,-9.050872705,-68.78663256,-363.8450827,380.1366536,765.7038308,-3824.898805,-1536.838185,1475.292251,867.0736051,-282.3872284,-3580.525242,-1419.17684,110.420647,-1154.891357,-1428.227713,-329.4517665,-219.0311195,-137.5732651,-2380.379521,-680.6256274,-827.2497652,-990.1654739,-1142.220135,-763.8936563,-2633.803957,600.9779476,-3716.288333,-43.44418898,-298.6787993,1878.961174,-143.0037887,-4096.424986,-646.2323111,-1010.077394,-19.91191995,-2139.626307,-1254.450957,-74.21715618
211007,22874.19182,11684.95347,4134.314527,7858.049431,727.2166149,6222.441128,-16868.57364,-12488.49848,-21520.41141,-7581.673566,-10251.48958,-25724.76352,-14520.42725,-21382.01378,-14898.29471,7431.113725,-13522.70619,8575.620151,7611.030638,-12736.35604,-22690.08104,-8783.216589,-19627.29964,-9871.944578,-18150.21953,9310.385727,-15519.40648,-12810.5875,-22162.9119,-12996.37582,-13025.7329,-2356.11473,5322.437174,-999.398612,5869.736875,-7356.043498,-18129.66958,-11536.90995,4550.765564,-14627.37087,-9246.638942
211008,2974.759774,3047.800751,888.1118746,3250.323459,994.3532951,1409.358844,1133.79516,5322.031159,225.7630186,3645.408741,64.74086562,-1422.639022,-1384.458511,-2584.654558,-1442.559288,61.42082123,3090.961328,214.1428632,1757.963505,2524.893759,41.50055489,758.6301433,265.6035513,612.5481901,-1140.435248,-1525.560398,4.980066587,2362.211584,78.02104319,770.2502987,-747.009988,-1004.313428,662.348856,-444.8859484,-597.6079904,1704.842795,-1165.335581,-562.7475243,-1376.1584,-1708.162839,3419.645723
213001,-206100,-525600,-846900,-200700,-723600,-585000,72000,0,0,0,0,206100,0,-206100,-35100,-140400,0,1413900,0,81900,-450000,-447300,-886500,25200,684000,-365400,0,40500,0,0,0,-7200,0,0,68400,-212400,0,0,-71100,0,212400
213002,-3370500,-921600,-590400,-950400,-5400,0,-2642400,10800,0,0,0,-325800,50400,-1346400,1975500,-5091300,148500,-14400,341100,334800,-563400,-594900,-1063800,-2151000,-323100,-2135700,-689400,2229300,-1019700,-950400,-1023300,0,-3707100,-921600,-1526400,-1908000,-950400,73800,0,-1197900,-950400
213003,-756000,1285200,-658800,-35100,506700,-1292400,1046700,1465200,-15300,1994400,-49500,287100,1962000,-1530900,3541500,947700,243000,1625400,1513800,1651500,2667600,-642600,-333900,90000,673200,3022200,180000,2419200,1914300,3613500,2359800,783000,3500100,1616400,3609900,1592100,2674800,-1135800,1035900,4561200,635400
213004,-899100,-198900,-385200,-548100,-1347300,-224100,-108000,358200,-330300,-1878300,-1122300,-870300,115200,-203400,-335700,-53100,-883800,-2700,255600,77400,39600,-125100,-815400,11700,-252900,-366300,-471600,127800,-639900,-53100,326700,-390600,-209700,85500,-306900,-259200,-607500,-175500,-135000,118800,13500
213006,61200,-652500,-1185300,4500,5400,180000,-189000,-380700,1256400,675900,-733500,-431100,-1800,1617300,657900,-54900,556200,710100,160200,-43200,68400,1183500,338400,319500,360000,386100,379800,736200,-298800,1685700,-301500,-45900,-1017000,70200,1929600,227700,136800,9900,1014300,422100,-161100
213007,-66504600,-48141000,-39077100,-46939500,-42143400,-39339900,-480600,-17993700,3184200,-26592300,-25892100,-7009200,-8423100,-6218100,-5041800,-50381100,-17084700,-51777000,-56883600,-5429700,-7567200,-30158100,-24998400,-23193900,-20431800,-64838700,-30047400,-26125200,12708000,-18432000,-16587000,-43692300,-60251400,-39158100,-57627000,-42230700,-15075000,-28852200,-48856500,-11412000,-21009600
213008,-1612800,-1652400,-481500,-1762200,-539100,-764100,-625500,-2895300,-264600,-2039400,-54900,771300,750600,1401300,776700,-33300,-1675800,-116100,-953100,-1368900,-77400,-411300,-144000,-332100,-181800,827100,-231300,-1280700,-81900,-492300,404100,469800,-458100,241200,-28800,-949500,594000,305100,746100,926100,-2000700
216001,0,0,0,0,0,50400,0,158400,0,0,0,0,71100,0,0,0,0,0,0,0,5400,0,0,0,0,0,19800,273600,0,0,0,0,0,89100,126000,0,0,0,0,0,83700
216002,0,0,0,0,0,0,0,0,0,0,0,0,0,35100,0,0,0,0,0,0,0,0,520200,0,0,0,689400,0,0,0,101700,0,0,0,0,0,0,0,0,0,0
216003,8100,0,900,0,0,0,0,144900,0,0,0,0,29700,90000,0,20700,0,0,30600,0,67500,990900,0,57600,503100,442800,0,0,0,114300,8100,138600,0,74700,0,101700,405900,0,0,0,340200
216004,449100,320400,755100,671400,792900,301500,756000,458100,393300,954900,649800,1199700,1333800,1608300,333900,129600,90900,235800,172800,127800,333900,515700,249300,0,255600,366300,613800,52200,84600,485100,40500,845100,211500,99000,135900,261000,77400,254700,472500,110700,151200
216006,0,0,56700,0,28800,900,0,0,645300,88200,0,0,142200,162900,47700,0,18000,0,3600,152100,0,0,0,91800,132300,181800,0,573300,0,162000,323100,194400,82800,900,107100,93600,365400,0,49500,201600,198000
216007,17416800,23065200,30204900,30076200,40582800,25986600,36680400,44793900,42998400,42862500,47891700,62214300,39583800,52103700,37013400,34434000,46104300,33373800,40550400,32761800,56259900,49006800,67118400,44379000,59382000,44858700,63351900,53616600,34853400,46322100,44540100,48748500,48829500,41302800,45030600,58016700,53981100,53610300,39090600,42802200,40852800
216008,0,0,0,0,0,0,10800,9900,142200,63000,19800,0,0,0,5400,0,0,0,0,0,54900,0,0,0,800100,0,228600,0,39600,74700,900,74700,99000,0,352800,25200,37800,0,0,0,146700
302002,0,0,0,0,0,0,0,0,0,0,19237.38777,0,0,0,10296.0667,0,-7482.364258,0,0,0,0,1563.168021,0,0,-5752.458316,3751.603249,0,0,-21342.45404,0,-18799.70073,0,0,0,0,0,0,0,11650.81231,0,0
302003,123.0334372,8.23884624,37.89869271,26.91356439,68.10779559,0,0,0,-173.015771,191.6904892,177.4098224,77.44515466,0,-24.71653872,-101.612437,0,0,0,159.2843606,0,-56.02415443,0,0,309.2313622,-35.15241063,0,-109.3020268,0,-49.98233386,11.53438474,-73.05110333,0,-408.0975171,-583.3103138,0,24.71653872,0,408.0975171,-12.63289757,153.2425401,-544.3131083
302004,0,0,0,0,0,0,-165.8703072,0,0,0,0,-373.2081911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7381.228669,0,0,0,0,0
302006,0,0,0,0,0,0,0,0,0,0,0,89.76784179,0,0,0,0,0,2949.957008,0,0,0,0,0,0,0,-284.7807395,-89.76784179,0,89.76784179,0,-987.4462597,0,0,0,-479.7936371,0,-811.0060189,-154.772141,0,0,0
302007,-11950.54646,-7900.161411,-22535.04325,783.3291846,13316.59614,-277.0310531,-46646.29766,9218.447112,-46512.55854,-52463.94978,23872.43454,-21340.94388,14386.50917,-29871.58976,24369.17988,6983.093097,-4021.726667,-50457.86284,-4136.360207,-20404.76998,-20987.49047,-6209.316707,29651.87548,-64959.00555,10288.36014,9762.956423,29327.08045,49521.68894,-14033.05576,-32575.03073,-33702.26053,15198.49674,36529.88783,26986.64569,19812.49669,10756.4471,13335.70173,30597.60217,55406.21062,62312.88136,10049.54027
302008,84.84038108,2805.147919,1463.947852,5482.132709,1848.437239,0,1848.437239,3754.638141,0,7404.579642,4561.524319,-308.674578,1848.437239,1913.421361,0,5.415343473,1747.350827,2722.112653,1007.253886,763.5634297,3637.305699,3149.924787,0,-57.76366371,2720.307538,-16.24603042,1624.603042,1906.200903,-202.172823,0,-301.45412,176.9012201,472.9399967,0,3066.88952,0,1063.212435,0,1848.437239,350.1922113,590.2724386
303002,0,0,0,0,0,0,0,0,0,0,59.19196238,0,0,0,31.68020522,0,-23.02265926,0,0,0,0,4.809747755,0,0,-17.69987174,11.54339461,0,0,-65.66908935,0,-57.84523301,0,0,0,0,0,0,0,35.84865327,0,0
303003,71.22988469,4.76985835,21.94134841,15.58153728,39.43082902,0,0,0,-100.1670253,110.9787043,102.7109498,44.83666849,0,-14.30957505,-58.82825298,0,0,0,92.21726143,0,-32.43503678,0,0,179.0286834,-20.35139563,0,-63.28012077,0,-28.93714065,6.67780169,-42.29274403,0,-236.2669836,-337.7059712,0,14.30957505,0,236.2669836,-7.313782803,88.7193653,-315.1286416
303004,0,0,0,0,0,0,-239.5904437,0,0,0,0,-539.0784983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10661.77474,0,0,0,0,0
303006,0,0,0,0,0,0,0,0,0,0,0,291.7454858,0,0,0,0,0,9587.360275,0,0,0,0,0,0,0,-925.5374033,-291.7454858,0,291.7454858,0,-3209.200344,0,0,0,-1559.329321,0,-2635.769561,-503.0094583,0,0,0
303007,-3599.614948,-2379.601568,-6787.763119,235.9459838,4011.081724,-83.44431134,-14050.2956,2776.681395,-14010.01213,-15802.62613,7190.597725,-6428.089363,4333.34941,-8997.598674,7340.222008,2103.372124,-1211.381209,-15198.37422,-1245.90989,-6146.105139,-6321.625932,-1870.30353,8931.418703,-19566.25231,3098.94908,2940.692627,8833.587442,14916.39,-4226.885978,-9811.900058,-10151.43208,4577.927564,11003.13954,8128.626881,5967.706956,3239.941192,4016.836505,9216.280318,16688.86227,18769.21527,3027.014329
303008,39.15709896,1294.683655,675.6682395,2530.215097,853.1248795,0,853.1248795,1732.909911,0,3417.498296,2105.318916,-142.4651898,853.1248795,883.117551,0,2.499389295,806.4696126,1256.359686,464.8864089,352.4138906,1678.756477,1453.81144,0,-26.66015248,1255.526556,-7.498167886,749.8167886,879.7850319,-93.31053369,0,-139.1326708,81.64671698,218.2799985,0,1415.487471,0,490.7134316,0,853.1248795,161.6271744,272.4334332
304002,0,0,0,0,0,0,0,0,0,0,295.9598119,0,0,0,158.4010261,0,-115.1132963,0,0,0,0,24.04873878,0,0,-88.4993587,57.71697307,0,0,-328.3454468,0,-289.226165,0,0,0,0,0,0,0,179.2432664,0,0
304003,718.7742909,48.13220698,221.4081521,157.2318761,397.8929111,0,0,0,-1010.776347,1119.876016,1036.446857,452.4427456,0,-144.3966209,-593.6305528,0,0,0,930.5560017,0,-327.2990075,0,0,1806.562169,-205.3640831,0,-638.553946,0,-292.0020557,67.38508978,-426.7722352,0,-2384.148653,-3407.760254,0,144.3966209,0,2384.148653,-73.80271737,895.2590499,-3179.934475
304004,0,0,0,0,0,0,-46.07508532,0,0,0,0,-103.668942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2050.341297,0,0,0,0,0
304007,-2820.136285,-1864.310718,-5317.906872,184.8530579,3142.501984,-65.37486193,-11007.77416,2175.404888,-10976.21389,-12380.64627,5633.509654,-5036.118674,3394.984209,-7049.21356,5750.733544,1647.897382,-949.0626507,-11907.24209,-976.1143177,-4815.196727,-4952.709367,-1465.298629,6997.364532,-15329.27797,2427.887114,2303.900306,6920.718142,11686.32015,-3311.574902,-7687.18204,-7953.190099,3586.600184,8620.464552,6368.413274,4675.42978,2538.348087,3147.010595,7220.540784,13074.97239,14704.83532,2371.529474
304008,93.54195863,3092.855398,1614.09635,6044.402731,2038.020545,0,2038.020545,4139.729233,0,8164.023708,5029.372967,-340.333509,2038.020545,2109.669705,0,5.970763317,1926.566297,3001.303694,1110.561977,841.8776276,4010.362694,3472.993996,0,-63.68814204,2999.313439,-17.91228995,1791.228995,2101.708687,-222.9084972,0,-332.3724913,195.044935,521.446663,0,3381.442292,0,1172.259864,0,2038.020545,386.1093611,650.8132015
305001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19264.86486,0,0,0,0,0,0,0,0
305002,0,0,0,0,0,0,0,0,0,0,24091.12869,0,0,0,12893.84352,0,-9370.222317,0,0,0,0,1957.567336,0,0,-7203.847798,4698.161608,0,0,-26727.31937,0,-23543.00983,0,0,0,0,0,0,0,14590.40188,0,0
305003,11688.17653,782.6903928,3600.375807,2556.788617,6470.240581,0,0,0,-16436.49825,18210.59647,16853.93313,7357.289693,0,-2348.071178,-9653.181512,0,0,0,15132.01426,0,-5322.294671,0,0,29376.97941,-3339.479009,0,-10383.69254,0,-4748.321717,1095.76655,-6939.854816,0,-38769.26412,-55414.47981,0,2348.071178,0,38769.26412,-1200.125269,14558.04131,-51709.74529
305004,0,0,0,0,0,0,-976.7918089,0,0,0,0,-2197.78157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43467.23549,0,0,0,0,0
305006,0,0,0,0,0,0,0,0,0,0,0,3254.084265,0,0,0,0,0,106935.9415,0,0,0,0,0,0,0,-10323.30181,-3254.084265,0,3254.084265,0,-35794.92691,0,0,0,-17392.51935,0,-29398.96819,-5610.490112,0,0,0
305007,-106464.5239,-70380.62448,-200759.242,6978.489973,118634.3295,-2468.002551,-415560.5675,82124.91249,-414369.118,-467388.6211,212673.7371,-190121.3,128165.9256,-266118.7579,217099.121,62210.685,-35828.58876,-449516.8785,-36849.8312,-181781.1534,-186972.4692,-55317.29857,264161.3765,-578704.0465,91656.50855,86975.81405,261267.8563,441176.732,-125017.0948,-290203.0586,-300245.2759,135399.7262,325435.9226,240417.4899,176504.7342,95826.58183,118804.5366,272586.6266,493600.5103,555130.367,89528.92014
305008,3677.504211,121592.3733,63456.50883,237629.3678,80122.64493,0,80122.64493,162749.1225,0,320960.0483,197724.5349,-13379.85575,80122.64493,82939.45667,0,234.7343113,75740.93779,117993.1138,43660.58191,33097.5379,157663.2124,136537.1244,0,-2503.832654,117914.8691,-704.202934,70420.2934,82626.47758,-8763.414289,0,-13066.87666,7667.987503,20500.12986,0,132937.865,0,46086.16979,0,80122.64493,15179.48547,25586.03993
306001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-190021.6216,0,0,0,0,0,0,0,0
306002,0,0,0,0,0,0,0,0,0,0,220075.7161,0,0,0,117787.003,0,-85598.24711,0,0,0,0,17882.64215,0,0,-65808.12313,42918.34117,0,0,-244157.6742,0,-215068.5763,0,0,0,0,0,0,0,133285.2929,0,0
306003,141702.1424,9488.982751,43649.32066,30997.34365,78442.25741,0,0,0,-199268.6378,220776.9987,204329.4286,89196.43786,0,-28466.94825,-117030.7873,0,0,0,183453.6665,0,-64525.08271,0,0,356153.1526,-40486.32641,0,-125887.1712,0,-57566.49536,13284.57585,-84135.64706,0,-470020.9456,-671819.9788,0,28466.94825,0,470020.9456,-14549.77355,176495.0792,-626905.4604
306004,0,0,0,0,0,0,-7215.358362,0,0,0,0,-16234.55631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-321083.4471,0,0,0,0,0
