Land_Cat_ID,Region_ID,Region,Land_Type_ID,Land_Type,Ownership_ID,Ownership,Area_sqm
513003,5,Eastside,130,Cultivated,3,Easement,28662300
513004,5,Eastside,130,Cultivated,4,Local_gov,13069800
513005,5,Eastside,130,Cultivated,5,NPS,95400
513006,5,Eastside,130,Cultivated,6,Other_fed,117422100
513007,5,Eastside,130,Cultivated,7,Private,827338500
513008,5,Eastside,130,Cultivated,8,State_gov,22795200
513009,5,Eastside,130,Cultivated,9,USFS_nonwild,1340100
516001,5,Eastside,160,Developed_all,1,BLM,32358600
516002,5,Eastside,160,Developed_all,2,DoD,14360400
516003,5,Eastside,160,Developed_all,3,Easement,18608400
516004,5,Eastside,160,Developed_all,4,Local_gov,100972800
516005,5,Eastside,160,Developed_all,5,NPS,544500
516006,5,Eastside,160,Developed_all,6,Other_fed,111116700
516007,5,Eastside,160,Developed_all,7,Private,672330600
516008,5,Eastside,160,Developed_all,8,State_gov,40072500
516009,5,Eastside,160,Developed_all,9,USFS_nonwild,32447700
600001,6,Klamath,0,Water,1,BLM,4394700
600002,6,Klamath,0,Water,2,DoD,25407000
600003,6,Klamath,0,Water,3,Easement,2330100
600004,6,Klamath,0,Water,4,Local_gov,9876600
600005,6,Klamath,0,Water,5,NPS,11413800
600006,6,Klamath,0,Water,6,Other_fed,102094200
600007,6,Klamath,0,Water,7,Private,284066100
600008,6,Klamath,0,Water,8,State_gov,6129000
600009,6,Klamath,0,Water,9,USFS_nonwild,206550000
601006,6,Klamath,10,Ice,6,Other_fed,19384200
601009,6,Klamath,10,Ice,9,USFS_nonwild,2700
602001,6,Klamath,20,Barren,1,BLM,5796000
602002,6,Klamath,20,Barren,2,DoD,529200
602003,6,Klamath,20,Barren,3,Easement,3421800
602004,6,Klamath,20,Barren,4,Local_gov,3786300
602005,6,Klamath,20,Barren,5,NPS,74700
602006,6,Klamath,20,Barren,6,Other_fed,30717900
602007,6,Klamath,20,Barren,7,Private,70555500
602008,6,Klamath,20,Barren,8,State_gov,1026900
602009,6,Klamath,20,Barren,9,USFS_nonwild,36282600
603001,6,Klamath,30,Sparse,1,BLM,7538400
603002,6,Klamath,30,Sparse,2,DoD,822600
603003,6,Klamath,30,Sparse,3,Easement,1903500
603004,6,Klamath,30,Sparse,4,Local_gov,487800
603005,6,Klamath,30,Sparse,5,NPS,432900
603006,6,Klamath,30,Sparse,6,Other_fed,155746800
603007,6,Klamath,30,Sparse,7,Private,53433000
603008,6,Klamath,30,Sparse,8,State_gov,939600
603009,6,Klamath,30,Sparse,9,USFS_nonwild,51101100
604003,6,Klamath,40,Desert,3,Easement,1800
604004,6,Klamath,40,Desert,4,Local_gov,4500
604006,6,Klamath,40,Desert,6,Other_fed,27900
604007,6,Klamath,40,Desert,7,Private,2249100
604009,6,Klamath,40,Desert,9,USFS_nonwild,15300
605001,6,Klamath,50,Shrubland,1,BLM,587296800
605002,6,Klamath,50,Shrubland,2,DoD,20549700
605003,6,Klamath,50,Shrubland,3,Easement,118670400
605004,6,Klamath,50,Shrubland,4,Local_gov,22534200
605005,6,Klamath,50,Shrubland,5,NPS,5736600
605006,6,Klamath,50,Shrubland,6,Other_fed,133254000
605007,6,Klamath,50,Shrubland,7,Private,3805263000
605008,6,Klamath,50,Shrubland,8,State_gov,41337900
605009,6,Klamath,50,Shrubland,9,USFS_nonwild,521276400
606001,6,Klamath,60,Grassland,1,BLM,337922100
606002,6,Klamath,60,Grassland,2,DoD,10026000
606003,6,Klamath,60,Grassland,3,Easement,130185000
606004,6,Klamath,60,Grassland,4,Local_gov,9104400
606005,6,Klamath,60,Grassland,5,NPS,30468600
606006,6,Klamath,60,Grassland,6,Other_fed,847183500
606007,6,Klamath,60,Grassland,7,Private,4543398900
606008,6,Klamath,60,Grassland,8,State_gov,96239700
606009,6,Klamath,60,Grassland,9,USFS_nonwild,1375380000
607001,6,Klamath,70,Savanna,1,BLM,256682700
607002,6,Klamath,70,Savanna,2,DoD,6078600
607003,6,Klamath,70,Savanna,3,Easement,76167000
607004,6,Klamath,70,Savanna,4,Local_gov,12379500
607005,6,Klamath,70,Savanna,5,NPS,21932100
607006,6,Klamath,70,Savanna,6,Other_fed,36080100
607007,6,Klamath,70,Savanna,7,Private,2439085500
607008,6,Klamath,70,Savanna,8,State_gov,24934500
607009,6,Klamath,70,Savanna,9,USFS_nonwild,161497800
608001,6,Klamath,80,Woodland,1,BLM,361775700
608002,6,Klamath,80,Woodland,2,DoD,5959800
608003,6,Klamath,80,Woodland,3,Easement,54920700
608004,6,Klamath,80,Woodland,4,Local_gov,3924900
608005,6,Klamath,80,Woodland,5,NPS,29034900
608006,6,Klamath,80,Woodland,6,Other_fed,1068359400
608007,6,Klamath,80,Woodland,7,Private,2501856000
608008,6,Klamath,80,Woodland,8,State_gov,34516800
608009,6,Klamath,80,Woodland,9,USFS_nonwild,2572101000
609001,6,Klamath,90,Forest,1,BLM,446508900
609002,6,Klamath,90,Forest,2,DoD,11566800
609003,6,Klamath,90,Forest,3,Easement,114589800
609004,6,Klamath,90,Forest,4,Local_gov,837900
609005,6,Klamath,90,Forest,5,NPS,65979000
609006,6,Klamath,90,Forest,6,Other_fed,3618752400
609007,6,Klamath,90,Forest,7,Private,5496076800
609008,6,Klamath,90,Forest,8,State_gov,83811600
609009,6,Klamath,90,Forest,9,USFS_nonwild,10059538500
610001,6,Klamath,100,Meadow,1,BLM,46800
610003,6,Klamath,100,Meadow,3,Easement,41400
610006,6,Klamath,100,Meadow,6,Other_fed,1346400
610007,6,Klamath,100,Meadow,7,Private,9207000
610008,6,Klamath,100,Meadow,8,State_gov,9900
610009,6,Klamath,100,Meadow,9,USFS_nonwild,1592100
611003,6,Klamath,110,Coastal_marsh,3,Easement,1800
611007,6,Klamath,110,Coastal_marsh,7,Private,83700
613001,6,Klamath,130,Cultivated,1,BLM,846000
613002,6,Klamath,130,Cultivated,2,DoD,1347300
613003,6,Klamath,130,Cultivated,3,Easement,11754000
613004,6,Klamath,130,Cultivated,4,Local_gov,410400
613005,6,Klamath,130,Cultivated,5,NPS,900
613006,6,Klamath,130,Cultivated,6,Other_fed,5164200
613007,6,Klamath,130,Cultivated,7,Private,956102400
613008,6,Klamath,130,Cultivated,8,State_gov,2897100
613009,6,Klamath,130,Cultivated,9,USFS_nonwild,2109600
616001,6,Klamath,160,Developed_all,1,BLM,26644500
616002,6,Klamath,160,Developed_all,2,DoD,1676700
616003,6,Klamath,160,Developed_all,3,Easement,9236700
616004,6,Klamath,160,Developed_all,4,Local_gov,4398300
616005,6,Klamath,160,Developed_all,5,NPS,5198400
616006,6,Klamath,160,Developed_all,6,Other_fed,26186400
616007,6,Klamath,160,Developed_all,7,Private,981251100
616008,6,Klamath,160,Developed_all,8,State_gov,4063500
616009,6,Klamath,160,Developed_all,9,USFS_nonwild,236869200
700001,7,North_Coast,0,Water,1,BLM,1993500
700002,7,North_Coast,0,Water,2,DoD,6798600
700003,7,North_Coast,0,Water,3,Easement,7175700
700004,7,North_Coast,0,Water,4,Local_gov,14475600
700005,7,North_Coast,0,Water,5,NPS,6672600
700006,7,North_Coast,0,Water,6,Other_fed,4280400
700007,7,North_Coast,0,Water,7,Private,215159400
700008,7,North_Coast,0,Water,8,State_gov,73846800
700009,7,North_Coast,0,Water,9,USFS_nonwild,350100
702001,7,North_Coast,20,Barren,1,BLM,3372300
702002,7,North_Coast,20,Barren,2,DoD,215100
702003,7,North_Coast,20,Barren,3,Easement,656100
702004,7,North_Coast,20,Barren,4,Local_gov,1791900
702005,7,North_Coast,20,Barren,5,NPS,3206700
702006,7,North_Coast,20,Barren,6,Other_fed,1835100
702007,7,North_Coast,20,Barren,7,Private,45419400
702008,7,North_Coast,20,Barren,8,State_gov,11647800
702009,7,North_Coast,20,Barren,9,USFS_nonwild,144000
703001,7,North_Coast,30,Sparse,1,BLM,3297600
703002,7,North_Coast,30,Sparse,2,DoD,346500
703003,7,North_Coast,30,Sparse,3,Easement,1626300
703004,7,North_Coast,30,Sparse,4,Local_gov,1089900
703005,7,North_Coast,30,Sparse,5,NPS,1717200
703006,7,North_Coast,30,Sparse,6,Other_fed,324900
703007,7,North_Coast,30,Sparse,7,Private,18839700
703008,7,North_Coast,30,Sparse,8,State_gov,5616000
703009,7,North_Coast,30,Sparse,9,USFS_nonwild,147600
704001,7,North_Coast,40,Desert,1,BLM,2499300
704002,7,North_Coast,40,Desert,2,DoD,59400
704003,7,North_Coast,40,Desert,3,Easement,54156600
704004,7,North_Coast,40,Desert,4,Local_gov,6420600
704005,7,North_Coast,40,Desert,5,NPS,154499400
704006,7,North_Coast,40,Desert,6,Other_fed,1709100
704007,7,North_Coast,40,Desert,7,Private,138609900
704008,7,North_Coast,40,Desert,8,State_gov,13896000
704009,7,North_Coast,40,Desert,9,USFS_nonwild,32400
705001,7,North_Coast,50,Shrubland,1,BLM,18753300
705002,7,North_Coast,50,Shrubland,2,DoD,6939900
705003,7,North_Coast,50,Shrubland,3,Easement,220181400
705004,7,North_Coast,50,Shrubland,4,Local_gov,53390700
705005,7,North_Coast,50,Shrubland,5,NPS,30240000
705006,7,North_Coast,50,Shrubland,6,Other_fed,6981300
705007,7,North_Coast,50,Shrubland,7,Private,1200673800
705008,7,North_Coast,50,Shrubland,8,State_gov,76046400
705009,7,North_Coast,50,Shrubland,9,USFS_nonwild,97200
706001,7,North_Coast,60,Grassland,1,BLM,30311100
706002,7,North_Coast,60,Grassland,2,DoD,3146400
706003,7,North_Coast,60,Grassland,3,Easement,92027700
706004,7,North_Coast,60,Grassland,4,Local_gov,14944500
706005,7,North_Coast,60,Grassland,5,NPS,17244900
706006,7,North_Coast,60,Grassland,6,Other_fed,4030200
706007,7,North_Coast,60,Grassland,7,Private,1103875200
706008,7,North_Coast,60,Grassland,8,State_gov,31044600
706009,7,North_Coast,60,Grassland,9,USFS_nonwild,2568600
707001,7,North_Coast,70,Savanna,1,BLM,1242900
707002,7,North_Coast,70,Savanna,2,DoD,1108800
707003,7,North_Coast,70,Savanna,3,Easement,34582500
707004,7,North_Coast,70,Savanna,4,Local_gov,18348300
707005,7,North_Coast,70,Savanna,5,NPS,2102400
707006,7,North_Coast,70,Savanna,6,Other_fed,1053900
707007,7,North_Coast,70,Savanna,7,Private,348680700
707008,7,North_Coast,70,Savanna,8,State_gov,29316600
707009,7,North_Coast,70,Savanna,9,USFS_nonwild,422100
708001,7,North_Coast,80,Woodland,1,BLM,60339600
708002,7,North_Coast,80,Woodland,2,DoD,5771700
708003,7,North_Coast,80,Woodland,3,Easement,130310100
708004,7,North_Coast,80,Woodland,4,Local_gov,21032100
708005,7,North_Coast,80,Woodland,5,NPS,22693500
708006,7,North_Coast,80,Woodland,6,Other_fed,6909300
708007,7,North_Coast,80,Woodland,7,Private,877121100
708008,7,North_Coast,80,Woodland,8,State_gov,63909900
708009,7,North_Coast,80,Woodland,9,USFS_nonwild,3188700
709001,7,North_Coast,90,Forest,1,BLM,363711600
709002,7,North_Coast,90,Forest,2,DoD,8064000
709003,7,North_Coast,90,Forest,3,Easement,806768100
709004,7,North_Coast,90,Forest,4,Local_gov,103606200
709005,7,North_Coast,90,Forest,5,NPS,377034300
709006,7,North_Coast,90,Forest,6,Other_fed,35358300
709007,7,North_Coast,90,Forest,7,Private,7630434000
709008,7,North_Coast,90,Forest,8,State_gov,836449200
709009,7,North_Coast,90,Forest,9,USFS_nonwild,60482700
711001,7,North_Coast,110,Coastal_marsh,1,BLM,635400
711002,7,North_Coast,110,Coastal_marsh,2,DoD,181800
711003,7,North_Coast,110,Coastal_marsh,3,Easement,9248400
711004,7,North_Coast,110,Coastal_marsh,4,Local_gov,2799900
711005,7,North_Coast,110,Coastal_marsh,5,NPS,847800
711006,7,North_Coast,110,Coastal_marsh,6,Other_fed,5982300
711007,7,North_Coast,110,Coastal_marsh,7,Private,56666700
711008,7,North_Coast,110,Coastal_marsh,8,State_gov,17712000
713001,7,North_Coast,130,Cultivated,1,BLM,53100
713002,7,North_Coast,130,Cultivated,2,DoD,34200
713003,7,North_Coast,130,Cultivated,3,Easement,14777100
713004,7,North_Coast,130,Cultivated,4,Local_gov,4141800
713005,7,North_Coast,130,Cultivated,5,NPS,26100
713006,7,North_Coast,130,Cultivated,6,Other_fed,4258800
713007,7,North_Coast,130,Cultivated,7,Private,320084100
713008,7,North_Coast,130,Cultivated,8,State_gov,14079600
716001,7,North_Coast,160,Developed_all,1,BLM,3779100
716002,7,North_Coast,160,Developed_all,2,DoD,1736100
716003,7,North_Coast,160,Developed_all,3,Easement,29750400
716004,7,North_Coast,160,Developed_all,4,Local_gov,29296800
716005,7,North_Coast,160,Developed_all,5,NPS,16749000
716006,7,North_Coast,160,Developed_all,6,Other_fed,6110100
716007,7,North_Coast,160,Developed_all,7,Private,1072781100
716008,7,North_Coast,160,Developed_all,8,State_gov,45733500
716009,7,North_Coast,160,Developed_all,9,USFS_nonwild,1111500
800001,8,Sierra_Cascades,0,Water,1,BLM,30492000
800002,8,Sierra_Cascades,0,Water,2,DoD,22196700
800003,8,Sierra_Cascades,0,Water,3,Easement,9038700
800004,8,Sierra_Cascades,0,Water,4,Local_gov,57714300
800005,8,Sierra_Cascades,0,Water,5,NPS,87819300
800006,8,Sierra_Cascades,0,Water,6,Other_fed,180995400
800007,8,Sierra_Cascades,0,Water,7,Private,705830400
800008,8,Sierra_Cascades,0,Water,8,State_gov,53117100
800009,8,Sierra_Cascades,0,Water,9,USFS_nonwild,210987900
801003,8,Sierra_Cascades,10,Ice,3,Easement,32400
801005,8,Sierra_Cascades,10,Ice,5,NPS,12465900
801006,8,Sierra_Cascades,10,Ice,6,Other_fed,30090600
801007,8,Sierra_Cascades,10,Ice,7,Private,28800
801009,8,Sierra_Cascades,10,Ice,9,USFS_nonwild,1938600
802001,8,Sierra_Cascades,20,Barren,1,BLM,29761200
802002,8,Sierra_Cascades,20,Barren,2,DoD,945900
802003,8,Sierra_Cascades,20,Barren,3,Easement,14979600
802004,8,Sierra_Cascades,20,Barren,4,Local_gov,513900
802005,8,Sierra_Cascades,20,Barren,5,NPS,1637382600
802006,8,Sierra_Cascades,20,Barren,6,Other_fed,1525938300
802007,8,Sierra_Cascades,20,Barren,7,Private,90053100
802008,8,Sierra_Cascades,20,Barren,8,State_gov,14508900
802009,8,Sierra_Cascades,20,Barren,9,USFS_nonwild,336066300
803001,8,Sierra_Cascades,30,Sparse,1,BLM,464275800
803002,8,Sierra_Cascades,30,Sparse,2,DoD,1705500
803003,8,Sierra_Cascades,30,Sparse,3,Easement,18293400
803004,8,Sierra_Cascades,30,Sparse,4,Local_gov,4457700
803005,8,Sierra_Cascades,30,Sparse,5,NPS,611439300
803006,8,Sierra_Cascades,30,Sparse,6,Other_fed,1167786000
803007,8,Sierra_Cascades,30,Sparse,7,Private,403470900
803008,8,Sierra_Cascades,30,Sparse,8,State_gov,22841100
803009,8,Sierra_Cascades,30,Sparse,9,USFS_nonwild,831195000
804001,8,Sierra_Cascades,40,Desert,1,BLM,490063500
804002,8,Sierra_Cascades,40,Desert,2,DoD,211500
804003,8,Sierra_Cascades,40,Desert,3,Easement,17406000
804004,8,Sierra_Cascades,40,Desert,4,Local_gov,16229700
804006,8,Sierra_Cascades,40,Desert,6,Other_fed,28546200
804007,8,Sierra_Cascades,40,Desert,7,Private,245308500
804008,8,Sierra_Cascades,40,Desert,8,State_gov,5208300
804009,8,Sierra_Cascades,40,Desert,9,USFS_nonwild,46404000
805001,8,Sierra_Cascades,50,Shrubland,1,BLM,843907500
805002,8,Sierra_Cascades,50,Shrubland,2,DoD,34072200
805003,8,Sierra_Cascades,50,Shrubland,3,Easement,562073400
805004,8,Sierra_Cascades,50,Shrubland,4,Local_gov,55605600
805005,8,Sierra_Cascades,50,Shrubland,5,NPS,207780300
805006,8,Sierra_Cascades,50,Shrubland,6,Other_fed,664123500
805007,8,Sierra_Cascades,50,Shrubland,7,Private,6646917600
805008,8,Sierra_Cascades,50,Shrubland,8,State_gov,249562800
805009,8,Sierra_Cascades,50,Shrubland,9,USFS_nonwild,1810087200
806001,8,Sierra_Cascades,60,Grassland,1,BLM,116773200
806002,8,Sierra_Cascades,60,Grassland,2,DoD,3361500
806003,8,Sierra_Cascades,60,Grassland,3,Easement,96592500
806004,8,Sierra_Cascades,60,Grassland,4,Local_gov,7307100
806005,8,Sierra_Cascades,60,Grassland,5,NPS,219405600
806006,8,Sierra_Cascades,60,Grassland,6,Other_fed,232648200
806007,8,Sierra_Cascades,60,Grassland,7,Private,721080900
806008,8,Sierra_Cascades,60,Grassland,8,State_gov,50295600
806009,8,Sierra_Cascades,60,Grassland,9,USFS_nonwild,670860000
807001,8,Sierra_Cascades,70,Savanna,1,BLM,631912500
807002,8,Sierra_Cascades,70,Savanna,2,DoD,9714600
807003,8,Sierra_Cascades,70,Savanna,3,Easement,389541600
807004,8,Sierra_Cascades,70,Savanna,4,Local_gov,55661400
807005,8,Sierra_Cascades,70,Savanna,5,NPS,36456300
807006,8,Sierra_Cascades,70,Savanna,6,Other_fed,272325600
807007,8,Sierra_Cascades,70,Savanna,7,Private,7801749900
807008,8,Sierra_Cascades,70,Savanna,8,State_gov,236108700
807009,8,Sierra_Cascades,70,Savanna,9,USFS_nonwild,1691271000
808001,8,Sierra_Cascades,80,Woodland,1,BLM,875871900
808002,8,Sierra_Cascades,80,Woodland,2,DoD,9850500
808003,8,Sierra_Cascades,80,Woodland,3,Easement,298437300
808004,8,Sierra_Cascades,80,Woodland,4,Local_gov,30424500
808005,8,Sierra_Cascades,80,Woodland,5,NPS,1245281400
808006,8,Sierra_Cascades,80,Woodland,6,Other_fed,2302500600
808007,8,Sierra_Cascades,80,Woodland,7,Private,6109805700
808008,8,Sierra_Cascades,80,Woodland,8,State_gov,163734300
808009,8,Sierra_Cascades,80,Woodland,9,USFS_nonwild,8446255200
809001,8,Sierra_Cascades,90,Forest,1,BLM,299712600
809002,8,Sierra_Cascades,90,Forest,2,DoD,106200
809003,8,Sierra_Cascades,90,Forest,3,Easement,222823800
809004,8,Sierra_Cascades,90,Forest,4,Local_gov,13229100
809005,8,Sierra_Cascades,90,Forest,5,NPS,2675467800
809006,8,Sierra_Cascades,90,Forest,6,Other_fed,2990445300
809007,8,Sierra_Cascades,90,Forest,7,Private,8832979800
809008,8,Sierra_Cascades,90,Forest,8,State_gov,185508900
809009,8,Sierra_Cascades,90,Forest,9,USFS_nonwild,15082244100
810001,8,Sierra_Cascades,100,Meadow,1,BLM,1299600
810003,8,Sierra_Cascades,100,Meadow,3,Easement,4595400
810004,8,Sierra_Cascades,100,Meadow,4,Local_gov,1163700
810005,8,Sierra_Cascades,100,Meadow,5,NPS,378663300
810006,8,Sierra_Cascades,100,Meadow,6,Other_fed,332662500
810007,8,Sierra_Cascades,100,Meadow,7,Private,37485000
810008,8,Sierra_Cascades,100,Meadow,8,State_gov,318600
810009,8,Sierra_Cascades,100,Meadow,9,USFS_nonwild,66165300
811007,8,Sierra_Cascades,110,Coastal_marsh,7,Private,900
813001,8,Sierra_Cascades,130,Cultivated,1,BLM,3063600
813002,8,Sierra_Cascades,130,Cultivated,2,DoD,771300
813003,8,Sierra_Cascades,130,Cultivated,3,Easement,45913500
813004,8,Sierra_Cascades,130,Cultivated,4,Local_gov,1499400
813005,8,Sierra_Cascades,130,Cultivated,5,NPS,168300
813006,8,Sierra_Cascades,130,Cultivated,6,Other_fed,3322800
813007,8,Sierra_Cascades,130,Cultivated,7,Private,848597400
813008,8,Sierra_Cascades,130,Cultivated,8,State_gov,12273300
813009,8,Sierra_Cascades,130,Cultivated,9,USFS_nonwild,20099700
816001,8,Sierra_Cascades,160,Developed_all,1,BLM,18171900
816002,8,Sierra_Cascades,160,Developed_all,2,DoD,3585600
816003,8,Sierra_Cascades,160,Developed_all,3,Easement,29113200
816004,8,Sierra_Cascades,160,Developed_all,4,Local_gov,13394700
816005,8,Sierra_Cascades,160,Developed_all,5,NPS,25485300
816006,8,Sierra_Cascades,160,Developed_all,6,Other_fed,10743300
816007,8,Sierra_Cascades,160,Developed_all,7,Private,1216547100
816008,8,Sierra_Cascades,160,Developed_all,8,State_gov,33880500
816009,8,Sierra_Cascades,160,Developed_all,9,USFS_nonwild,170787600
900001,9,South_Coast,0,Water,1,BLM,412200
900002,9,South_Coast,0,Water,2,DoD,5787900
900003,9,South_Coast,0,Water,3,Easement,1418400
900004,9,South_Coast,0,Water,4,Local_gov,54985500
900005,9,South_Coast,0,Water,5,NPS,772200
900006,9,South_Coast,0,Water,6,Other_fed,23201100
900007,9,South_Coast,0,Water,7,Private,103950000
900008,9,South_Coast,0,Water,8,State_gov,29538000
900009,9,South_Coast,0,Water,9,USFS_nonwild,8563500
902001,9,South_Coast,20,Barren,1,BLM,211622400
902002,9,South_Coast,20,Barren,2,DoD,24210000
902003,9,South_Coast,20,Barren,3,Easement,17523900
902004,9,South_Coast,20,Barren,4,Local_gov,8806500
902005,9,South_Coast,20,Barren,5,NPS,6635700
902006,9,South_Coast,20,Barren,6,Other_fed,47031300
902007,9,South_Coast,20,Barren,7,Private,143151300
902008,9,South_Coast,20,Barren,8,State_gov,406629900
902009,9,South_Coast,20,Barren,9,USFS_nonwild,52896600
903001,9,South_Coast,30,Sparse,1,BLM,114676200
903002,9,South_Coast,30,Sparse,2,DoD,5671800
903003,9,South_Coast,30,Sparse,3,Easement,9444600
903004,9,South_Coast,30,Sparse,4,Local_gov,4331700
903005,9,South_Coast,30,Sparse,5,NPS,89170200
903006,9,South_Coast,30,Sparse,6,Other_fed,58442400
903007,9,South_Coast,30,Sparse,7,Private,86407200
903008,9,South_Coast,30,Sparse,8,State_gov,88099200
903009,9,South_Coast,30,Sparse,9,USFS_nonwild,46737900
904001,9,South_Coast,40,Desert,1,BLM,862785900
904002,9,South_Coast,40,Desert,2,DoD,344035800
904003,9,South_Coast,40,Desert,3,Easement,271014300
904004,9,South_Coast,40,Desert,4,Local_gov,255131100
904005,9,South_Coast,40,Desert,5,NPS,598289400
904006,9,South_Coast,40,Desert,6,Other_fed,264838500
904007,9,South_Coast,40,Desert,7,Private,2165188500
904008,9,South_Coast,40,Desert,8,State_gov,553689000
904009,9,South_Coast,40,Desert,9,USFS_nonwild,280233900
905001,9,South_Coast,50,Shrubland,1,BLM,438711300
905002,9,South_Coast,50,Shrubland,2,DoD,120282300
905003,9,South_Coast,50,Shrubland,3,Easement,135977400
905004,9,South_Coast,50,Shrubland,4,Local_gov,217747800
905005,9,South_Coast,50,Shrubland,5,NPS,50669100
905006,9,South_Coast,50,Shrubland,6,Other_fed,961443900
905007,9,South_Coast,50,Shrubland,7,Private,2092009500
905008,9,South_Coast,50,Shrubland,8,State_gov,510093900
905009,9,South_Coast,50,Shrubland,9,USFS_nonwild,2101870800
906001,9,South_Coast,60,Grassland,1,BLM,554211900
906002,9,South_Coast,60,Grassland,2,DoD,493178400
906003,9,South_Coast,60,Grassland,3,Easement,243738000
906004,9,South_Coast,60,Grassland,4,Local_gov,613480500
906005,9,South_Coast,60,Grassland,5,NPS,131902200
906006,9,South_Coast,60,Grassland,6,Other_fed,1467449100
906007,9,South_Coast,60,Grassland,7,Private,3982860000
906008,9,South_Coast,60,Grassland,8,State_gov,909468900
906009,9,South_Coast,60,Grassland,9,USFS_nonwild,2335488300
907001,9,South_Coast,70,Savanna,1,BLM,19186200
907002,9,South_Coast,70,Savanna,2,DoD,51400800
907003,9,South_Coast,70,Savanna,3,Easement,29228400
907004,9,South_Coast,70,Savanna,4,Local_gov,88933500
907005,9,South_Coast,70,Savanna,5,NPS,12623400
907006,9,South_Coast,70,Savanna,6,Other_fed,182783700
907007,9,South_Coast,70,Savanna,7,Private,573141600
907008,9,South_Coast,70,Savanna,8,State_gov,53008200
907009,9,South_Coast,70,Savanna,9,USFS_nonwild,311107500
908001,9,South_Coast,80,Woodland,1,BLM,54811800
908002,9,South_Coast,80,Woodland,2,DoD,54534600
908003,9,South_Coast,80,Woodland,3,Easement,50285700
908004,9,South_Coast,80,Woodland,4,Local_gov,56312100
908005,9,South_Coast,80,Woodland,5,NPS,7509600
908006,9,South_Coast,80,Woodland,6,Other_fed,794692800
908007,9,South_Coast,80,Woodland,7,Private,819886500
908008,9,South_Coast,80,Woodland,8,State_gov,72673200
908009,9,South_Coast,80,Woodland,9,USFS_nonwild,1691281800
909001,9,South_Coast,90,Forest,1,BLM,19791900
909002,9,South_Coast,90,Forest,2,DoD,1448100
909003,9,South_Coast,90,Forest,3,Easement,9724500
909004,9,South_Coast,90,Forest,4,Local_gov,7458300
909005,9,South_Coast,90,Forest,5,NPS,383400
909006,9,South_Coast,90,Forest,6,Other_fed,522311400
909007,9,South_Coast,90,Forest,7,Private,147903300
909008,9,South_Coast,90,Forest,8,State_gov,42112800
909009,9,South_Coast,90,Forest,9,USFS_nonwild,772888500
910001,9,South_Coast,100,Meadow,1,BLM,170100
910002,9,South_Coast,100,Meadow,2,DoD,7801200
910003,9,South_Coast,100,Meadow,3,Easement,622800
910004,9,South_Coast,100,Meadow,4,Local_gov,2083500
910005,9,South_Coast,100,Meadow,5,NPS,112500
910006,9,South_Coast,100,Meadow,6,Other_fed,108000
910007,9,South_Coast,100,Meadow,7,Private,16650000
910008,9,South_Coast,100,Meadow,8,State_gov,880200
910009,9,South_Coast,100,Meadow,9,USFS_nonwild,108900
911002,9,South_Coast,110,Coastal_marsh,2,DoD,3516300
911003,9,South_Coast,110,Coastal_marsh,3,Easement,521100
911004,9,South_Coast,110,Coastal_marsh,4,Local_gov,617400
911005,9,South_Coast,110,Coastal_marsh,5,NPS,57600
911006,9,South_Coast,110,Coastal_marsh,6,Other_fed,1880100
911007,9,South_Coast,110,Coastal_marsh,7,Private,1903500
911008,9,South_Coast,110,Coastal_marsh,8,State_gov,3339000
913001,9,South_Coast,130,Cultivated,1,BLM,243000
913002,9,South_Coast,130,Cultivated,2,DoD,20356200
913003,9,South_Coast,130,Cultivated,3,Easement,7212600
913004,9,South_Coast,130,Cultivated,4,Local_gov,16295400
913005,9,South_Coast,130,Cultivated,5,NPS,37800
913006,9,South_Coast,130,Cultivated,6,Other_fed,8775900
913007,9,South_Coast,130,Cultivated,7,Private,1075254300
913008,9,South_Coast,130,Cultivated,8,State_gov,16019100
913009,9,South_Coast,130,Cultivated,9,USFS_nonwild,621900
916001,9,South_Coast,160,Developed_all,1,BLM,22637700
916002,9,South_Coast,160,Developed_all,2,DoD,230760000
916003,9,South_Coast,160,Developed_all,3,Easement,28236600
916004,9,South_Coast,160,Developed_all,4,Local_gov,376876800
916005,9,South_Coast,160,Developed_all,5,NPS,6979500
916006,9,South_Coast,160,Developed_all,6,Other_fed,52312500
916007,9,South_Coast,160,Developed_all,7,Private,8812146600
916008,9,South_Coast,160,Developed_all,8,State_gov,82549800
916009,9,South_Coast,160,Developed_all,9,USFS_nonwild,182728800
