"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ac"
"2","Central_Valley","80","Woodland","8","State_gov","58","Yuba",14.9004545849465
"2","Central_Valley","90","Forest","1","BLM","3","Amador",0.22239484455144
"2","Central_Valley","90","Forest","1","BLM","54","Tulare",0.22239484455144
"2","Central_Valley","90","Forest","2","DoD","50","Stanislaus",0.88957937820576
"2","Central_Valley","90","Forest","2","DoD","54","Tulare",3.11352782372016
"2","Central_Valley","90","Forest","3","Easement","4","Butte",614.69935034018
"2","Central_Valley","90","Forest","3","Easement","6","Colusa",661.624662540534
"2","Central_Valley","90","Forest","3","Easement","10","Fresno",2386.96386657061
"2","Central_Valley","90","Forest","3","Easement","11","Glenn",140.331146911959
"2","Central_Valley","90","Forest","3","Easement","15","Kern",10199.4723608181
"2","Central_Valley","90","Forest","3","Easement","16","Kings",100.744864581802
"2","Central_Valley","90","Forest","3","Easement","24","Merced",14343.1331045006
"2","Central_Valley","90","Forest","3","Easement","31","Placer",148.114966471259
"2","Central_Valley","90","Forest","3","Easement","34","Sacramento",339.152137940946
"2","Central_Valley","90","Forest","3","Easement","39","San Joaquin",2.66873813461728
"2","Central_Valley","90","Forest","3","Easement","48","Solano",191.48196115879
"2","Central_Valley","90","Forest","3","Easement","50","Stanislaus",1514.0641017062
"2","Central_Valley","90","Forest","3","Easement","51","Sutter",607.137925625431
"2","Central_Valley","90","Forest","3","Easement","52","Tehama",398.753956280732
"2","Central_Valley","90","Forest","3","Easement","54","Tulare",1665.51499084573
"2","Central_Valley","90","Forest","3","Easement","57","Yolo",220.615685795028
"2","Central_Valley","90","Forest","3","Easement","58","Yuba",13.3436906730864
"2","Central_Valley","90","Forest","4","Local_gov","3","Amador",0.22239484455144
"2","Central_Valley","90","Forest","4","Local_gov","5","Calaveras",0.66718453365432
"2","Central_Valley","90","Forest","4","Local_gov","50","Stanislaus",0.44478968910288
"2","Central_Valley","90","Forest","6","Other_fed","4","Butte",0.22239484455144
"2","Central_Valley","90","Forest","6","Other_fed","11","Glenn",0.66718453365432
"2","Central_Valley","90","Forest","6","Other_fed","15","Kern",2.66873813461728
"2","Central_Valley","90","Forest","6","Other_fed","24","Merced",18.4587720977695
"2","Central_Valley","90","Forest","6","Other_fed","50","Stanislaus",12.4541112948806
"2","Central_Valley","90","Forest","6","Other_fed","51","Sutter",1.1119742227572
"2","Central_Valley","90","Forest","6","Other_fed","54","Tulare",0.66718453365432
"2","Central_Valley","90","Forest","7","Private","3","Amador",72.5007193237694
"2","Central_Valley","90","Forest","7","Private","4","Butte",30.9128833926502
"2","Central_Valley","90","Forest","7","Private","5","Calaveras",11.119742227572
"2","Central_Valley","90","Forest","7","Private","6","Colusa",8.8957937820576
"2","Central_Valley","90","Forest","7","Private","10","Fresno",30.6904885480987
"2","Central_Valley","90","Forest","7","Private","11","Glenn",5.33747626923456
"2","Central_Valley","90","Forest","7","Private","15","Kern",82.2860924840328
"2","Central_Valley","90","Forest","7","Private","16","Kings",0.22239484455144
"2","Central_Valley","90","Forest","7","Private","20","Madera",89.6251223542303
"2","Central_Valley","90","Forest","7","Private","24","Merced",426.33091700511
"2","Central_Valley","90","Forest","7","Private","31","Placer",68.9424018109464
"2","Central_Valley","90","Forest","7","Private","34","Sacramento",65.1616894535719
"2","Central_Valley","90","Forest","7","Private","39","San Joaquin",1.33436906730864
"2","Central_Valley","90","Forest","7","Private","48","Solano",2.89113297916872
"2","Central_Valley","90","Forest","7","Private","50","Stanislaus",62.2705564744032
"2","Central_Valley","90","Forest","7","Private","51","Sutter",3.3359226682716
"2","Central_Valley","90","Forest","7","Private","52","Tehama",17.5691927195638
"2","Central_Valley","90","Forest","7","Private","54","Tulare",103.858392405522
"2","Central_Valley","90","Forest","7","Private","57","Yolo",3.78071235737448
"2","Central_Valley","90","Forest","7","Private","58","Yuba",1.33436906730864
"2","Central_Valley","90","Forest","8","State_gov","3","Amador",0.22239484455144
"2","Central_Valley","90","Forest","8","State_gov","4","Butte",2.00155360096296
"2","Central_Valley","90","Forest","8","State_gov","11","Glenn",0.22239484455144
"2","Central_Valley","90","Forest","8","State_gov","15","Kern",5.11508142468312
"2","Central_Valley","90","Forest","8","State_gov","24","Merced",21.7946947660411
"2","Central_Valley","90","Forest","8","State_gov","34","Sacramento",0.66718453365432
"2","Central_Valley","90","Forest","8","State_gov","51","Sutter",0.22239484455144
"2","Central_Valley","90","Forest","8","State_gov","52","Tehama",0.44478968910288
"2","Central_Valley","100","Meadow","1","BLM","15","Kern",0.22239484455144
"2","Central_Valley","100","Meadow","7","Private","15","Kern",37.8071235737448
"2","Central_Valley","100","Meadow","7","Private","50","Stanislaus",0.22239484455144
"2","Central_Valley","100","Meadow","8","State_gov","15","Kern",0.22239484455144
"2","Central_Valley","110","Coastal_marsh","1","BLM","34","Sacramento",51.1508142468312
"2","Central_Valley","110","Coastal_marsh","2","DoD","48","Solano",0.88957937820576
"2","Central_Valley","110","Coastal_marsh","2","DoD","58","Yuba",0.66718453365432
"2","Central_Valley","110","Coastal_marsh","3","Easement","4","Butte",16.4572184968066
"2","Central_Valley","110","Coastal_marsh","3","Easement","6","Colusa",10.8973473830206
"2","Central_Valley","110","Coastal_marsh","3","Easement","11","Glenn",0.88957937820576
"2","Central_Valley","110","Coastal_marsh","3","Easement","24","Merced",218.169342504963
"2","Central_Valley","110","Coastal_marsh","3","Easement","34","Sacramento",100.300074892699
"2","Central_Valley","110","Coastal_marsh","3","Easement","48","Solano",185.032510666798
"2","Central_Valley","110","Coastal_marsh","3","Easement","50","Stanislaus",4.89268658013168
"2","Central_Valley","110","Coastal_marsh","3","Easement","51","Sutter",17.7915875641152
"2","Central_Valley","110","Coastal_marsh","3","Easement","57","Yolo",1.77915875641152
"2","Central_Valley","110","Coastal_marsh","3","Easement","58","Yuba",7.56142471474896
"2","Central_Valley","110","Coastal_marsh","4","Local_gov","34","Sacramento",22.6842741442469
"2","Central_Valley","110","Coastal_marsh","4","Local_gov","48","Solano",1.77915875641152
"2","Central_Valley","110","Coastal_marsh","4","Local_gov","50","Stanislaus",0.66718453365432
"2","Central_Valley","110","Coastal_marsh","6","Other_fed","6","Colusa",6.00466080288888
"2","Central_Valley","110","Coastal_marsh","6","Other_fed","11","Glenn",2.00155360096296
"2","Central_Valley","110","Coastal_marsh","6","Other_fed","24","Merced",112.087001653926
"2","Central_Valley","110","Coastal_marsh","6","Other_fed","34","Sacramento",1.77915875641152
"2","Central_Valley","110","Coastal_marsh","6","Other_fed","50","Stanislaus",1.1119742227572
"2","Central_Valley","110","Coastal_marsh","6","Other_fed","51","Sutter",1.33436906730864
"2","Central_Valley","110","Coastal_marsh","7","Private","4","Butte",8.00621440385184
"2","Central_Valley","110","Coastal_marsh","7","Private","5","Calaveras",0.22239484455144
"2","Central_Valley","110","Coastal_marsh","7","Private","6","Colusa",0.44478968910288
"2","Central_Valley","110","Coastal_marsh","7","Private","15","Kern",0.44478968910288
"2","Central_Valley","110","Coastal_marsh","7","Private","24","Merced",34.4712009054732
"2","Central_Valley","110","Coastal_marsh","7","Private","31","Placer",0.66718453365432
"2","Central_Valley","110","Coastal_marsh","7","Private","34","Sacramento",153.007653051391
"2","Central_Valley","110","Coastal_marsh","7","Private","39","San Joaquin",11.7869267612263
"2","Central_Valley","110","Coastal_marsh","7","Private","48","Solano",676.969906814583
"2","Central_Valley","110","Coastal_marsh","7","Private","50","Stanislaus",20.9051153878354
"2","Central_Valley","110","Coastal_marsh","7","Private","51","Sutter",2.2239484455144
"2","Central_Valley","110","Coastal_marsh","7","Private","52","Tehama",0.66718453365432
"2","Central_Valley","110","Coastal_marsh","7","Private","57","Yolo",0.88957937820576
"2","Central_Valley","110","Coastal_marsh","7","Private","58","Yuba",9.34058347116048
"2","Central_Valley","110","Coastal_marsh","8","State_gov","4","Butte",12.0093216057778
"2","Central_Valley","110","Coastal_marsh","8","State_gov","6","Colusa",0.22239484455144
"2","Central_Valley","110","Coastal_marsh","8","State_gov","24","Merced",38.2519132628477
"2","Central_Valley","110","Coastal_marsh","8","State_gov","34","Sacramento",18.681166942321
"2","Central_Valley","110","Coastal_marsh","8","State_gov","48","Solano",31.5800679263045
"2","Central_Valley","110","Coastal_marsh","8","State_gov","50","Stanislaus",4.22550204647736
"2","Central_Valley","110","Coastal_marsh","8","State_gov","52","Tehama",0.22239484455144
"2","Central_Valley","110","Coastal_marsh","8","State_gov","57","Yolo",0.44478968910288
"2","Central_Valley","110","Coastal_marsh","8","State_gov","58","Yuba",0.44478968910288
"2","Central_Valley","130","Cultivated","1","BLM","3","Amador",0.66718453365432
"2","Central_Valley","130","Cultivated","1","BLM","10","Fresno",153.007653051391
"2","Central_Valley","130","Cultivated","1","BLM","11","Glenn",40.2534668638106
"2","Central_Valley","130","Cultivated","1","BLM","15","Kern",502.612348686254
"2","Central_Valley","130","Cultivated","1","BLM","16","Kings",1263.64750674128
"2","Central_Valley","130","Cultivated","1","BLM","34","Sacramento",145.891018025745
"2","Central_Valley","130","Cultivated","1","BLM","52","Tehama",34.4712009054732
"2","Central_Valley","130","Cultivated","1","BLM","54","Tulare",4808.62132889123
"2","Central_Valley","130","Cultivated","1","BLM","58","Yuba",15.7900339631522
"2","Central_Valley","130","Cultivated","2","DoD","10","Fresno",2818.18747015585
"2","Central_Valley","130","Cultivated","2","DoD","16","Kings",12095.3884106192
"2","Central_Valley","130","Cultivated","2","DoD","20","Madera",15.3452442740494
"2","Central_Valley","130","Cultivated","2","DoD","24","Merced",2.2239484455144
"2","Central_Valley","130","Cultivated","2","DoD","31","Placer",218.169342504963
"2","Central_Valley","130","Cultivated","2","DoD","39","San Joaquin",184.587720977695
"2","Central_Valley","130","Cultivated","2","DoD","48","Solano",359.83485848423
"2","Central_Valley","130","Cultivated","2","DoD","50","Stanislaus",215.722999214897
"2","Central_Valley","130","Cultivated","2","DoD","52","Tehama",9.78537316026336
"2","Central_Valley","130","Cultivated","2","DoD","54","Tulare",50.2612348686254
"2","Central_Valley","130","Cultivated","2","DoD","57","Yolo",207.271995121942
"2","Central_Valley","130","Cultivated","2","DoD","58","Yuba",4910.25577285124
"2","Central_Valley","130","Cultivated","3","Easement","4","Butte",18626.6802054059
"2","Central_Valley","130","Cultivated","3","Easement","5","Calaveras",69.6095863446007
"2","Central_Valley","130","Cultivated","3","Easement","6","Colusa",9882.78210217689
"2","Central_Valley","130","Cultivated","3","Easement","10","Fresno",4775.26210220852
"2","Central_Valley","130","Cultivated","3","Easement","11","Glenn",4037.80079767594
"2","Central_Valley","130","Cultivated","3","Easement","15","Kern",12473.9044360457
"2","Central_Valley","130","Cultivated","3","Easement","16","Kings",1620.81362709089
"2","Central_Valley","130","Cultivated","3","Easement","20","Madera",712.775476787365
"2","Central_Valley","130","Cultivated","3","Easement","22","Mariposa",11.7869267612263
"2","Central_Valley","130","Cultivated","3","Easement","24","Merced",15506.03574666
"2","Central_Valley","130","Cultivated","3","Easement","31","Placer",1033.91363231964
"2","Central_Valley","130","Cultivated","3","Easement","34","Sacramento",5170.01295128733
"2","Central_Valley","130","Cultivated","3","Easement","39","San Joaquin",1285.88699119643
"2","Central_Valley","130","Cultivated","3","Easement","48","Solano",6466.79728986677
"2","Central_Valley","130","Cultivated","3","Easement","50","Stanislaus",7365.05006701004
"2","Central_Valley","130","Cultivated","3","Easement","51","Sutter",8659.61045714397
"2","Central_Valley","130","Cultivated","3","Easement","52","Tehama",1702.87732473038
"2","Central_Valley","130","Cultivated","3","Easement","54","Tulare",6413.64492201898
"2","Central_Valley","130","Cultivated","3","Easement","57","Yolo",15968.8394181716
"2","Central_Valley","130","Cultivated","3","Easement","58","Yuba",1423.99418966287
"2","Central_Valley","130","Cultivated","4","Local_gov","3","Amador",107.416709918346
"2","Central_Valley","130","Cultivated","4","Local_gov","4","Butte",674.96835321362
"2","Central_Valley","130","Cultivated","4","Local_gov","5","Calaveras",91.1818862660904
"2","Central_Valley","130","Cultivated","4","Local_gov","6","Colusa",12.4541112948806
"2","Central_Valley","130","Cultivated","4","Local_gov","10","Fresno",1125.98509796394
"2","Central_Valley","130","Cultivated","4","Local_gov","11","Glenn",1.1119742227572
"2","Central_Valley","130","Cultivated","4","Local_gov","15","Kern",3260.53081596866
"2","Central_Valley","130","Cultivated","4","Local_gov","16","Kings",235.960930069078
"2","Central_Valley","130","Cultivated","4","Local_gov","20","Madera",283.998216492189
"2","Central_Valley","130","Cultivated","4","Local_gov","24","Merced",277.326371155646
"2","Central_Valley","130","Cultivated","4","Local_gov","31","Placer",285.554980404049
"2","Central_Valley","130","Cultivated","4","Local_gov","34","Sacramento",5363.71886089163
"2","Central_Valley","130","Cultivated","4","Local_gov","39","San Joaquin",678.304275881892
"2","Central_Valley","130","Cultivated","4","Local_gov","48","Solano",305.125726724576
"2","Central_Valley","130","Cultivated","4","Local_gov","50","Stanislaus",1304.56815813875
"2","Central_Valley","130","Cultivated","4","Local_gov","51","Sutter",2274.20968038303
"2","Central_Valley","130","Cultivated","4","Local_gov","52","Tehama",6.00466080288888
"2","Central_Valley","130","Cultivated","4","Local_gov","54","Tulare",696.095863446007
"2","Central_Valley","130","Cultivated","4","Local_gov","57","Yolo",1764.70309151568
"2","Central_Valley","130","Cultivated","4","Local_gov","58","Yuba",919.825077064756
"2","Central_Valley","130","Cultivated","6","Other_fed","1","Alameda",23.3514586779012
"2","Central_Valley","130","Cultivated","6","Other_fed","4","Butte",2920.04430896041
"2","Central_Valley","130","Cultivated","6","Other_fed","6","Colusa",9602.34220319752
"2","Central_Valley","130","Cultivated","6","Other_fed","10","Fresno",644.722654354625
"2","Central_Valley","130","Cultivated","6","Other_fed","11","Glenn",8757.4641887466
"2","Central_Valley","130","Cultivated","6","Other_fed","15","Kern",3973.08389791148
"2","Central_Valley","130","Cultivated","6","Other_fed","16","Kings",1190.70199772841
"2","Central_Valley","130","Cultivated","6","Other_fed","20","Madera",203.046493075465
"2","Central_Valley","130","Cultivated","6","Other_fed","24","Merced",8532.84539574965
"2","Central_Valley","130","Cultivated","6","Other_fed","31","Placer",1.33436906730864
"2","Central_Valley","130","Cultivated","6","Other_fed","34","Sacramento",371.176995556353
"2","Central_Valley","130","Cultivated","6","Other_fed","39","San Joaquin",35.8055699727818
"2","Central_Valley","130","Cultivated","6","Other_fed","48","Solano",27.3545658798271
"2","Central_Valley","130","Cultivated","6","Other_fed","50","Stanislaus",2894.91369152609
"2","Central_Valley","130","Cultivated","6","Other_fed","51","Sutter",2327.13965338627
"2","Central_Valley","130","Cultivated","6","Other_fed","52","Tehama",3225.17003568498
"2","Central_Valley","130","Cultivated","6","Other_fed","54","Tulare",3195.36912651509
"2","Central_Valley","130","Cultivated","6","Other_fed","57","Yolo",54.2643420705514
"2","Central_Valley","130","Cultivated","6","Other_fed","58","Yuba",0.22239484455144
"2","Central_Valley","130","Cultivated","7","Private","1","Alameda",209.495943567456
"2","Central_Valley","130","Cultivated","7","Private","3","Amador",4904.91829658201
"2","Central_Valley","130","Cultivated","7","Private","4","Butte",250890.073588971
"2","Central_Valley","130","Cultivated","7","Private","5","Calaveras",949.8483810792
"2","Central_Valley","130","Cultivated","7","Private","6","Colusa",298295.091469023
"2","Central_Valley","130","Cultivated","7","Private","10","Fresno",1249980.00917453
"2","Central_Valley","130","Cultivated","7","Private","11","Glenn",255972.462971505
"2","Central_Valley","130","Cultivated","7","Private","15","Kern",973646.85339465
"2","Central_Valley","130","Cultivated","7","Private","16","Kings",563234.514572842
"2","Central_Valley","130","Cultivated","7","Private","20","Madera",371837.95303436
"2","Central_Valley","130","Cultivated","7","Private","22","Mariposa",91.1818862660904
"2","Central_Valley","130","Cultivated","7","Private","24","Merced",559280.334236718
"2","Central_Valley","130","Cultivated","7","Private","31","Placer",64511.8517177926
"2","Central_Valley","130","Cultivated","7","Private","34","Sacramento",128121.225156395
"2","Central_Valley","130","Cultivated","7","Private","39","San Joaquin",341298.248190867
"2","Central_Valley","130","Cultivated","7","Private","48","Solano",131559.004663472
"2","Central_Valley","130","Cultivated","7","Private","50","Stanislaus",391041.080676843
"2","Central_Valley","130","Cultivated","7","Private","51","Sutter",291941.937944722
"2","Central_Valley","130","Cultivated","7","Private","52","Tehama",98915.4445905222
"2","Central_Valley","130","Cultivated","7","Private","54","Tulare",753068.529933506
"2","Central_Valley","130","Cultivated","7","Private","57","Yolo",258378.997584397
"2","Central_Valley","130","Cultivated","7","Private","58","Yuba",108688.363639491
"2","Central_Valley","130","Cultivated","8","State_gov","4","Butte",16293.5358912167
"2","Central_Valley","130","Cultivated","8","State_gov","6","Colusa",2149.22377774512
"2","Central_Valley","130","Cultivated","8","State_gov","10","Fresno",9566.98142291384
"2","Central_Valley","130","Cultivated","8","State_gov","11","Glenn",5039.46717753563
"2","Central_Valley","130","Cultivated","8","State_gov","15","Kern",3957.07146910377
"2","Central_Valley","130","Cultivated","8","State_gov","20","Madera",62.0481616298518
"2","Central_Valley","130","Cultivated","8","State_gov","24","Merced",4835.53110508196
"2","Central_Valley","130","Cultivated","8","State_gov","34","Sacramento",3653.05771660195
"2","Central_Valley","130","Cultivated","8","State_gov","39","San Joaquin",205.048046676428
"2","Central_Valley","130","Cultivated","8","State_gov","48","Solano",182.586167376732
"2","Central_Valley","130","Cultivated","8","State_gov","50","Stanislaus",319.358996775868
"2","Central_Valley","130","Cultivated","8","State_gov","51","Sutter",3860.774501413
"2","Central_Valley","130","Cultivated","8","State_gov","52","Tehama",1353.49502394006
"2","Central_Valley","130","Cultivated","8","State_gov","54","Tulare",2102.96565007842
"2","Central_Valley","130","Cultivated","8","State_gov","57","Yolo",4058.92830790833
"2","Central_Valley","130","Cultivated","8","State_gov","58","Yuba",733.6805921752
"2","Central_Valley","160","Developed_all","1","BLM","3","Amador",1.55676391186008
"2","Central_Valley","160","Developed_all","1","BLM","10","Fresno",220.83808063958
"2","Central_Valley","160","Developed_all","1","BLM","11","Glenn",0.66718453365432
"2","Central_Valley","160","Developed_all","1","BLM","15","Kern",4287.10541841811
"2","Central_Valley","160","Developed_all","1","BLM","16","Kings",65.1616894535719
"2","Central_Valley","160","Developed_all","1","BLM","34","Sacramento",9.56297831571192
"2","Central_Valley","160","Developed_all","1","BLM","52","Tehama",0.22239484455144
"2","Central_Valley","160","Developed_all","1","BLM","54","Tulare",112.531791343029
"2","Central_Valley","160","Developed_all","1","BLM","58","Yuba",11.5645319166749
"2","Central_Valley","160","Developed_all","2","DoD","10","Fresno",124.318718104255
"2","Central_Valley","160","Developed_all","2","DoD","16","Kings",2865.77996688986
"2","Central_Valley","160","Developed_all","2","DoD","20","Madera",2.89113297916872
"2","Central_Valley","160","Developed_all","2","DoD","24","Merced",0.44478968910288
"2","Central_Valley","160","Developed_all","2","DoD","31","Placer",0.44478968910288
"2","Central_Valley","160","Developed_all","2","DoD","34","Sacramento",31.8024627708559
"2","Central_Valley","160","Developed_all","2","DoD","39","San Joaquin",707.660395362682
"2","Central_Valley","160","Developed_all","2","DoD","48","Solano",1716.88819993712
"2","Central_Valley","160","Developed_all","2","DoD","50","Stanislaus",27.79935556893
"2","Central_Valley","160","Developed_all","2","DoD","52","Tehama",27.3545658798271
"2","Central_Valley","160","Developed_all","2","DoD","54","Tulare",144.556648958436
"2","Central_Valley","160","Developed_all","2","DoD","57","Yolo",6.44945049199176
"2","Central_Valley","160","Developed_all","2","DoD","58","Yuba",2758.58565181606
"2","Central_Valley","160","Developed_all","3","Easement","4","Butte",415.211174777538
"2","Central_Valley","160","Developed_all","3","Easement","5","Calaveras",2.00155360096296
"2","Central_Valley","160","Developed_all","3","Easement","6","Colusa",394.083664545152
"2","Central_Valley","160","Developed_all","3","Easement","10","Fresno",439.897002522748
"2","Central_Valley","160","Developed_all","3","Easement","11","Glenn",174.135163283778
"2","Central_Valley","160","Developed_all","3","Easement","15","Kern",5219.6070016223
"2","Central_Valley","160","Developed_all","3","Easement","16","Kings",103.191207871868
"2","Central_Valley","160","Developed_all","3","Easement","20","Madera",77.3934059039011
"2","Central_Valley","160","Developed_all","3","Easement","24","Merced",4098.95937992759
"2","Central_Valley","160","Developed_all","3","Easement","31","Placer",104.747971783728
"2","Central_Valley","160","Developed_all","3","Easement","34","Sacramento",564.438115471555
"2","Central_Valley","160","Developed_all","3","Easement","39","San Joaquin",152.785258206839
"2","Central_Valley","160","Developed_all","3","Easement","48","Solano",323.806893666897
"2","Central_Valley","160","Developed_all","3","Easement","50","Stanislaus",553.318373243983
"2","Central_Valley","160","Developed_all","3","Easement","51","Sutter",248.415041363958
"2","Central_Valley","160","Developed_all","3","Easement","52","Tehama",420.771045891324
"2","Central_Valley","160","Developed_all","3","Easement","54","Tulare",305.348121569127
"2","Central_Valley","160","Developed_all","3","Easement","57","Yolo",378.516025426551
"2","Central_Valley","160","Developed_all","3","Easement","58","Yuba",40.920651397465
"2","Central_Valley","160","Developed_all","4","Local_gov","3","Amador",152.562863362288
"2","Central_Valley","160","Developed_all","4","Local_gov","4","Butte",582.22970303567
"2","Central_Valley","160","Developed_all","4","Local_gov","5","Calaveras",140.55354175651
"2","Central_Valley","160","Developed_all","4","Local_gov","6","Colusa",32.0248576154074
"2","Central_Valley","160","Developed_all","4","Local_gov","10","Fresno",1474.2554245315
"2","Central_Valley","160","Developed_all","4","Local_gov","11","Glenn",63.160135852609
"2","Central_Valley","160","Developed_all","4","Local_gov","15","Kern",2035.80240702388
"2","Central_Valley","160","Developed_all","4","Local_gov","16","Kings",305.348121569127
"2","Central_Valley","160","Developed_all","4","Local_gov","20","Madera",177.026296262946
"2","Central_Valley","160","Developed_all","4","Local_gov","24","Merced",494.1613445933
"2","Central_Valley","160","Developed_all","4","Local_gov","31","Placer",2819.2994443786
"2","Central_Valley","160","Developed_all","4","Local_gov","34","Sacramento",7229.61160667821
"2","Central_Valley","160","Developed_all","4","Local_gov","39","San Joaquin",1174.91196376526
"2","Central_Valley","160","Developed_all","4","Local_gov","48","Solano",356.498935815958
"2","Central_Valley","160","Developed_all","4","Local_gov","50","Stanislaus",2079.61419140052
"2","Central_Valley","160","Developed_all","4","Local_gov","51","Sutter",151.673283984082
"2","Central_Valley","160","Developed_all","4","Local_gov","52","Tehama",12.4541112948806
"2","Central_Valley","160","Developed_all","4","Local_gov","54","Tulare",971.198286156138
"2","Central_Valley","160","Developed_all","4","Local_gov","57","Yolo",677.414696503686
"2","Central_Valley","160","Developed_all","4","Local_gov","58","Yuba",448.125611771152
"2","Central_Valley","160","Developed_all","6","Other_fed","1","Alameda",20.9051153878354
"2","Central_Valley","160","Developed_all","6","Other_fed","3","Amador",0.22239484455144
"2","Central_Valley","160","Developed_all","6","Other_fed","4","Butte",96.2969676907735
"2","Central_Valley","160","Developed_all","6","Other_fed","6","Colusa",474.368203428221
"2","Central_Valley","160","Developed_all","6","Other_fed","10","Fresno",472.58904467181
"2","Central_Valley","160","Developed_all","6","Other_fed","11","Glenn",616.478509096592
"2","Central_Valley","160","Developed_all","6","Other_fed","15","Kern",842.876460849958
"2","Central_Valley","160","Developed_all","6","Other_fed","16","Kings",114.31095009944
"2","Central_Valley","160","Developed_all","6","Other_fed","20","Madera",346.713562655695
"2","Central_Valley","160","Developed_all","6","Other_fed","24","Merced",2400.08516239914
"2","Central_Valley","160","Developed_all","6","Other_fed","31","Placer",2.66873813461728
"2","Central_Valley","160","Developed_all","6","Other_fed","34","Sacramento",494.606134282403
"2","Central_Valley","160","Developed_all","6","Other_fed","39","San Joaquin",3.11352782372016
"2","Central_Valley","160","Developed_all","6","Other_fed","48","Solano",7.11663502564608
"2","Central_Valley","160","Developed_all","6","Other_fed","50","Stanislaus",108.528684141103
"2","Central_Valley","160","Developed_all","6","Other_fed","51","Sutter",51.3732090913826
"2","Central_Valley","160","Developed_all","6","Other_fed","52","Tehama",156.343575719662
"2","Central_Valley","160","Developed_all","6","Other_fed","54","Tulare",775.046033261768
"2","Central_Valley","160","Developed_all","6","Other_fed","57","Yolo",29.1337246362386
"2","Central_Valley","160","Developed_all","6","Other_fed","58","Yuba",1.55676391186008
"2","Central_Valley","160","Developed_all","7","Private","1","Alameda",352.495828614032
"2","Central_Valley","160","Developed_all","7","Private","3","Amador",3790.27533569019
"2","Central_Valley","160","Developed_all","7","Private","4","Butte",39158.1722543948
"2","Central_Valley","160","Developed_all","7","Private","5","Calaveras",3204.4873151417
"2","Central_Valley","160","Developed_all","7","Private","6","Colusa",19525.6001670828
"2","Central_Valley","160","Developed_all","7","Private","10","Fresno",193046.731285054
"2","Central_Valley","160","Developed_all","7","Private","11","Glenn",20421.6289957805
"2","Central_Valley","160","Developed_all","7","Private","15","Kern",215220.164471366
"2","Central_Valley","160","Developed_all","7","Private","16","Kings",43626.3070762778
"2","Central_Valley","160","Developed_all","7","Private","20","Madera",45625.4143339507
"2","Central_Valley","160","Developed_all","7","Private","22","Mariposa",137.884803621893
"2","Central_Valley","160","Developed_all","7","Private","24","Merced",70340.8205934858
"2","Central_Valley","160","Developed_all","7","Private","31","Placer",34776.9938167314
"2","Central_Valley","160","Developed_all","7","Private","34","Sacramento",177474.644269562
"2","Central_Valley","160","Developed_all","7","Private","35","San Benito",61.158582251646
"2","Central_Valley","160","Developed_all","7","Private","39","San Joaquin",78184.9091556597
"2","Central_Valley","160","Developed_all","7","Private","40","San Luis Obispo",62.4929513189546
"2","Central_Valley","160","Developed_all","7","Private","48","Solano",22610.6614507004
"2","Central_Valley","160","Developed_all","7","Private","50","Stanislaus",92584.3081558318
"2","Central_Valley","160","Developed_all","7","Private","51","Sutter",31767.5467802613
"2","Central_Valley","160","Developed_all","7","Private","52","Tehama",16935.3674125922
"2","Central_Valley","160","Developed_all","7","Private","54","Tulare",93491.011937068
"2","Central_Valley","160","Developed_all","7","Private","57","Yolo",33084.3466548504
"2","Central_Valley","160","Developed_all","7","Private","58","Yuba",15130.4108542127
"2","Central_Valley","160","Developed_all","8","State_gov","4","Butte",1152.67247931011
"2","Central_Valley","160","Developed_all","8","State_gov","6","Colusa",89.8475171987817
"2","Central_Valley","160","Developed_all","8","State_gov","10","Fresno",1283.66304275091
"2","Central_Valley","160","Developed_all","8","State_gov","11","Glenn",136.772829399136
"2","Central_Valley","160","Developed_all","8","State_gov","15","Kern",698.09741704697
"2","Central_Valley","160","Developed_all","8","State_gov","20","Madera",10.0077680048148
"2","Central_Valley","160","Developed_all","8","State_gov","24","Merced",844.433224761818
"2","Central_Valley","160","Developed_all","8","State_gov","34","Sacramento",795.283964115949
"2","Central_Valley","160","Developed_all","8","State_gov","39","San Joaquin",10.2301628493662
"2","Central_Valley","160","Developed_all","8","State_gov","48","Solano",38.6967029519506
"2","Central_Valley","160","Developed_all","8","State_gov","50","Stanislaus",117.42447792316
"2","Central_Valley","160","Developed_all","8","State_gov","51","Sutter",662.736636763291
"2","Central_Valley","160","Developed_all","8","State_gov","52","Tehama",230.17866411074
"2","Central_Valley","160","Developed_all","8","State_gov","54","Tulare",196.15225289437
"2","Central_Valley","160","Developed_all","8","State_gov","57","Yolo",263.982680482559
"2","Central_Valley","160","Developed_all","8","State_gov","58","Yuba",56.9330802051686
"3","Delta","0","Water","1","BLM","34","Sacramento",57.8226595833744
"3","Delta","0","Water","2","DoD","7","Contra Costa",184.142931288592
"3","Delta","0","Water","2","DoD","34","Sacramento",6.6718453365432
"3","Delta","0","Water","2","DoD","39","San Joaquin",129.433799528938
"3","Delta","0","Water","2","DoD","48","Solano",1309.01605502978
"3","Delta","0","Water","2","DoD","57","Yolo",545.534553684682
"3","Delta","0","Water","3","Easement","7","Contra Costa",153.897232429596
"3","Delta","0","Water","3","Easement","34","Sacramento",139.663962378304
"3","Delta","0","Water","3","Easement","39","San Joaquin",180.584613775769
"3","Delta","0","Water","3","Easement","48","Solano",199.932965251745
