"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ac"
"4","Deserts","80","Woodland","3","Easement","19","Los Angeles",197.70901680623
"4","Deserts","80","Woodland","4","Local_gov","13","Imperial",0.44478968910288
"4","Deserts","80","Woodland","4","Local_gov","14","Inyo",178.138270485703
"4","Deserts","80","Woodland","4","Local_gov","19","Los Angeles",1.55676391186008
"4","Deserts","80","Woodland","5","NPS","14","Inyo",72014.7865884245
"4","Deserts","80","Woodland","5","NPS","33","Riverside",80.0621440385184
"4","Deserts","80","Woodland","5","NPS","36","San Bernardino",20497.9104274617
"4","Deserts","80","Woodland","6","Other_fed","13","Imperial",5.559871113786
"4","Deserts","80","Woodland","6","Other_fed","14","Inyo",31691.7101382693
"4","Deserts","80","Woodland","6","Other_fed","15","Kern",1.55676391186008
"4","Deserts","80","Woodland","6","Other_fed","19","Los Angeles",1.77915875641152
"4","Deserts","80","Woodland","6","Other_fed","26","Mono",0.22239484455144
"4","Deserts","80","Woodland","6","Other_fed","33","Riverside",18.681166942321
"4","Deserts","80","Woodland","6","Other_fed","36","San Bernardino",15.5676391186008
"4","Deserts","80","Woodland","7","Private","13","Imperial",12.2317164503292
"4","Deserts","80","Woodland","7","Private","14","Inyo",2113.19581292778
"4","Deserts","80","Woodland","7","Private","15","Kern",1649.72495688258
"4","Deserts","80","Woodland","7","Private","19","Los Angeles",1163.56982669313
"4","Deserts","80","Woodland","7","Private","33","Riverside",7.11663502564608
"4","Deserts","80","Woodland","7","Private","36","San Bernardino",977.64773664813
"4","Deserts","80","Woodland","8","State_gov","13","Imperial",1.1119742227572
"4","Deserts","80","Woodland","8","State_gov","14","Inyo",640.274757463596
"4","Deserts","80","Woodland","8","State_gov","36","San Bernardino",1774.93325436504
"4","Deserts","80","Woodland","9","USFS_nonwild","14","Inyo",30680.925569783
"4","Deserts","80","Woodland","9","USFS_nonwild","19","Los Angeles",265.984234083522
"4","Deserts","80","Woodland","9","USFS_nonwild","36","San Bernardino",426.998101538765
"4","Deserts","90","Forest","1","BLM","14","Inyo",516.845618737546
"4","Deserts","90","Forest","1","BLM","15","Kern",15.7900339631522
"4","Deserts","90","Forest","1","BLM","36","San Bernardino",0.22239484455144
"4","Deserts","90","Forest","2","DoD","36","San Bernardino",0.88957937820576
"4","Deserts","90","Forest","3","Easement","19","Los Angeles",127.432245927975
"4","Deserts","90","Forest","4","Local_gov","14","Inyo",12.4541112948806
"4","Deserts","90","Forest","5","NPS","14","Inyo",525.07422798595
"4","Deserts","90","Forest","5","NPS","36","San Bernardino",2.89113297916872
"4","Deserts","90","Forest","6","Other_fed","14","Inyo",2861.55446484338
"4","Deserts","90","Forest","6","Other_fed","19","Los Angeles",0.22239484455144
"4","Deserts","90","Forest","7","Private","14","Inyo",26.9097761907242
"4","Deserts","90","Forest","7","Private","15","Kern",287.33413916046
"4","Deserts","90","Forest","7","Private","19","Los Angeles",481.262443609316
"4","Deserts","90","Forest","7","Private","33","Riverside",8.00621440385184
"4","Deserts","90","Forest","7","Private","36","San Bernardino",16.679613341358
"4","Deserts","90","Forest","8","State_gov","36","San Bernardino",2.00155360096296
"4","Deserts","90","Forest","9","USFS_nonwild","14","Inyo",358.722884261473
"4","Deserts","90","Forest","9","USFS_nonwild","19","Los Angeles",20.6827205432839
"4","Deserts","90","Forest","9","USFS_nonwild","36","San Bernardino",91.6266759551933
"4","Deserts","100","Meadow","1","BLM","13","Imperial",2710.99315508205
"4","Deserts","100","Meadow","1","BLM","14","Inyo",4764.58714967005
"4","Deserts","100","Meadow","1","BLM","15","Kern",1446.23367411801
"4","Deserts","100","Meadow","1","BLM","26","Mono",116.312503700403
"4","Deserts","100","Meadow","1","BLM","33","Riverside",73.8350883910781
"4","Deserts","100","Meadow","1","BLM","36","San Bernardino",3792.0544944466
"4","Deserts","100","Meadow","2","DoD","14","Inyo",41.3654410865678
"4","Deserts","100","Meadow","2","DoD","15","Kern",8227.05248449142
"4","Deserts","100","Meadow","2","DoD","36","San Bernardino",1053.03958895107
"4","Deserts","100","Meadow","3","Easement","33","Riverside",1.55676391186008
"4","Deserts","100","Meadow","4","Local_gov","13","Imperial",0.88957937820576
"4","Deserts","100","Meadow","4","Local_gov","14","Inyo",2293.78042670355
"4","Deserts","100","Meadow","4","Local_gov","15","Kern",23.3514586779012
"4","Deserts","100","Meadow","4","Local_gov","33","Riverside",2.00155360096296
"4","Deserts","100","Meadow","4","Local_gov","36","San Bernardino",27.5769607243786
"4","Deserts","100","Meadow","5","NPS","14","Inyo",1103.30082381969
"4","Deserts","100","Meadow","5","NPS","33","Riverside",1.1119742227572
"4","Deserts","100","Meadow","5","NPS","36","San Bernardino",101.634443960008
"4","Deserts","100","Meadow","6","Other_fed","13","Imperial",7.56142471474896
"4","Deserts","100","Meadow","6","Other_fed","14","Inyo",226.175556908814
"4","Deserts","100","Meadow","6","Other_fed","15","Kern",128.321825306181
"4","Deserts","100","Meadow","6","Other_fed","26","Mono",2.89113297916872
"4","Deserts","100","Meadow","6","Other_fed","33","Riverside",8.00621440385184
"4","Deserts","100","Meadow","6","Other_fed","36","San Bernardino",1.55676391186008
"4","Deserts","100","Meadow","7","Private","13","Imperial",190.147592091481
"4","Deserts","100","Meadow","7","Private","14","Inyo",309.796018460156
"4","Deserts","100","Meadow","7","Private","15","Kern",18895.1107827794
"4","Deserts","100","Meadow","7","Private","19","Los Angeles",6.22705564744032
"4","Deserts","100","Meadow","7","Private","26","Mono",77.3934059039011
"4","Deserts","100","Meadow","7","Private","33","Riverside",56.9330802051686
"4","Deserts","100","Meadow","7","Private","36","San Bernardino",7285.65510750517
"4","Deserts","100","Meadow","8","State_gov","13","Imperial",2.00155360096296
"4","Deserts","100","Meadow","8","State_gov","14","Inyo",66.9408482099834
"4","Deserts","100","Meadow","8","State_gov","15","Kern",592.015076195933
"4","Deserts","100","Meadow","8","State_gov","36","San Bernardino",50.4836297131769
"4","Deserts","100","Meadow","9","USFS_nonwild","14","Inyo",194.59548898251
"4","Deserts","100","Meadow","9","USFS_nonwild","36","San Bernardino",3.3359226682716
"4","Deserts","110","Coastal_marsh","6","Other_fed","33","Riverside",0.22239484455144
"4","Deserts","110","Coastal_marsh","7","Private","33","Riverside",2.44634329006584
"4","Deserts","130","Cultivated","1","BLM","13","Imperial",7009.21831572773
"4","Deserts","130","Cultivated","1","BLM","14","Inyo",52.040393625037
"4","Deserts","130","Cultivated","1","BLM","15","Kern",0.44478968910288
"4","Deserts","130","Cultivated","1","BLM","26","Mono",87.6235687532673
"4","Deserts","130","Cultivated","1","BLM","33","Riverside",8960.73307666662
"4","Deserts","130","Cultivated","1","BLM","36","San Bernardino",68.9424018109464
"4","Deserts","130","Cultivated","2","DoD","13","Imperial",982.31802838371
"4","Deserts","130","Cultivated","2","DoD","15","Kern",5.78226595833744
"4","Deserts","130","Cultivated","2","DoD","19","Los Angeles",350.494275013069
"4","Deserts","130","Cultivated","2","DoD","33","Riverside",2.2239484455144
"4","Deserts","130","Cultivated","2","DoD","36","San Bernardino",5.78226595833744
"4","Deserts","130","Cultivated","3","Easement","15","Kern",2.2239484455144
"4","Deserts","130","Cultivated","3","Easement","19","Los Angeles",0.22239484455144
"4","Deserts","130","Cultivated","3","Easement","33","Riverside",17.3467978750123
"4","Deserts","130","Cultivated","3","Easement","37","San Diego",0.22239484455144
"4","Deserts","130","Cultivated","4","Local_gov","13","Imperial",3542.08268917078
"4","Deserts","130","Cultivated","4","Local_gov","14","Inyo",1021.68191586932
"4","Deserts","130","Cultivated","4","Local_gov","15","Kern",1.1119742227572
"4","Deserts","130","Cultivated","4","Local_gov","19","Los Angeles",29.5785143253415
"4","Deserts","130","Cultivated","4","Local_gov","33","Riverside",7121.52771222621
"4","Deserts","130","Cultivated","4","Local_gov","36","San Bernardino",41.3654410865678
"4","Deserts","130","Cultivated","5","NPS","33","Riverside",1.55676391186008
"4","Deserts","130","Cultivated","5","NPS","36","San Bernardino",1.77915875641152
"4","Deserts","130","Cultivated","6","Other_fed","13","Imperial",21813.8207226725
"4","Deserts","130","Cultivated","6","Other_fed","14","Inyo",0.66718453365432
"4","Deserts","130","Cultivated","6","Other_fed","15","Kern",3.11352782372016
"4","Deserts","130","Cultivated","6","Other_fed","33","Riverside",4036.91121829774
"4","Deserts","130","Cultivated","6","Other_fed","36","San Bernardino",4032.46332140671
"4","Deserts","130","Cultivated","7","Private","13","Imperial",464539.90806296
"4","Deserts","130","Cultivated","7","Private","14","Inyo",550.872029953917
"4","Deserts","130","Cultivated","7","Private","15","Kern",9023.00363314102
"4","Deserts","130","Cultivated","7","Private","19","Los Angeles",51868.9271998878
"4","Deserts","130","Cultivated","7","Private","26","Mono",2147.88940867781
"4","Deserts","130","Cultivated","7","Private","33","Riverside",156423.415468856
"4","Deserts","130","Cultivated","7","Private","36","San Bernardino",14983.1854671196
"4","Deserts","130","Cultivated","7","Private","37","San Diego",2905.36624922001
"4","Deserts","130","Cultivated","8","State_gov","13","Imperial",896.473618386855
"4","Deserts","130","Cultivated","8","State_gov","19","Los Angeles",17.1244030304609
"4","Deserts","130","Cultivated","8","State_gov","33","Riverside",1220.28051205375
"4","Deserts","130","Cultivated","8","State_gov","36","San Bernardino",211.275102323868
"4","Deserts","130","Cultivated","8","State_gov","37","San Diego",25.5754071234156
"4","Deserts","160","Developed_all","1","BLM","13","Imperial",8611.35077587631
"4","Deserts","160","Developed_all","1","BLM","14","Inyo",7135.53858743295
"4","Deserts","160","Developed_all","1","BLM","15","Kern",2082.50532437968
"4","Deserts","160","Developed_all","1","BLM","19","Los Angeles",187.923643645967
"4","Deserts","160","Developed_all","1","BLM","26","Mono",294.228379341555
"4","Deserts","160","Developed_all","1","BLM","33","Riverside",6894.68497078374
"4","Deserts","160","Developed_all","1","BLM","36","San Bernardino",31030.5302654179
"4","Deserts","160","Developed_all","2","DoD","13","Imperial",1572.99873551233
"4","Deserts","160","Developed_all","2","DoD","15","Kern",10436.54526511
"4","Deserts","160","Developed_all","2","DoD","19","Los Angeles",2302.89861533016
"4","Deserts","160","Developed_all","2","DoD","36","San Bernardino",5615.02503523476
"4","Deserts","160","Developed_all","3","Easement","14","Inyo",2.89113297916872
"4","Deserts","160","Developed_all","3","Easement","15","Kern",604.469187490814
"4","Deserts","160","Developed_all","3","Easement","19","Los Angeles",24.4634329006584
"4","Deserts","160","Developed_all","3","Easement","33","Riverside",90.5147017324361
"4","Deserts","160","Developed_all","3","Easement","36","San Bernardino",12.4541112948806
"4","Deserts","160","Developed_all","3","Easement","37","San Diego",123.651533570601
"4","Deserts","160","Developed_all","4","Local_gov","13","Imperial",766.372634324262
"4","Deserts","160","Developed_all","4","Local_gov","14","Inyo",4913.36930067496
"4","Deserts","160","Developed_all","4","Local_gov","15","Kern",352.05103892493
"4","Deserts","160","Developed_all","4","Local_gov","19","Los Angeles",490.380632235925
"4","Deserts","160","Developed_all","4","Local_gov","33","Riverside",1479.14811111163
"4","Deserts","160","Developed_all","4","Local_gov","36","San Bernardino",415.43356962209
"4","Deserts","160","Developed_all","4","Local_gov","37","San Diego",10.0077680048148
"4","Deserts","160","Developed_all","5","NPS","14","Inyo",7196.2523799955
"4","Deserts","160","Developed_all","5","NPS","33","Riverside",1263.20271705218
"4","Deserts","160","Developed_all","5","NPS","36","San Bernardino",4611.35710177411
"4","Deserts","160","Developed_all","6","Other_fed","13","Imperial",3576.33149523171
"4","Deserts","160","Developed_all","6","Other_fed","14","Inyo",245.52390838479
"4","Deserts","160","Developed_all","6","Other_fed","15","Kern",17.1244030304609
"4","Deserts","160","Developed_all","6","Other_fed","19","Los Angeles",14.678059740395
"4","Deserts","160","Developed_all","6","Other_fed","26","Mono",57.600264738823
"4","Deserts","160","Developed_all","6","Other_fed","33","Riverside",1252.52776451371
"4","Deserts","160","Developed_all","6","Other_fed","36","San Bernardino",2565.99171643451
"4","Deserts","160","Developed_all","7","Private","13","Imperial",72191.5904898429
"4","Deserts","160","Developed_all","7","Private","14","Inyo",5177.79677084663
"4","Deserts","160","Developed_all","7","Private","15","Kern",44763.6343113138
"4","Deserts","160","Developed_all","7","Private","19","Los Angeles",90974.6142709685
"4","Deserts","160","Developed_all","7","Private","26","Mono",1212.05190280535
"4","Deserts","160","Developed_all","7","Private","33","Riverside",105644.000612426
"4","Deserts","160","Developed_all","7","Private","36","San Bernardino",142286.887174944
"4","Deserts","160","Developed_all","7","Private","37","San Diego",6764.13919703205
"4","Deserts","160","Developed_all","8","State_gov","13","Imperial",769.930951837085
"4","Deserts","160","Developed_all","8","State_gov","14","Inyo",301.345014367201
"4","Deserts","160","Developed_all","8","State_gov","15","Kern",232.402612556255
"4","Deserts","160","Developed_all","8","State_gov","19","Los Angeles",88.2907532869217
"4","Deserts","160","Developed_all","8","State_gov","33","Riverside",278.215950533851
"4","Deserts","160","Developed_all","8","State_gov","36","San Bernardino",956.07543672664
"4","Deserts","160","Developed_all","8","State_gov","37","San Diego",2562.21100407714
"4","Deserts","160","Developed_all","9","USFS_nonwild","14","Inyo",456.576615864106
"4","Deserts","160","Developed_all","9","USFS_nonwild","19","Los Angeles",73.1679038574238
"4","Deserts","160","Developed_all","9","USFS_nonwild","33","Riverside",0.44478968910288
"4","Deserts","160","Developed_all","9","USFS_nonwild","36","San Bernardino",1617.25530957807
"5","Eastside","0","Water","1","BLM","2","Alpine",198.153806495333
"5","Eastside","0","Water","1","BLM","14","Inyo",10.8973473830206
"5","Eastside","0","Water","1","BLM","18","Lassen",3448.23206477008
"5","Eastside","0","Water","1","BLM","25","Modoc",984.541976829225
"5","Eastside","0","Water","1","BLM","26","Mono",196.819437428024
"5","Eastside","0","Water","2","DoD","18","Lassen",3713.32671947539
"5","Eastside","0","Water","3","Easement","18","Lassen",287.556534005012
"5","Eastside","0","Water","3","Easement","25","Modoc",67.8304275881892
"5","Eastside","0","Water","3","Easement","26","Mono",22.4618792996954
"5","Eastside","0","Water","3","Easement","47","Siskiyou",17.7915875641152
"5","Eastside","0","Water","4","Local_gov","14","Inyo",889.801773050311
"5","Eastside","0","Water","4","Local_gov","18","Lassen",0.66718453365432
"5","Eastside","0","Water","4","Local_gov","25","Modoc",7.7838195593004
"5","Eastside","0","Water","4","Local_gov","26","Mono",4235.28741963762
"5","Eastside","0","Water","6","Other_fed","2","Alpine",0.44478968910288
"5","Eastside","0","Water","6","Other_fed","14","Inyo",0.22239484455144
"5","Eastside","0","Water","6","Other_fed","18","Lassen",913.598021417315
"5","Eastside","0","Water","6","Other_fed","25","Modoc",22726.5291647117
"5","Eastside","0","Water","6","Other_fed","26","Mono",163.237815900757
"5","Eastside","0","Water","6","Other_fed","47","Siskiyou",14983.1854671196
"5","Eastside","0","Water","7","Private","2","Alpine",52.7075781586913
"5","Eastside","0","Water","7","Private","14","Inyo",2.00155360096296
"5","Eastside","0","Water","7","Private","18","Lassen",87456.7726198538
"5","Eastside","0","Water","7","Private","25","Modoc",77134.5383048432
"5","Eastside","0","Water","7","Private","26","Mono",3681.74665154909
"5","Eastside","0","Water","7","Private","46","Sierra",2.66873813461728
"5","Eastside","0","Water","7","Private","47","Siskiyou",471.254675604501
"5","Eastside","0","Water","8","State_gov","2","Alpine",2.44634329006584
"5","Eastside","0","Water","8","State_gov","18","Lassen",3328.80603324595
"5","Eastside","0","Water","8","State_gov","25","Modoc",93.6282295561562
"5","Eastside","0","Water","8","State_gov","26","Mono",46079.9893962138
"5","Eastside","0","Water","9","USFS_nonwild","2","Alpine",46.2581276666995
"5","Eastside","0","Water","9","USFS_nonwild","14","Inyo",13.5660855176378
"5","Eastside","0","Water","9","USFS_nonwild","18","Lassen",1574.77789426875
"5","Eastside","0","Water","9","USFS_nonwild","25","Modoc",2596.68220498261
"5","Eastside","0","Water","9","USFS_nonwild","26","Mono",661.402267695982
"5","Eastside","0","Water","9","USFS_nonwild","45","Shasta",0.22239484455144
"5","Eastside","0","Water","9","USFS_nonwild","47","Siskiyou",0.22239484455144
"5","Eastside","10","Ice","7","Private","25","Modoc",0.22239484455144
"5","Eastside","10","Ice","9","USFS_nonwild","26","Mono",0.22239484455144
"5","Eastside","20","Barren","1","BLM","2","Alpine",0.66718453365432
"5","Eastside","20","Barren","1","BLM","14","Inyo",93.6282295561562
"5","Eastside","20","Barren","1","BLM","18","Lassen",5151.99896887866
"5","Eastside","20","Barren","1","BLM","25","Modoc",27872.9682624765
"5","Eastside","20","Barren","1","BLM","26","Mono",1551.20404074629
"5","Eastside","20","Barren","1","BLM","45","Shasta",6.22705564744032
"5","Eastside","20","Barren","2","DoD","18","Lassen",361.836412085193
"5","Eastside","20","Barren","3","Easement","18","Lassen",8.00621440385184
"5","Eastside","20","Barren","3","Easement","25","Modoc",293.561194807901
"5","Eastside","20","Barren","3","Easement","26","Mono",25.1306174343127
"5","Eastside","20","Barren","3","Easement","47","Siskiyou",14.4556648958436
"5","Eastside","20","Barren","4","Local_gov","14","Inyo",4708.76604368764
"5","Eastside","20","Barren","4","Local_gov","25","Modoc",2.00155360096296
"5","Eastside","20","Barren","4","Local_gov","26","Mono",1026.3522076049
"5","Eastside","20","Barren","5","NPS","25","Modoc",2.2239484455144
"5","Eastside","20","Barren","5","NPS","47","Siskiyou",1.33436906730864
"5","Eastside","20","Barren","6","Other_fed","18","Lassen",10.4525576939177
"5","Eastside","20","Barren","6","Other_fed","25","Modoc",10594.8903944306
"5","Eastside","20","Barren","6","Other_fed","26","Mono",4599.79256985743
"5","Eastside","20","Barren","6","Other_fed","47","Siskiyou",71.6111399455637
"5","Eastside","20","Barren","7","Private","2","Alpine",3.11352782372016
"5","Eastside","20","Barren","7","Private","14","Inyo",17.1244030304609
"5","Eastside","20","Barren","7","Private","18","Lassen",4496.82375683012
"5","Eastside","20","Barren","7","Private","25","Modoc",78709.0938042674
"5","Eastside","20","Barren","7","Private","26","Mono",1156.89798135659
"5","Eastside","20","Barren","7","Private","45","Shasta",2.66873813461728
"5","Eastside","20","Barren","7","Private","47","Siskiyou",93.6282295561562
"5","Eastside","20","Barren","8","State_gov","2","Alpine",1.1119742227572
"5","Eastside","20","Barren","8","State_gov","14","Inyo",21.7946947660411
"5","Eastside","20","Barren","8","State_gov","18","Lassen",685.643305752089
"5","Eastside","20","Barren","8","State_gov","25","Modoc",1012.1189375536
"5","Eastside","20","Barren","8","State_gov","26","Mono",1265.42666549769
"5","Eastside","20","Barren","9","USFS_nonwild","2","Alpine",2.2239484455144
"5","Eastside","20","Barren","9","USFS_nonwild","14","Inyo",95.6297831571192
"5","Eastside","20","Barren","9","USFS_nonwild","18","Lassen",1875.67811894684
"5","Eastside","20","Barren","9","USFS_nonwild","25","Modoc",10396.7365879353
"5","Eastside","20","Barren","9","USFS_nonwild","26","Mono",7904.57995989183
"5","Eastside","20","Barren","9","USFS_nonwild","45","Shasta",45.5909431330452
"5","Eastside","20","Barren","9","USFS_nonwild","47","Siskiyou",25.3530122788642
"5","Eastside","30","Sparse","1","BLM","2","Alpine",723.895219014937
"5","Eastside","30","Sparse","1","BLM","14","Inyo",10026.4491717571
"5","Eastside","30","Sparse","1","BLM","18","Lassen",22537.4935468429
"5","Eastside","30","Sparse","1","BLM","25","Modoc",4741.23569099215
"5","Eastside","30","Sparse","1","BLM","26","Mono",20636.4624156172
"5","Eastside","30","Sparse","1","BLM","45","Shasta",34.4712009054732
"5","Eastside","30","Sparse","1","BLM","46","Sierra",5.11508142468312
"5","Eastside","30","Sparse","1","BLM","47","Siskiyou",1.77915875641152
"5","Eastside","30","Sparse","2","DoD","18","Lassen",369.397836799942
"5","Eastside","30","Sparse","3","Easement","18","Lassen",42.0326256202222
"5","Eastside","30","Sparse","3","Easement","25","Modoc",322.250129755037
"5","Eastside","30","Sparse","3","Easement","26","Mono",249.527015586716
"5","Eastside","30","Sparse","3","Easement","47","Siskiyou",15.3452442740494
"5","Eastside","30","Sparse","4","Local_gov","14","Inyo",11774.4726499314
"5","Eastside","30","Sparse","4","Local_gov","18","Lassen",2.00155360096296
"5","Eastside","30","Sparse","4","Local_gov","25","Modoc",4.89268658013168
"5","Eastside","30","Sparse","4","Local_gov","26","Mono",4150.11019417442
"5","Eastside","30","Sparse","5","NPS","25","Modoc",20.6827205432839
"5","Eastside","30","Sparse","5","NPS","47","Siskiyou",1.33436906730864
"5","Eastside","30","Sparse","6","Other_fed","2","Alpine",42.6998101538765
"5","Eastside","30","Sparse","6","Other_fed","14","Inyo",274.657633021028
"5","Eastside","30","Sparse","6","Other_fed","18","Lassen",50.9284194022798
"5","Eastside","30","Sparse","6","Other_fed","25","Modoc",3975.97503089064
"5","Eastside","30","Sparse","6","Other_fed","26","Mono",11861.8738238402
"5","Eastside","30","Sparse","6","Other_fed","45","Shasta",0.22239484455144
"5","Eastside","30","Sparse","6","Other_fed","46","Sierra",0.22239484455144
"5","Eastside","30","Sparse","6","Other_fed","47","Siskiyou",51.8179987804855
"5","Eastside","30","Sparse","7","Private","2","Alpine",824.195293907637
"5","Eastside","30","Sparse","7","Private","14","Inyo",321.582945221382
"5","Eastside","30","Sparse","7","Private","18","Lassen",17572.528642232
"5","Eastside","30","Sparse","7","Private","25","Modoc",8384.06324474474
"5","Eastside","30","Sparse","7","Private","26","Mono",3810.06847685527
"5","Eastside","30","Sparse","7","Private","45","Shasta",3.55831751282304
"5","Eastside","30","Sparse","7","Private","46","Sierra",16.2348236522551
"5","Eastside","30","Sparse","7","Private","47","Siskiyou",36.2503596618847
"5","Eastside","30","Sparse","8","State_gov","2","Alpine",105.637551161934
"5","Eastside","30","Sparse","8","State_gov","14","Inyo",54.7091317596542
"5","Eastside","30","Sparse","8","State_gov","18","Lassen",775.935612639974
"5","Eastside","30","Sparse","8","State_gov","25","Modoc",292.449220585144
"5","Eastside","30","Sparse","8","State_gov","26","Mono",2929.60728727612
"5","Eastside","30","Sparse","8","State_gov","45","Shasta",3.78071235737448
"5","Eastside","30","Sparse","8","State_gov","46","Sierra",284.887795870395
"5","Eastside","30","Sparse","9","USFS_nonwild","2","Alpine",1828.97520159104
"5","Eastside","30","Sparse","9","USFS_nonwild","14","Inyo",4453.90155183169
"5","Eastside","30","Sparse","9","USFS_nonwild","18","Lassen",4850.65395451146
"5","Eastside","30","Sparse","9","USFS_nonwild","20","Madera",0.66718453365432
"5","Eastside","30","Sparse","9","USFS_nonwild","25","Modoc",11208.0329808589
"5","Eastside","30","Sparse","9","USFS_nonwild","26","Mono",29706.6137558031
"5","Eastside","30","Sparse","9","USFS_nonwild","45","Shasta",742.353991112707
"5","Eastside","30","Sparse","9","USFS_nonwild","46","Sierra",3.55831751282304
"5","Eastside","30","Sparse","9","USFS_nonwild","47","Siskiyou",24.241038056107
"5","Eastside","40","Desert","1","BLM","14","Inyo",35372.5672104402
"5","Eastside","40","Desert","1","BLM","18","Lassen",5845.87088387915
"5","Eastside","40","Desert","1","BLM","25","Modoc",5823.40900457946
"5","Eastside","40","Desert","1","BLM","26","Mono",88263.3987210418
"5","Eastside","40","Desert","2","DoD","18","Lassen",3422.87905249121
"5","Eastside","40","Desert","3","Easement","18","Lassen",27.1321710352757
"5","Eastside","40","Desert","3","Easement","25","Modoc",6.22705564744032
"5","Eastside","40","Desert","3","Easement","26","Mono",831.534323777834
"5","Eastside","40","Desert","4","Local_gov","14","Inyo",47120.3524790254
"5","Eastside","40","Desert","4","Local_gov","18","Lassen",4.22550204647736
"5","Eastside","40","Desert","4","Local_gov","26","Mono",6039.79918832801
"5","Eastside","40","Desert","6","Other_fed","14","Inyo",74.9470626138353
"5","Eastside","40","Desert","6","Other_fed","18","Lassen",0.88957937820576
"5","Eastside","40","Desert","6","Other_fed","25","Modoc",797.063122872361
"5","Eastside","40","Desert","6","Other_fed","26","Mono",18676.2742557408
"5","Eastside","40","Desert","7","Private","14","Inyo",1350.82628580545
"5","Eastside","40","Desert","7","Private","18","Lassen",14772.1327596403
"5","Eastside","40","Desert","7","Private","25","Modoc",7613.9098980631
"5","Eastside","40","Desert","7","Private","26","Mono",3846.0964416726
"5","Eastside","40","Desert","8","State_gov","14","Inyo",204.158467298222
"5","Eastside","40","Desert","8","State_gov","18","Lassen",1576.11226333606
"5","Eastside","40","Desert","8","State_gov","25","Modoc",324.251683355999
"5","Eastside","40","Desert","8","State_gov","26","Mono",2227.06197333812
"5","Eastside","40","Desert","9","USFS_nonwild","14","Inyo",20780.5742748866
"5","Eastside","40","Desert","9","USFS_nonwild","18","Lassen",250.416594964921
"5","Eastside","40","Desert","9","USFS_nonwild","25","Modoc",1430.88842984396
"5","Eastside","40","Desert","9","USFS_nonwild","26","Mono",10351.3680396468
"5","Eastside","50","Shrubland","1","BLM","2","Alpine",3362.38765477322
"5","Eastside","50","Shrubland","1","BLM","14","Inyo",9930.8193886
"5","Eastside","50","Shrubland","1","BLM","18","Lassen",601675.01866387
"5","Eastside","50","Shrubland","1","BLM","25","Modoc",195018.928766536
"5","Eastside","50","Shrubland","1","BLM","26","Mono",271672.649417459
"5","Eastside","50","Shrubland","1","BLM","45","Shasta",602.467633889851
"5","Eastside","50","Shrubland","1","BLM","46","Sierra",384.965475918543
"5","Eastside","50","Shrubland","1","BLM","47","Siskiyou",172.800794216469
"5","Eastside","50","Shrubland","2","DoD","18","Lassen",21493.1273568294
"5","Eastside","50","Shrubland","3","Easement","18","Lassen",3182.47022553111
"5","Eastside","50","Shrubland","3","Easement","25","Modoc",7497.81978920725
"5","Eastside","50","Shrubland","3","Easement","26","Mono",4839.31181743933
"5","Eastside","50","Shrubland","3","Easement","47","Siskiyou",67.3856378990863
"5","Eastside","50","Shrubland","4","Local_gov","14","Inyo",2505.72271356107
"5","Eastside","50","Shrubland","4","Local_gov","18","Lassen",112.087001653926
"5","Eastside","50","Shrubland","4","Local_gov","25","Modoc",135.660855176378
"5","Eastside","50","Shrubland","4","Local_gov","26","Mono",25709.9560043692
"5","Eastside","50","Shrubland","5","NPS","25","Modoc",260.869152658839
"5","Eastside","50","Shrubland","5","NPS","47","Siskiyou",177.471085952049
"5","Eastside","50","Shrubland","6","Other_fed","2","Alpine",349.159905945761
"5","Eastside","50","Shrubland","6","Other_fed","14","Inyo",1849.65792213433
"5","Eastside","50","Shrubland","6","Other_fed","18","Lassen",1117.97888356009
"5","Eastside","50","Shrubland","6","Other_fed","25","Modoc",26420.062743022
"5","Eastside","50","Shrubland","6","Other_fed","26","Mono",91629.3446933279
"5","Eastside","50","Shrubland","6","Other_fed","45","Shasta",4.89268658013168
"5","Eastside","50","Shrubland","6","Other_fed","46","Sierra",16.9020081859094
"5","Eastside","50","Shrubland","6","Other_fed","47","Siskiyou",3929.27211353484
"5","Eastside","50","Shrubland","7","Private","2","Alpine",4789.94016194891
"5","Eastside","50","Shrubland","7","Private","14","Inyo",1208.04879560342
"5","Eastside","50","Shrubland","7","Private","18","Lassen",376554.058107918
"5","Eastside","50","Shrubland","7","Private","25","Modoc",260621.849591698
"5","Eastside","50","Shrubland","7","Private","26","Mono",40314.8478409068
"5","Eastside","50","Shrubland","7","Private","45","Shasta",23.3514586779012
"5","Eastside","50","Shrubland","7","Private","46","Sierra",1578.78100147067
"5","Eastside","50","Shrubland","7","Private","47","Siskiyou",2815.51873202123
"5","Eastside","50","Shrubland","8","State_gov","2","Alpine",225.50837237516
"5","Eastside","50","Shrubland","8","State_gov","14","Inyo",241.520801182864
"5","Eastside","50","Shrubland","8","State_gov","18","Lassen",34171.4126550179
"5","Eastside","50","Shrubland","8","State_gov","25","Modoc",8509.7163319163
"5","Eastside","50","Shrubland","8","State_gov","26","Mono",10924.0347643667
"5","Eastside","50","Shrubland","8","State_gov","46","Sierra",2721.00092308687
"5","Eastside","50","Shrubland","9","USFS_nonwild","2","Alpine",5130.20427411262
