"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ha"
"2","Central_Valley","160","Developed_all","7","Private","51","Sutter",12855.87
"2","Central_Valley","160","Developed_all","7","Private","52","Tehama",6853.5
"2","Central_Valley","160","Developed_all","7","Private","54","Tulare",37834.47
"2","Central_Valley","160","Developed_all","7","Private","57","Yolo",13388.76
"2","Central_Valley","160","Developed_all","7","Private","58","Yuba",6123.06
"2","Central_Valley","160","Developed_all","8","State_gov","4","Butte",466.47
"2","Central_Valley","160","Developed_all","8","State_gov","6","Colusa",36.36
"2","Central_Valley","160","Developed_all","8","State_gov","10","Fresno",519.48
"2","Central_Valley","160","Developed_all","8","State_gov","11","Glenn",55.35
"2","Central_Valley","160","Developed_all","8","State_gov","15","Kern",282.51
"2","Central_Valley","160","Developed_all","8","State_gov","20","Madera",4.05
"2","Central_Valley","160","Developed_all","8","State_gov","24","Merced",341.73
"2","Central_Valley","160","Developed_all","8","State_gov","34","Sacramento",321.84
"2","Central_Valley","160","Developed_all","8","State_gov","39","San Joaquin",4.14
"2","Central_Valley","160","Developed_all","8","State_gov","48","Solano",15.66
"2","Central_Valley","160","Developed_all","8","State_gov","50","Stanislaus",47.52
"2","Central_Valley","160","Developed_all","8","State_gov","51","Sutter",268.2
"2","Central_Valley","160","Developed_all","8","State_gov","52","Tehama",93.15
"2","Central_Valley","160","Developed_all","8","State_gov","54","Tulare",79.38
"2","Central_Valley","160","Developed_all","8","State_gov","57","Yolo",106.83
"2","Central_Valley","160","Developed_all","8","State_gov","58","Yuba",23.04
"3","Delta","0","Water","1","BLM","34","Sacramento",23.4
"3","Delta","0","Water","2","DoD","7","Contra Costa",74.52
"3","Delta","0","Water","2","DoD","34","Sacramento",2.7
"3","Delta","0","Water","2","DoD","39","San Joaquin",52.38
"3","Delta","0","Water","2","DoD","48","Solano",529.74
"3","Delta","0","Water","2","DoD","57","Yolo",220.77
"3","Delta","0","Water","3","Easement","7","Contra Costa",62.28
"3","Delta","0","Water","3","Easement","34","Sacramento",56.52
"3","Delta","0","Water","3","Easement","39","San Joaquin",73.08
"3","Delta","0","Water","3","Easement","48","Solano",80.91
"3","Delta","0","Water","3","Easement","57","Yolo",42.84
"3","Delta","0","Water","4","Local_gov","7","Contra Costa",573.03
"3","Delta","0","Water","4","Local_gov","34","Sacramento",38.88
"3","Delta","0","Water","4","Local_gov","39","San Joaquin",12.78
"3","Delta","0","Water","4","Local_gov","48","Solano",0.09
"3","Delta","0","Water","4","Local_gov","57","Yolo",3.06
"3","Delta","0","Water","6","Other_fed","1","Alameda",12.87
"3","Delta","0","Water","6","Other_fed","7","Contra Costa",2.25
"3","Delta","0","Water","6","Other_fed","34","Sacramento",123.03
"3","Delta","0","Water","7","Private","1","Alameda",4.86
"3","Delta","0","Water","7","Private","7","Contra Costa",5590.98
"3","Delta","0","Water","7","Private","34","Sacramento",4440.51
"3","Delta","0","Water","7","Private","39","San Joaquin",7720.65
"3","Delta","0","Water","7","Private","48","Solano",14953.41
"3","Delta","0","Water","7","Private","50","Stanislaus",0.18
"3","Delta","0","Water","7","Private","57","Yolo",1695.33
"3","Delta","0","Water","8","State_gov","7","Contra Costa",2557.35
"3","Delta","0","Water","8","State_gov","34","Sacramento",938.7
"3","Delta","0","Water","8","State_gov","39","San Joaquin",95.04
"3","Delta","0","Water","8","State_gov","48","Solano",2177.19
"3","Delta","0","Water","8","State_gov","57","Yolo",380.7
"3","Delta","20","Barren","2","DoD","7","Contra Costa",0.09
"3","Delta","20","Barren","2","DoD","34","Sacramento",0.18
"3","Delta","20","Barren","2","DoD","39","San Joaquin",28.53
"3","Delta","20","Barren","2","DoD","48","Solano",0.36
"3","Delta","20","Barren","2","DoD","57","Yolo",0.09
"3","Delta","20","Barren","3","Easement","7","Contra Costa",0.09
"3","Delta","20","Barren","3","Easement","39","San Joaquin",0.9
"3","Delta","20","Barren","3","Easement","57","Yolo",0.72
"3","Delta","20","Barren","4","Local_gov","7","Contra Costa",0.99
"3","Delta","20","Barren","4","Local_gov","34","Sacramento",0.18
"3","Delta","20","Barren","4","Local_gov","39","San Joaquin",0.45
"3","Delta","20","Barren","6","Other_fed","7","Contra Costa",0.18
"3","Delta","20","Barren","6","Other_fed","34","Sacramento",0.18
"3","Delta","20","Barren","7","Private","1","Alameda",0.99
"3","Delta","20","Barren","7","Private","7","Contra Costa",51.12
"3","Delta","20","Barren","7","Private","34","Sacramento",13.59
"3","Delta","20","Barren","7","Private","39","San Joaquin",103.77
"3","Delta","20","Barren","7","Private","48","Solano",32.13
"3","Delta","20","Barren","7","Private","57","Yolo",44.01
"3","Delta","20","Barren","8","State_gov","7","Contra Costa",6.48
"3","Delta","20","Barren","8","State_gov","34","Sacramento",2.25
"3","Delta","20","Barren","8","State_gov","39","San Joaquin",0.09
"3","Delta","20","Barren","8","State_gov","48","Solano",2.52
"3","Delta","20","Barren","8","State_gov","57","Yolo",2.7
"3","Delta","30","Sparse","2","DoD","34","Sacramento",0.09
"3","Delta","30","Sparse","3","Easement","7","Contra Costa",0.27
"3","Delta","30","Sparse","3","Easement","39","San Joaquin",0.27
"3","Delta","30","Sparse","3","Easement","48","Solano",0.27
"3","Delta","30","Sparse","3","Easement","57","Yolo",0.18
"3","Delta","30","Sparse","4","Local_gov","7","Contra Costa",2.07
"3","Delta","30","Sparse","4","Local_gov","39","San Joaquin",0.27
"3","Delta","30","Sparse","6","Other_fed","1","Alameda",0.45
"3","Delta","30","Sparse","6","Other_fed","7","Contra Costa",0.45
"3","Delta","30","Sparse","6","Other_fed","34","Sacramento",0.27
"3","Delta","30","Sparse","7","Private","1","Alameda",6.39
"3","Delta","30","Sparse","7","Private","7","Contra Costa",18.45
"3","Delta","30","Sparse","7","Private","34","Sacramento",0.36
"3","Delta","30","Sparse","7","Private","39","San Joaquin",44.46
"3","Delta","30","Sparse","7","Private","48","Solano",3.42
"3","Delta","30","Sparse","7","Private","57","Yolo",0.9
"3","Delta","30","Sparse","8","State_gov","7","Contra Costa",2.52
"3","Delta","30","Sparse","8","State_gov","34","Sacramento",0.27
"3","Delta","30","Sparse","8","State_gov","39","San Joaquin",0.18
"3","Delta","30","Sparse","8","State_gov","48","Solano",3.42
"3","Delta","30","Sparse","8","State_gov","57","Yolo",0.09
"3","Delta","40","Desert","2","DoD","7","Contra Costa",0.45
"3","Delta","40","Desert","3","Easement","7","Contra Costa",9.99
"3","Delta","40","Desert","4","Local_gov","7","Contra Costa",0.45
"3","Delta","40","Desert","7","Private","1","Alameda",3.6
"3","Delta","40","Desert","7","Private","7","Contra Costa",53.91
"3","Delta","40","Desert","7","Private","48","Solano",0.45
"3","Delta","40","Desert","8","State_gov","1","Alameda",0.09
"3","Delta","40","Desert","8","State_gov","7","Contra Costa",6.57
"3","Delta","40","Desert","8","State_gov","48","Solano",8.82
"3","Delta","50","Shrubland","1","BLM","34","Sacramento",7.92
"3","Delta","50","Shrubland","2","DoD","7","Contra Costa",0.09
"3","Delta","50","Shrubland","2","DoD","34","Sacramento",0.9
"3","Delta","50","Shrubland","2","DoD","39","San Joaquin",0.72
"3","Delta","50","Shrubland","2","DoD","48","Solano",32.22
"3","Delta","50","Shrubland","2","DoD","57","Yolo",2.7
"3","Delta","50","Shrubland","3","Easement","7","Contra Costa",20.43
"3","Delta","50","Shrubland","3","Easement","34","Sacramento",13.23
"3","Delta","50","Shrubland","3","Easement","39","San Joaquin",4.68
"3","Delta","50","Shrubland","3","Easement","48","Solano",54.09
"3","Delta","50","Shrubland","3","Easement","57","Yolo",70.02
"3","Delta","50","Shrubland","4","Local_gov","7","Contra Costa",2.61
"3","Delta","50","Shrubland","4","Local_gov","34","Sacramento",2.97
"3","Delta","50","Shrubland","4","Local_gov","39","San Joaquin",1.53
"3","Delta","50","Shrubland","4","Local_gov","48","Solano",2.43
"3","Delta","50","Shrubland","6","Other_fed","1","Alameda",2.97
"3","Delta","50","Shrubland","6","Other_fed","7","Contra Costa",3.42
"3","Delta","50","Shrubland","6","Other_fed","34","Sacramento",6.66
"3","Delta","50","Shrubland","7","Private","1","Alameda",0.54
"3","Delta","50","Shrubland","7","Private","7","Contra Costa",548.1
"3","Delta","50","Shrubland","7","Private","34","Sacramento",106.83
"3","Delta","50","Shrubland","7","Private","39","San Joaquin",140.94
"3","Delta","50","Shrubland","7","Private","48","Solano",1337.58
"3","Delta","50","Shrubland","7","Private","57","Yolo",54.09
"3","Delta","50","Shrubland","8","State_gov","7","Contra Costa",31.14
"3","Delta","50","Shrubland","8","State_gov","34","Sacramento",40.5
"3","Delta","50","Shrubland","8","State_gov","39","San Joaquin",6.03
"3","Delta","50","Shrubland","8","State_gov","48","Solano",430.2
"3","Delta","50","Shrubland","8","State_gov","57","Yolo",100.71
"3","Delta","60","Grassland","1","BLM","34","Sacramento",78.12
"3","Delta","60","Grassland","2","DoD","7","Contra Costa",30.06
"3","Delta","60","Grassland","2","DoD","34","Sacramento",3.24
"3","Delta","60","Grassland","2","DoD","39","San Joaquin",0.54
"3","Delta","60","Grassland","2","DoD","48","Solano",198.27
"3","Delta","60","Grassland","2","DoD","57","Yolo",102.51
"3","Delta","60","Grassland","3","Easement","7","Contra Costa",258.84
"3","Delta","60","Grassland","3","Easement","34","Sacramento",150.39
"3","Delta","60","Grassland","3","Easement","39","San Joaquin",28.8
"3","Delta","60","Grassland","3","Easement","48","Solano",466.38
"3","Delta","60","Grassland","3","Easement","57","Yolo",1065.06
"3","Delta","60","Grassland","4","Local_gov","7","Contra Costa",49.77
"3","Delta","60","Grassland","4","Local_gov","34","Sacramento",19.71
"3","Delta","60","Grassland","4","Local_gov","39","San Joaquin",0.72
"3","Delta","60","Grassland","4","Local_gov","48","Solano",0.27
"3","Delta","60","Grassland","6","Other_fed","1","Alameda",14.22
"3","Delta","60","Grassland","6","Other_fed","7","Contra Costa",1.89
"3","Delta","60","Grassland","6","Other_fed","34","Sacramento",52.56
"3","Delta","60","Grassland","7","Private","1","Alameda",298.71
"3","Delta","60","Grassland","7","Private","7","Contra Costa",1918.8
"3","Delta","60","Grassland","7","Private","34","Sacramento",520.56
"3","Delta","60","Grassland","7","Private","39","San Joaquin",719.91
"3","Delta","60","Grassland","7","Private","48","Solano",4767.93
"3","Delta","60","Grassland","7","Private","57","Yolo",275.85
"3","Delta","60","Grassland","8","State_gov","1","Alameda",51.39
"3","Delta","60","Grassland","8","State_gov","7","Contra Costa",72.27
"3","Delta","60","Grassland","8","State_gov","34","Sacramento",388.71
"3","Delta","60","Grassland","8","State_gov","39","San Joaquin",58.95
"3","Delta","60","Grassland","8","State_gov","48","Solano",1165.32
"3","Delta","60","Grassland","8","State_gov","57","Yolo",469.98
"3","Delta","70","Savanna","1","BLM","34","Sacramento",2.34
"3","Delta","70","Savanna","2","DoD","34","Sacramento",0.18
"3","Delta","70","Savanna","2","DoD","48","Solano",0.54
"3","Delta","70","Savanna","2","DoD","57","Yolo",5.85
"3","Delta","70","Savanna","3","Easement","7","Contra Costa",0.09
"3","Delta","70","Savanna","3","Easement","34","Sacramento",15.84
"3","Delta","70","Savanna","3","Easement","39","San Joaquin",0.09
"3","Delta","70","Savanna","3","Easement","48","Solano",1.17
"3","Delta","70","Savanna","3","Easement","57","Yolo",11.97
"3","Delta","70","Savanna","4","Local_gov","7","Contra Costa",0.63
"3","Delta","70","Savanna","4","Local_gov","34","Sacramento",0.09
"3","Delta","70","Savanna","6","Other_fed","7","Contra Costa",1.53
"3","Delta","70","Savanna","6","Other_fed","34","Sacramento",0.81
"3","Delta","70","Savanna","7","Private","1","Alameda",0.09
"3","Delta","70","Savanna","7","Private","7","Contra Costa",28.53
"3","Delta","70","Savanna","7","Private","34","Sacramento",8.28
"3","Delta","70","Savanna","7","Private","39","San Joaquin",22.86
"3","Delta","70","Savanna","7","Private","48","Solano",327.24
"3","Delta","70","Savanna","7","Private","57","Yolo",8.64
"3","Delta","70","Savanna","8","State_gov","7","Contra Costa",2.61
"3","Delta","70","Savanna","8","State_gov","34","Sacramento",14.04
"3","Delta","70","Savanna","8","State_gov","39","San Joaquin",0.27
"3","Delta","70","Savanna","8","State_gov","48","Solano",63.81
"3","Delta","70","Savanna","8","State_gov","57","Yolo",0.09
"3","Delta","80","Woodland","1","BLM","34","Sacramento",2.88
"3","Delta","80","Woodland","2","DoD","48","Solano",0.36
"3","Delta","80","Woodland","2","DoD","57","Yolo",1.35
"3","Delta","80","Woodland","3","Easement","34","Sacramento",83.7
"3","Delta","80","Woodland","3","Easement","39","San Joaquin",0.36
"3","Delta","80","Woodland","3","Easement","48","Solano",0.09
"3","Delta","80","Woodland","3","Easement","57","Yolo",0.36
"3","Delta","80","Woodland","4","Local_gov","34","Sacramento",3.06
"3","Delta","80","Woodland","6","Other_fed","34","Sacramento",10.53
"3","Delta","80","Woodland","7","Private","7","Contra Costa",5.22
"3","Delta","80","Woodland","7","Private","34","Sacramento",26.82
"3","Delta","80","Woodland","7","Private","39","San Joaquin",67.5
"3","Delta","80","Woodland","7","Private","48","Solano",30.69
"3","Delta","80","Woodland","7","Private","57","Yolo",5.4
"3","Delta","80","Woodland","8","State_gov","7","Contra Costa",0.18
"3","Delta","80","Woodland","8","State_gov","34","Sacramento",44.91
"3","Delta","80","Woodland","8","State_gov","39","San Joaquin",0.63
"3","Delta","80","Woodland","8","State_gov","48","Solano",39.51
"3","Delta","90","Forest","3","Easement","7","Contra Costa",65.07
"3","Delta","90","Forest","3","Easement","34","Sacramento",5.67
"3","Delta","90","Forest","3","Easement","39","San Joaquin",14.04
"3","Delta","90","Forest","3","Easement","48","Solano",180.09
"3","Delta","90","Forest","3","Easement","57","Yolo",65.7
"3","Delta","90","Forest","4","Local_gov","39","San Joaquin",0.09
"3","Delta","90","Forest","7","Private","7","Contra Costa",1.62
"3","Delta","90","Forest","7","Private","34","Sacramento",93.78
"3","Delta","90","Forest","7","Private","39","San Joaquin",19.35
"3","Delta","90","Forest","7","Private","48","Solano",2.25
"3","Delta","90","Forest","7","Private","57","Yolo",0.63
"3","Delta","90","Forest","8","State_gov","57","Yolo",0.18
"3","Delta","100","Meadow","2","DoD","7","Contra Costa",78.66
"3","Delta","100","Meadow","2","DoD","48","Solano",33.48
"3","Delta","100","Meadow","3","Easement","7","Contra Costa",4.95
"3","Delta","100","Meadow","4","Local_gov","7","Contra Costa",7.74
"3","Delta","100","Meadow","7","Private","7","Contra Costa",344.97
"3","Delta","100","Meadow","7","Private","48","Solano",185.94
"3","Delta","100","Meadow","8","State_gov","7","Contra Costa",73.8
"3","Delta","100","Meadow","8","State_gov","48","Solano",5.22
"3","Delta","110","Coastal_marsh","1","BLM","34","Sacramento",15.3
"3","Delta","110","Coastal_marsh","2","DoD","7","Contra Costa",387.9
"3","Delta","110","Coastal_marsh","2","DoD","34","Sacramento",0.36
"3","Delta","110","Coastal_marsh","2","DoD","48","Solano",327.06
"3","Delta","110","Coastal_marsh","2","DoD","57","Yolo",26.28
"3","Delta","110","Coastal_marsh","3","Easement","7","Contra Costa",39.42
"3","Delta","110","Coastal_marsh","3","Easement","34","Sacramento",36.9
"3","Delta","110","Coastal_marsh","3","Easement","39","San Joaquin",0.18
"3","Delta","110","Coastal_marsh","3","Easement","48","Solano",85.23
"3","Delta","110","Coastal_marsh","3","Easement","57","Yolo",46.44
"3","Delta","110","Coastal_marsh","4","Local_gov","7","Contra Costa",5.58
"3","Delta","110","Coastal_marsh","4","Local_gov","34","Sacramento",0.99
"3","Delta","110","Coastal_marsh","4","Local_gov","39","San Joaquin",0.18
"3","Delta","110","Coastal_marsh","4","Local_gov","48","Solano",2.7
"3","Delta","110","Coastal_marsh","6","Other_fed","7","Contra Costa",0.45
"3","Delta","110","Coastal_marsh","6","Other_fed","34","Sacramento",8.1
"3","Delta","110","Coastal_marsh","7","Private","7","Contra Costa",683.37
"3","Delta","110","Coastal_marsh","7","Private","34","Sacramento",216.36
"3","Delta","110","Coastal_marsh","7","Private","39","San Joaquin",23.04
"3","Delta","110","Coastal_marsh","7","Private","48","Solano",9946.17
"3","Delta","110","Coastal_marsh","7","Private","57","Yolo",23.58
"3","Delta","110","Coastal_marsh","8","State_gov","7","Contra Costa",391.14
"3","Delta","110","Coastal_marsh","8","State_gov","34","Sacramento",439.56
"3","Delta","110","Coastal_marsh","8","State_gov","39","San Joaquin",3.42
"3","Delta","110","Coastal_marsh","8","State_gov","48","Solano",3061.8
"3","Delta","110","Coastal_marsh","8","State_gov","57","Yolo",7.74
"3","Delta","130","Cultivated","1","BLM","34","Sacramento",456.12
"3","Delta","130","Cultivated","2","DoD","7","Contra Costa",0.9
"3","Delta","130","Cultivated","2","DoD","34","Sacramento",80.55
"3","Delta","130","Cultivated","2","DoD","39","San Joaquin",20.43
"3","Delta","130","Cultivated","2","DoD","48","Solano",227.25
"3","Delta","130","Cultivated","2","DoD","57","Yolo",80.46
"3","Delta","130","Cultivated","3","Easement","7","Contra Costa",930.96
"3","Delta","130","Cultivated","3","Easement","34","Sacramento",1833.3
"3","Delta","130","Cultivated","3","Easement","39","San Joaquin",5205.87
"3","Delta","130","Cultivated","3","Easement","48","Solano",708.84
"3","Delta","130","Cultivated","3","Easement","57","Yolo",1587.6
"3","Delta","130","Cultivated","4","Local_gov","7","Contra Costa",193.95
"3","Delta","130","Cultivated","4","Local_gov","34","Sacramento",249.93
"3","Delta","130","Cultivated","4","Local_gov","39","San Joaquin",83.79
"3","Delta","130","Cultivated","4","Local_gov","48","Solano",0.45
"3","Delta","130","Cultivated","4","Local_gov","57","Yolo",77.67
"3","Delta","130","Cultivated","6","Other_fed","1","Alameda",64.35
"3","Delta","130","Cultivated","6","Other_fed","7","Contra Costa",0.9
"3","Delta","130","Cultivated","6","Other_fed","34","Sacramento",572.67
"3","Delta","130","Cultivated","7","Private","1","Alameda",1254.87
"3","Delta","130","Cultivated","7","Private","7","Contra Costa",21204.81
"3","Delta","130","Cultivated","7","Private","34","Sacramento",30814.02
"3","Delta","130","Cultivated","7","Private","39","San Joaquin",96279.21
"3","Delta","130","Cultivated","7","Private","48","Solano",26537.67
"3","Delta","130","Cultivated","7","Private","50","Stanislaus",0.54
"3","Delta","130","Cultivated","7","Private","57","Yolo",21359.61
"3","Delta","130","Cultivated","8","State_gov","1","Alameda",2.61
"3","Delta","130","Cultivated","8","State_gov","7","Contra Costa",607.14
"3","Delta","130","Cultivated","8","State_gov","34","Sacramento",1269.9
"3","Delta","130","Cultivated","8","State_gov","39","San Joaquin",407.16
"3","Delta","130","Cultivated","8","State_gov","48","Solano",1318.5
"3","Delta","130","Cultivated","8","State_gov","57","Yolo",5497.02
"3","Delta","160","Developed_all","1","BLM","34","Sacramento",26.91
"3","Delta","160","Developed_all","2","DoD","7","Contra Costa",271.44
"3","Delta","160","Developed_all","2","DoD","34","Sacramento",2.07
"3","Delta","160","Developed_all","2","DoD","39","San Joaquin",55.89
"3","Delta","160","Developed_all","2","DoD","48","Solano",7.83
"3","Delta","160","Developed_all","3","Easement","7","Contra Costa",48.06
"3","Delta","160","Developed_all","3","Easement","34","Sacramento",53.01
"3","Delta","160","Developed_all","3","Easement","39","San Joaquin",40.59
"3","Delta","160","Developed_all","3","Easement","48","Solano",45.36
"3","Delta","160","Developed_all","3","Easement","57","Yolo",58.86
"3","Delta","160","Developed_all","4","Local_gov","7","Contra Costa",233.91
"3","Delta","160","Developed_all","4","Local_gov","34","Sacramento",81.72
"3","Delta","160","Developed_all","4","Local_gov","39","San Joaquin",454.14
"3","Delta","160","Developed_all","4","Local_gov","48","Solano",9.99
"3","Delta","160","Developed_all","4","Local_gov","57","Yolo",40.59
"3","Delta","160","Developed_all","6","Other_fed","1","Alameda",57.87
"3","Delta","160","Developed_all","6","Other_fed","7","Contra Costa",11.52
"3","Delta","160","Developed_all","6","Other_fed","34","Sacramento",11.34
"3","Delta","160","Developed_all","7","Private","1","Alameda",117
"3","Delta","160","Developed_all","7","Private","7","Contra Costa",13818.96
"3","Delta","160","Developed_all","7","Private","34","Sacramento",4350.78
"3","Delta","160","Developed_all","7","Private","39","San Joaquin",16658.55
"3","Delta","160","Developed_all","7","Private","48","Solano",2171.88
"3","Delta","160","Developed_all","7","Private","50","Stanislaus",0.09
"3","Delta","160","Developed_all","7","Private","57","Yolo",3779.55
"3","Delta","160","Developed_all","8","State_gov","1","Alameda",2.97
"3","Delta","160","Developed_all","8","State_gov","7","Contra Costa",56.07
"3","Delta","160","Developed_all","8","State_gov","34","Sacramento",75.96
"3","Delta","160","Developed_all","8","State_gov","39","San Joaquin",2.79
"3","Delta","160","Developed_all","8","State_gov","48","Solano",367.11
"3","Delta","160","Developed_all","8","State_gov","57","Yolo",35.55
"4","Deserts","0","Water","1","BLM","13","Imperial",2531.97
"4","Deserts","0","Water","1","BLM","14","Inyo",17.37
"4","Deserts","0","Water","1","BLM","33","Riverside",180.9
"4","Deserts","0","Water","1","BLM","36","San Bernardino",2456.55
"4","Deserts","0","Water","2","DoD","13","Imperial",0.81
"4","Deserts","0","Water","2","DoD","14","Inyo",3.33
"4","Deserts","0","Water","2","DoD","15","Kern",161.46
"4","Deserts","0","Water","2","DoD","19","Los Angeles",84.6
"4","Deserts","0","Water","2","DoD","33","Riverside",0.36
"4","Deserts","0","Water","2","DoD","36","San Bernardino",66.33
"4","Deserts","0","Water","3","Easement","14","Inyo",0.63
"4","Deserts","0","Water","3","Easement","33","Riverside",3.15
"4","Deserts","0","Water","4","Local_gov","13","Imperial",31995.63
"4","Deserts","0","Water","4","Local_gov","14","Inyo",1878.75
"4","Deserts","0","Water","4","Local_gov","15","Kern",4.14
"4","Deserts","0","Water","4","Local_gov","19","Los Angeles",5.13
"4","Deserts","0","Water","4","Local_gov","33","Riverside",6657.66
"4","Deserts","0","Water","4","Local_gov","36","San Bernardino",9.45
"4","Deserts","0","Water","5","NPS","14","Inyo",17.91
"4","Deserts","0","Water","5","NPS","33","Riverside",0.09
"4","Deserts","0","Water","5","NPS","36","San Bernardino",8.91
"4","Deserts","0","Water","6","Other_fed","13","Imperial",14954.22
"4","Deserts","0","Water","6","Other_fed","14","Inyo",2.07
"4","Deserts","0","Water","6","Other_fed","26","Mono",0.36
"4","Deserts","0","Water","6","Other_fed","33","Riverside",143.19
"4","Deserts","0","Water","6","Other_fed","36","San Bernardino",474.3
"4","Deserts","0","Water","7","Private","13","Imperial",32076.36
"4","Deserts","0","Water","7","Private","14","Inyo",32.22
"4","Deserts","0","Water","7","Private","15","Kern",211.77
"4","Deserts","0","Water","7","Private","19","Los Angeles",850.59
"4","Deserts","0","Water","7","Private","33","Riverside",11831.85
"4","Deserts","0","Water","7","Private","36","San Bernardino",3259.8
"4","Deserts","0","Water","7","Private","37","San Diego",0.18
"4","Deserts","0","Water","8","State_gov","13","Imperial",1355.76
"4","Deserts","0","Water","8","State_gov","14","Inyo",15.03
"4","Deserts","0","Water","8","State_gov","33","Riverside",1174.59
"4","Deserts","0","Water","8","State_gov","36","San Bernardino",17.01
"4","Deserts","0","Water","8","State_gov","37","San Diego",0.9
"4","Deserts","0","Water","9","USFS_nonwild","14","Inyo",25.83
"4","Deserts","0","Water","9","USFS_nonwild","36","San Bernardino",3.15
"4","Deserts","20","Barren","1","BLM","13","Imperial",188281.89
"4","Deserts","20","Barren","1","BLM","14","Inyo",23647.68
"4","Deserts","20","Barren","1","BLM","15","Kern",3881.7
"4","Deserts","20","Barren","1","BLM","19","Los Angeles",169.56
"4","Deserts","20","Barren","1","BLM","26","Mono",2.88
"4","Deserts","20","Barren","1","BLM","33","Riverside",69969.24
"4","Deserts","20","Barren","1","BLM","36","San Bernardino",318754.8
"4","Deserts","20","Barren","1","BLM","37","San Diego",15.84
"4","Deserts","20","Barren","2","DoD","13","Imperial",22003.92
"4","Deserts","20","Barren","2","DoD","14","Inyo",8183.61
"4","Deserts","20","Barren","2","DoD","15","Kern",30794.04
"4","Deserts","20","Barren","2","DoD","19","Los Angeles",10410.39
"4","Deserts","20","Barren","2","DoD","33","Riverside",344.34
"4","Deserts","20","Barren","2","DoD","36","San Bernardino",104314.86
"4","Deserts","20","Barren","3","Easement","13","Imperial",123.84
"4","Deserts","20","Barren","3","Easement","14","Inyo",17.37
"4","Deserts","20","Barren","3","Easement","15","Kern",411.66
"4","Deserts","20","Barren","3","Easement","19","Los Angeles",2.07
"4","Deserts","20","Barren","3","Easement","33","Riverside",414.18
"4","Deserts","20","Barren","3","Easement","36","San Bernardino",94.77
"4","Deserts","20","Barren","3","Easement","37","San Diego",1761.93
"4","Deserts","20","Barren","4","Local_gov","13","Imperial",506.25
"4","Deserts","20","Barren","4","Local_gov","14","Inyo",21655.8
"4","Deserts","20","Barren","4","Local_gov","15","Kern",9.99
"4","Deserts","20","Barren","4","Local_gov","19","Los Angeles",29.7
"4","Deserts","20","Barren","4","Local_gov","33","Riverside",611.82
"4","Deserts","20","Barren","4","Local_gov","36","San Bernardino",45.54
"4","Deserts","20","Barren","4","Local_gov","37","San Diego",163.62
"4","Deserts","20","Barren","5","NPS","14","Inyo",52935.21
"4","Deserts","20","Barren","5","NPS","33","Riverside",16069.41
"4","Deserts","20","Barren","5","NPS","36","San Bernardino",60444.27
"4","Deserts","20","Barren","6","Other_fed","13","Imperial",2216.52
"4","Deserts","20","Barren","6","Other_fed","14","Inyo",43.56
"4","Deserts","20","Barren","6","Other_fed","15","Kern",2.25
"4","Deserts","20","Barren","6","Other_fed","19","Los Angeles",2.16
"4","Deserts","20","Barren","6","Other_fed","33","Riverside",600.48
"4","Deserts","20","Barren","6","Other_fed","36","San Bernardino",342.18
"4","Deserts","20","Barren","7","Private","13","Imperial",51562.08
"4","Deserts","20","Barren","7","Private","14","Inyo",4717.8
"4","Deserts","20","Barren","7","Private","15","Kern",14271.93
"4","Deserts","20","Barren","7","Private","19","Los Angeles",33367.05
"4","Deserts","20","Barren","7","Private","26","Mono",3.15
"4","Deserts","20","Barren","7","Private","33","Riverside",30304.08
"4","Deserts","20","Barren","7","Private","36","San Bernardino",93544.47
"4","Deserts","20","Barren","7","Private","37","San Diego",17804.52
"4","Deserts","20","Barren","8","State_gov","13","Imperial",28666.26
"4","Deserts","20","Barren","8","State_gov","14","Inyo",1600.2
"4","Deserts","20","Barren","8","State_gov","15","Kern",753.12
"4","Deserts","20","Barren","8","State_gov","19","Los Angeles",326.16
"4","Deserts","20","Barren","8","State_gov","33","Riverside",794.43
"4","Deserts","20","Barren","8","State_gov","36","San Bernardino",7789.05
"4","Deserts","20","Barren","8","State_gov","37","San Diego",67155.93
"4","Deserts","20","Barren","9","USFS_nonwild","14","Inyo",24.03
"4","Deserts","20","Barren","9","USFS_nonwild","19","Los Angeles",5.04
"4","Deserts","20","Barren","9","USFS_nonwild","33","Riverside",12.6
"4","Deserts","20","Barren","9","USFS_nonwild","36","San Bernardino",85.5
"4","Deserts","30","Sparse","1","BLM","13","Imperial",66550.05
"4","Deserts","30","Sparse","1","BLM","14","Inyo",119966.31
"4","Deserts","30","Sparse","1","BLM","15","Kern",5467.05
"4","Deserts","30","Sparse","1","BLM","19","Los Angeles",20.97
"4","Deserts","30","Sparse","1","BLM","26","Mono",347.49
"4","Deserts","30","Sparse","1","BLM","33","Riverside",96027.3
"4","Deserts","30","Sparse","1","BLM","36","San Bernardino",352703.25
"4","Deserts","30","Sparse","1","BLM","37","San Diego",0.36
"4","Deserts","30","Sparse","2","DoD","13","Imperial",31782.06
"4","Deserts","30","Sparse","2","DoD","14","Inyo",12744.99
"4","Deserts","30","Sparse","2","DoD","15","Kern",23148.54
"4","Deserts","30","Sparse","2","DoD","19","Los Angeles",117.9
"4","Deserts","30","Sparse","2","DoD","33","Riverside",16869.33
"4","Deserts","30","Sparse","2","DoD","36","San Bernardino",125885.07
