"reg_code","Region","lt_code","Land_Type","own_code","Ownership","cnty_code","County","area_ha"
"5","Eastside","50","Shrubland","8","State_gov","14","Inyo",97.74
"5","Eastside","50","Shrubland","8","State_gov","18","Lassen",13828.68
"5","Eastside","50","Shrubland","8","State_gov","25","Modoc",3443.76
"5","Eastside","50","Shrubland","8","State_gov","26","Mono",4420.8
"5","Eastside","50","Shrubland","8","State_gov","46","Sierra",1101.15
"5","Eastside","50","Shrubland","9","USFS_nonwild","2","Alpine",2076.12
"5","Eastside","50","Shrubland","9","USFS_nonwild","14","Inyo",17453.34
"5","Eastside","50","Shrubland","9","USFS_nonwild","18","Lassen",15958.62
"5","Eastside","50","Shrubland","9","USFS_nonwild","20","Madera",0.09
"5","Eastside","50","Shrubland","9","USFS_nonwild","25","Modoc",251516.61
"5","Eastside","50","Shrubland","9","USFS_nonwild","26","Mono",83591.91
"5","Eastside","50","Shrubland","9","USFS_nonwild","45","Shasta",276.75
"5","Eastside","50","Shrubland","9","USFS_nonwild","46","Sierra",59.04
"5","Eastside","50","Shrubland","9","USFS_nonwild","47","Siskiyou",61.11
"5","Eastside","60","Grassland","1","BLM","2","Alpine",35.01
"5","Eastside","60","Grassland","1","BLM","14","Inyo",401.94
"5","Eastside","60","Grassland","1","BLM","18","Lassen",26240.94
"5","Eastside","60","Grassland","1","BLM","25","Modoc",3118.23
"5","Eastside","60","Grassland","1","BLM","26","Mono",4947.66
"5","Eastside","60","Grassland","1","BLM","45","Shasta",13.86
"5","Eastside","60","Grassland","1","BLM","47","Siskiyou",0.45
"5","Eastside","60","Grassland","2","DoD","18","Lassen",418.86
"5","Eastside","60","Grassland","3","Easement","18","Lassen",119.88
"5","Eastside","60","Grassland","3","Easement","25","Modoc",704.16
"5","Eastside","60","Grassland","3","Easement","26","Mono",633.6
"5","Eastside","60","Grassland","3","Easement","47","Siskiyou",15.39
"5","Eastside","60","Grassland","4","Local_gov","14","Inyo",3319.47
"5","Eastside","60","Grassland","4","Local_gov","18","Lassen",3.6
"5","Eastside","60","Grassland","4","Local_gov","25","Modoc",0.81
"5","Eastside","60","Grassland","4","Local_gov","26","Mono",867.69
"5","Eastside","60","Grassland","5","NPS","25","Modoc",25.02
"5","Eastside","60","Grassland","5","NPS","47","Siskiyou",120.78
"5","Eastside","60","Grassland","6","Other_fed","14","Inyo",16.56
"5","Eastside","60","Grassland","6","Other_fed","18","Lassen",1.53
"5","Eastside","60","Grassland","6","Other_fed","25","Modoc",3282.12
"5","Eastside","60","Grassland","6","Other_fed","26","Mono",152.28
"5","Eastside","60","Grassland","6","Other_fed","46","Sierra",8.28
"5","Eastside","60","Grassland","6","Other_fed","47","Siskiyou",131.04
"5","Eastside","60","Grassland","7","Private","2","Alpine",11.61
"5","Eastside","60","Grassland","7","Private","14","Inyo",45.72
"5","Eastside","60","Grassland","7","Private","18","Lassen",12140.37
"5","Eastside","60","Grassland","7","Private","25","Modoc",3686.31
"5","Eastside","60","Grassland","7","Private","26","Mono",1388.7
"5","Eastside","60","Grassland","7","Private","45","Shasta",5.67
"5","Eastside","60","Grassland","7","Private","46","Sierra",33.48
"5","Eastside","60","Grassland","7","Private","47","Siskiyou",84.24
"5","Eastside","60","Grassland","8","State_gov","2","Alpine",7.38
"5","Eastside","60","Grassland","8","State_gov","14","Inyo",5.58
"5","Eastside","60","Grassland","8","State_gov","18","Lassen",1327.23
"5","Eastside","60","Grassland","8","State_gov","25","Modoc",29.25
"5","Eastside","60","Grassland","8","State_gov","26","Mono",793.17
"5","Eastside","60","Grassland","8","State_gov","45","Shasta",12.87
"5","Eastside","60","Grassland","8","State_gov","46","Sierra",1182.69
"5","Eastside","60","Grassland","9","USFS_nonwild","14","Inyo",32.67
"5","Eastside","60","Grassland","9","USFS_nonwild","18","Lassen",3765.87
"5","Eastside","60","Grassland","9","USFS_nonwild","25","Modoc",10384.83
"5","Eastside","60","Grassland","9","USFS_nonwild","26","Mono",6385.05
"5","Eastside","60","Grassland","9","USFS_nonwild","45","Shasta",198.18
"5","Eastside","60","Grassland","9","USFS_nonwild","47","Siskiyou",41.76
"5","Eastside","70","Savanna","1","BLM","18","Lassen",5942.88
"5","Eastside","70","Savanna","1","BLM","25","Modoc",2457.54
"5","Eastside","70","Savanna","1","BLM","26","Mono",0.63
"5","Eastside","70","Savanna","1","BLM","47","Siskiyou",0.27
"5","Eastside","70","Savanna","3","Easement","18","Lassen",248.76
"5","Eastside","70","Savanna","3","Easement","25","Modoc",5204.88
"5","Eastside","70","Savanna","3","Easement","47","Siskiyou",26.37
"5","Eastside","70","Savanna","4","Local_gov","18","Lassen",0.45
"5","Eastside","70","Savanna","4","Local_gov","25","Modoc",0.81
"5","Eastside","70","Savanna","5","NPS","25","Modoc",0.18
"5","Eastside","70","Savanna","6","Other_fed","18","Lassen",80.55
"5","Eastside","70","Savanna","6","Other_fed","25","Modoc",2017.71
"5","Eastside","70","Savanna","6","Other_fed","26","Mono",0.18
"5","Eastside","70","Savanna","6","Other_fed","45","Shasta",1.17
"5","Eastside","70","Savanna","6","Other_fed","47","Siskiyou",94.59
"5","Eastside","70","Savanna","7","Private","2","Alpine",0.54
"5","Eastside","70","Savanna","7","Private","18","Lassen",10072.44
"5","Eastside","70","Savanna","7","Private","25","Modoc",33117.39
"5","Eastside","70","Savanna","7","Private","26","Mono",1.62
"5","Eastside","70","Savanna","7","Private","45","Shasta",104.94
"5","Eastside","70","Savanna","7","Private","47","Siskiyou",1237.86
"5","Eastside","70","Savanna","8","State_gov","18","Lassen",174.33
"5","Eastside","70","Savanna","8","State_gov","25","Modoc",310.77
"5","Eastside","70","Savanna","8","State_gov","26","Mono",0.36
"5","Eastside","70","Savanna","9","USFS_nonwild","2","Alpine",0.09
"5","Eastside","70","Savanna","9","USFS_nonwild","18","Lassen",14630.22
"5","Eastside","70","Savanna","9","USFS_nonwild","25","Modoc",71767.98
"5","Eastside","70","Savanna","9","USFS_nonwild","26","Mono",48.6
"5","Eastside","70","Savanna","9","USFS_nonwild","45","Shasta",181.17
"5","Eastside","70","Savanna","9","USFS_nonwild","47","Siskiyou",1072.26
"5","Eastside","80","Woodland","1","BLM","2","Alpine",1267.65
"5","Eastside","80","Woodland","1","BLM","14","Inyo",563.85
"5","Eastside","80","Woodland","1","BLM","18","Lassen",110249.37
"5","Eastside","80","Woodland","1","BLM","25","Modoc",5412.51
"5","Eastside","80","Woodland","1","BLM","26","Mono",30582.09
"5","Eastside","80","Woodland","1","BLM","45","Shasta",264.15
"5","Eastside","80","Woodland","1","BLM","46","Sierra",15.03
"5","Eastside","80","Woodland","1","BLM","47","Siskiyou",0.09
"5","Eastside","80","Woodland","2","DoD","18","Lassen",0.72
"5","Eastside","80","Woodland","3","Easement","18","Lassen",443.25
"5","Eastside","80","Woodland","3","Easement","25","Modoc",2442.87
"5","Eastside","80","Woodland","3","Easement","26","Mono",1059.57
"5","Eastside","80","Woodland","3","Easement","47","Siskiyou",156.6
"5","Eastside","80","Woodland","4","Local_gov","14","Inyo",78.66
"5","Eastside","80","Woodland","4","Local_gov","18","Lassen",77.67
"5","Eastside","80","Woodland","4","Local_gov","25","Modoc",2.25
"5","Eastside","80","Woodland","4","Local_gov","26","Mono",4978.44
"5","Eastside","80","Woodland","5","NPS","25","Modoc",0.36
"5","Eastside","80","Woodland","6","Other_fed","2","Alpine",63.99
"5","Eastside","80","Woodland","6","Other_fed","14","Inyo",23.4
"5","Eastside","80","Woodland","6","Other_fed","18","Lassen",302.49
"5","Eastside","80","Woodland","6","Other_fed","25","Modoc",9336.96
"5","Eastside","80","Woodland","6","Other_fed","26","Mono",39308.13
"5","Eastside","80","Woodland","6","Other_fed","45","Shasta",1.26
"5","Eastside","80","Woodland","6","Other_fed","46","Sierra",3.78
"5","Eastside","80","Woodland","6","Other_fed","47","Siskiyou",2047.14
"5","Eastside","80","Woodland","7","Private","2","Alpine",2229.39
"5","Eastside","80","Woodland","7","Private","14","Inyo",771.84
"5","Eastside","80","Woodland","7","Private","18","Lassen",62917.02
"5","Eastside","80","Woodland","7","Private","25","Modoc",30248.46
"5","Eastside","80","Woodland","7","Private","26","Mono",11909.61
"5","Eastside","80","Woodland","7","Private","45","Shasta",48.96
"5","Eastside","80","Woodland","7","Private","46","Sierra",270.09
"5","Eastside","80","Woodland","7","Private","47","Siskiyou",395.73
"5","Eastside","80","Woodland","8","State_gov","2","Alpine",62.01
"5","Eastside","80","Woodland","8","State_gov","14","Inyo",8.37
"5","Eastside","80","Woodland","8","State_gov","18","Lassen",2030.31
"5","Eastside","80","Woodland","8","State_gov","25","Modoc",576.36
"5","Eastside","80","Woodland","8","State_gov","26","Mono",3273.21
"5","Eastside","80","Woodland","8","State_gov","45","Shasta",45.72
"5","Eastside","80","Woodland","8","State_gov","46","Sierra",369.63
"5","Eastside","80","Woodland","9","USFS_nonwild","2","Alpine",2937.69
"5","Eastside","80","Woodland","9","USFS_nonwild","14","Inyo",18924.66
"5","Eastside","80","Woodland","9","USFS_nonwild","18","Lassen",39448.35
"5","Eastside","80","Woodland","9","USFS_nonwild","20","Madera",0.63
"5","Eastside","80","Woodland","9","USFS_nonwild","25","Modoc",61945.38
"5","Eastside","80","Woodland","9","USFS_nonwild","26","Mono",110051.01
"5","Eastside","80","Woodland","9","USFS_nonwild","45","Shasta",2537.82
"5","Eastside","80","Woodland","9","USFS_nonwild","46","Sierra",27.45
"5","Eastside","80","Woodland","9","USFS_nonwild","47","Siskiyou",499.86
"5","Eastside","90","Forest","1","BLM","2","Alpine",53.82
"5","Eastside","90","Forest","1","BLM","14","Inyo",9
"5","Eastside","90","Forest","1","BLM","18","Lassen",7877.43
"5","Eastside","90","Forest","1","BLM","25","Modoc",1104.93
"5","Eastside","90","Forest","1","BLM","26","Mono",719.1
"5","Eastside","90","Forest","1","BLM","45","Shasta",4.32
"5","Eastside","90","Forest","1","BLM","46","Sierra",0.09
"5","Eastside","90","Forest","3","Easement","18","Lassen",153
"5","Eastside","90","Forest","3","Easement","25","Modoc",4473.9
"5","Eastside","90","Forest","3","Easement","26","Mono",289.62
"5","Eastside","90","Forest","3","Easement","47","Siskiyou",48.96
"5","Eastside","90","Forest","4","Local_gov","14","Inyo",2.43
"5","Eastside","90","Forest","4","Local_gov","18","Lassen",9.09
"5","Eastside","90","Forest","4","Local_gov","25","Modoc",1.8
"5","Eastside","90","Forest","4","Local_gov","26","Mono",581.31
"5","Eastside","90","Forest","5","NPS","25","Modoc",0.36
"5","Eastside","90","Forest","6","Other_fed","2","Alpine",18.27
"5","Eastside","90","Forest","6","Other_fed","14","Inyo",2.79
"5","Eastside","90","Forest","6","Other_fed","18","Lassen",107.64
"5","Eastside","90","Forest","6","Other_fed","25","Modoc",11278.17
"5","Eastside","90","Forest","6","Other_fed","26","Mono",3789.36
"5","Eastside","90","Forest","6","Other_fed","45","Shasta",17.28
"5","Eastside","90","Forest","6","Other_fed","46","Sierra",0.72
"5","Eastside","90","Forest","6","Other_fed","47","Siskiyou",35.55
"5","Eastside","90","Forest","7","Private","2","Alpine",278.37
"5","Eastside","90","Forest","7","Private","14","Inyo",3.87
"5","Eastside","90","Forest","7","Private","18","Lassen",14889.69
"5","Eastside","90","Forest","7","Private","25","Modoc",26414.46
"5","Eastside","90","Forest","7","Private","26","Mono",1789.02
"5","Eastside","90","Forest","7","Private","45","Shasta",457.56
"5","Eastside","90","Forest","7","Private","46","Sierra",34.83
"5","Eastside","90","Forest","7","Private","47","Siskiyou",2624.58
"5","Eastside","90","Forest","8","State_gov","2","Alpine",0.09
"5","Eastside","90","Forest","8","State_gov","18","Lassen",422.1
"5","Eastside","90","Forest","8","State_gov","25","Modoc",88.56
"5","Eastside","90","Forest","8","State_gov","26","Mono",183.51
"5","Eastside","90","Forest","8","State_gov","45","Shasta",18.36
"5","Eastside","90","Forest","8","State_gov","46","Sierra",84.42
"5","Eastside","90","Forest","9","USFS_nonwild","2","Alpine",74.97
"5","Eastside","90","Forest","9","USFS_nonwild","14","Inyo",566.46
"5","Eastside","90","Forest","9","USFS_nonwild","18","Lassen",19525.68
"5","Eastside","90","Forest","9","USFS_nonwild","20","Madera",6.39
"5","Eastside","90","Forest","9","USFS_nonwild","25","Modoc",55248.3
"5","Eastside","90","Forest","9","USFS_nonwild","26","Mono",13615.38
"5","Eastside","90","Forest","9","USFS_nonwild","45","Shasta",865.26
"5","Eastside","90","Forest","9","USFS_nonwild","46","Sierra",1.98
"5","Eastside","90","Forest","9","USFS_nonwild","47","Siskiyou",3026.07
"5","Eastside","100","Meadow","1","BLM","2","Alpine",1.71
"5","Eastside","100","Meadow","1","BLM","14","Inyo",2185.29
"5","Eastside","100","Meadow","1","BLM","18","Lassen",4409.55
"5","Eastside","100","Meadow","1","BLM","25","Modoc",160.47
"5","Eastside","100","Meadow","1","BLM","26","Mono",5593.32
"5","Eastside","100","Meadow","2","DoD","18","Lassen",525.24
"5","Eastside","100","Meadow","3","Easement","18","Lassen",3.15
"5","Eastside","100","Meadow","3","Easement","25","Modoc",1370.07
"5","Eastside","100","Meadow","3","Easement","26","Mono",172.08
"5","Eastside","100","Meadow","3","Easement","47","Siskiyou",75.42
"5","Eastside","100","Meadow","4","Local_gov","14","Inyo",2735.01
"5","Eastside","100","Meadow","4","Local_gov","18","Lassen",3.51
"5","Eastside","100","Meadow","4","Local_gov","25","Modoc",0.09
"5","Eastside","100","Meadow","4","Local_gov","26","Mono",532.53
"5","Eastside","100","Meadow","6","Other_fed","14","Inyo",22.14
"5","Eastside","100","Meadow","6","Other_fed","18","Lassen",0.54
"5","Eastside","100","Meadow","6","Other_fed","25","Modoc",904.32
"5","Eastside","100","Meadow","6","Other_fed","26","Mono",43.47
"5","Eastside","100","Meadow","6","Other_fed","47","Siskiyou",45.27
"5","Eastside","100","Meadow","7","Private","2","Alpine",0.18
"5","Eastside","100","Meadow","7","Private","14","Inyo",166.95
"5","Eastside","100","Meadow","7","Private","18","Lassen",3267.45
"5","Eastside","100","Meadow","7","Private","25","Modoc",781.56
"5","Eastside","100","Meadow","7","Private","26","Mono",1054.62
"5","Eastside","100","Meadow","7","Private","47","Siskiyou",100.62
"5","Eastside","100","Meadow","8","State_gov","2","Alpine",0.09
"5","Eastside","100","Meadow","8","State_gov","14","Inyo",1.08
"5","Eastside","100","Meadow","8","State_gov","18","Lassen",984.42
"5","Eastside","100","Meadow","8","State_gov","25","Modoc",9.09
"5","Eastside","100","Meadow","8","State_gov","26","Mono",251.55
"5","Eastside","100","Meadow","9","USFS_nonwild","14","Inyo",30.33
"5","Eastside","100","Meadow","9","USFS_nonwild","18","Lassen",1555.74
"5","Eastside","100","Meadow","9","USFS_nonwild","25","Modoc",1998.72
"5","Eastside","100","Meadow","9","USFS_nonwild","26","Mono",1312.92
"5","Eastside","100","Meadow","9","USFS_nonwild","45","Shasta",1.89
"5","Eastside","100","Meadow","9","USFS_nonwild","47","Siskiyou",14.67
"5","Eastside","130","Cultivated","1","BLM","2","Alpine",0.36
"5","Eastside","130","Cultivated","1","BLM","14","Inyo",0.36
"5","Eastside","130","Cultivated","1","BLM","18","Lassen",195.48
"5","Eastside","130","Cultivated","1","BLM","25","Modoc",224.37
"5","Eastside","130","Cultivated","1","BLM","26","Mono",14.4
"5","Eastside","130","Cultivated","1","BLM","45","Shasta",3.78
"5","Eastside","130","Cultivated","1","BLM","47","Siskiyou",4.77
"5","Eastside","130","Cultivated","2","DoD","18","Lassen",21.06
"5","Eastside","130","Cultivated","3","Easement","18","Lassen",1320.12
"5","Eastside","130","Cultivated","3","Easement","25","Modoc",596.16
"5","Eastside","130","Cultivated","3","Easement","26","Mono",403.83
"5","Eastside","130","Cultivated","3","Easement","47","Siskiyou",546.12
"5","Eastside","130","Cultivated","4","Local_gov","14","Inyo",1231.29
"5","Eastside","130","Cultivated","4","Local_gov","18","Lassen",32.31
"5","Eastside","130","Cultivated","4","Local_gov","25","Modoc",0.99
"5","Eastside","130","Cultivated","4","Local_gov","26","Mono",42.3
"5","Eastside","130","Cultivated","4","Local_gov","47","Siskiyou",0.09
"5","Eastside","130","Cultivated","5","NPS","25","Modoc",2.79
"5","Eastside","130","Cultivated","5","NPS","47","Siskiyou",6.75
"5","Eastside","130","Cultivated","6","Other_fed","14","Inyo",13.86
"5","Eastside","130","Cultivated","6","Other_fed","18","Lassen",18.45
"5","Eastside","130","Cultivated","6","Other_fed","25","Modoc",2581.02
"5","Eastside","130","Cultivated","6","Other_fed","26","Mono",0.54
"5","Eastside","130","Cultivated","6","Other_fed","45","Shasta",0.09
"5","Eastside","130","Cultivated","6","Other_fed","47","Siskiyou",9128.25
"5","Eastside","130","Cultivated","7","Private","2","Alpine",309.33
"5","Eastside","130","Cultivated","7","Private","14","Inyo",24.3
"5","Eastside","130","Cultivated","7","Private","18","Lassen",24678.99
"5","Eastside","130","Cultivated","7","Private","25","Modoc",48408.03
"5","Eastside","130","Cultivated","7","Private","26","Mono",1112.58
"5","Eastside","130","Cultivated","7","Private","45","Shasta",17.91
"5","Eastside","130","Cultivated","7","Private","46","Sierra",2.34
"5","Eastside","130","Cultivated","7","Private","47","Siskiyou",8180.37
"5","Eastside","130","Cultivated","8","State_gov","18","Lassen",1576.35
"5","Eastside","130","Cultivated","8","State_gov","25","Modoc",670.32
"5","Eastside","130","Cultivated","8","State_gov","26","Mono",32.67
"5","Eastside","130","Cultivated","8","State_gov","46","Sierra",0.18
"5","Eastside","130","Cultivated","9","USFS_nonwild","14","Inyo",0.09
"5","Eastside","130","Cultivated","9","USFS_nonwild","18","Lassen",5.13
"5","Eastside","130","Cultivated","9","USFS_nonwild","25","Modoc",114.84
"5","Eastside","130","Cultivated","9","USFS_nonwild","26","Mono",2.34
"5","Eastside","130","Cultivated","9","USFS_nonwild","45","Shasta",1.44
"5","Eastside","130","Cultivated","9","USFS_nonwild","47","Siskiyou",10.17
"5","Eastside","160","Developed_all","1","BLM","2","Alpine",7.83
"5","Eastside","160","Developed_all","1","BLM","14","Inyo",198
"5","Eastside","160","Developed_all","1","BLM","18","Lassen",1488.15
"5","Eastside","160","Developed_all","1","BLM","25","Modoc",312.48
"5","Eastside","160","Developed_all","1","BLM","26","Mono",1199.88
"5","Eastside","160","Developed_all","1","BLM","45","Shasta",23.31
"5","Eastside","160","Developed_all","1","BLM","46","Sierra",6.21
"5","Eastside","160","Developed_all","2","DoD","18","Lassen",1436.04
"5","Eastside","160","Developed_all","3","Easement","18","Lassen",201.78
"5","Eastside","160","Developed_all","3","Easement","25","Modoc",640.08
"5","Eastside","160","Developed_all","3","Easement","26","Mono",292.95
"5","Eastside","160","Developed_all","3","Easement","47","Siskiyou",726.03
"5","Eastside","160","Developed_all","4","Local_gov","14","Inyo",8711.64
"5","Eastside","160","Developed_all","4","Local_gov","18","Lassen",305.46
"5","Eastside","160","Developed_all","4","Local_gov","25","Modoc",2.07
"5","Eastside","160","Developed_all","4","Local_gov","26","Mono",1076.13
"5","Eastside","160","Developed_all","4","Local_gov","47","Siskiyou",1.98
"5","Eastside","160","Developed_all","5","NPS","25","Modoc",35.28
"5","Eastside","160","Developed_all","5","NPS","47","Siskiyou",19.17
"5","Eastside","160","Developed_all","6","Other_fed","2","Alpine",44.19
"5","Eastside","160","Developed_all","6","Other_fed","14","Inyo",451.53
"5","Eastside","160","Developed_all","6","Other_fed","18","Lassen",84.33
"5","Eastside","160","Developed_all","6","Other_fed","25","Modoc",2259.72
"5","Eastside","160","Developed_all","6","Other_fed","26","Mono",44.37
"5","Eastside","160","Developed_all","6","Other_fed","45","Shasta",1.71
"5","Eastside","160","Developed_all","6","Other_fed","47","Siskiyou",8225.82
"5","Eastside","160","Developed_all","7","Private","2","Alpine",582.84
"5","Eastside","160","Developed_all","7","Private","14","Inyo",1279.98
"5","Eastside","160","Developed_all","7","Private","18","Lassen",27834.12
"5","Eastside","160","Developed_all","7","Private","25","Modoc",30756.78
"5","Eastside","160","Developed_all","7","Private","26","Mono",4939.65
"5","Eastside","160","Developed_all","7","Private","45","Shasta",19.8
"5","Eastside","160","Developed_all","7","Private","46","Sierra",38.43
"5","Eastside","160","Developed_all","7","Private","47","Siskiyou",1781.46
"5","Eastside","160","Developed_all","8","State_gov","2","Alpine",14.58
"5","Eastside","160","Developed_all","8","State_gov","14","Inyo",3.87
"5","Eastside","160","Developed_all","8","State_gov","18","Lassen",2351.7
"5","Eastside","160","Developed_all","8","State_gov","25","Modoc",1262.07
"5","Eastside","160","Developed_all","8","State_gov","26","Mono",337.77
"5","Eastside","160","Developed_all","8","State_gov","46","Sierra",37.26
"5","Eastside","160","Developed_all","9","USFS_nonwild","2","Alpine",1.17
"5","Eastside","160","Developed_all","9","USFS_nonwild","14","Inyo",180.18
"5","Eastside","160","Developed_all","9","USFS_nonwild","18","Lassen",514.26
"5","Eastside","160","Developed_all","9","USFS_nonwild","25","Modoc",1477.17
"5","Eastside","160","Developed_all","9","USFS_nonwild","26","Mono",1021.32
"5","Eastside","160","Developed_all","9","USFS_nonwild","45","Shasta",12.87
"5","Eastside","160","Developed_all","9","USFS_nonwild","47","Siskiyou",37.8
"6","Klamath","0","Water","1","BLM","6","Colusa",8.28
"6","Klamath","0","Water","1","BLM","11","Glenn",2.52
"6","Klamath","0","Water","1","BLM","12","Humboldt",9.63
"6","Klamath","0","Water","1","BLM","17","Lake",50.94
"6","Klamath","0","Water","1","BLM","23","Mendocino",101.34
"6","Klamath","0","Water","1","BLM","28","Napa",3.06
"6","Klamath","0","Water","1","BLM","45","Shasta",47.88
"6","Klamath","0","Water","1","BLM","47","Siskiyou",6.03
"6","Klamath","0","Water","1","BLM","48","Solano",0.09
"6","Klamath","0","Water","1","BLM","49","Sonoma",0.18
"6","Klamath","0","Water","1","BLM","52","Tehama",33.57
"6","Klamath","0","Water","1","BLM","53","Trinity",170.46
"6","Klamath","0","Water","1","BLM","57","Yolo",5.49
"6","Klamath","0","Water","2","DoD","11","Glenn",887.85
"6","Klamath","0","Water","2","DoD","17","Lake",0.81
"6","Klamath","0","Water","2","DoD","23","Mendocino",681.84
"6","Klamath","0","Water","2","DoD","49","Sonoma",320.85
"6","Klamath","0","Water","2","DoD","52","Tehama",649.35
"6","Klamath","0","Water","3","Easement","6","Colusa",35.91
"6","Klamath","0","Water","3","Easement","12","Humboldt",0.09
"6","Klamath","0","Water","3","Easement","17","Lake",17.28
"6","Klamath","0","Water","3","Easement","23","Mendocino",55.53
"6","Klamath","0","Water","3","Easement","28","Napa",24.21
"6","Klamath","0","Water","3","Easement","45","Shasta",7.56
"6","Klamath","0","Water","3","Easement","47","Siskiyou",14.22
"6","Klamath","0","Water","3","Easement","48","Solano",22.32
"6","Klamath","0","Water","3","Easement","49","Sonoma",26.01
"6","Klamath","0","Water","3","Easement","52","Tehama",29.7
"6","Klamath","0","Water","3","Easement","53","Trinity",0.18
"6","Klamath","0","Water","4","Local_gov","17","Lake",490.95
"6","Klamath","0","Water","4","Local_gov","28","Napa",428.94
"6","Klamath","0","Water","4","Local_gov","45","Shasta",34.29
"6","Klamath","0","Water","4","Local_gov","47","Siskiyou",9.54
"6","Klamath","0","Water","4","Local_gov","49","Sonoma",14.67
"6","Klamath","0","Water","4","Local_gov","52","Tehama",4.68
"6","Klamath","0","Water","4","Local_gov","53","Trinity",0.09
"6","Klamath","0","Water","4","Local_gov","57","Yolo",4.5
"6","Klamath","0","Water","5","NPS","45","Shasta",1141.38
"6","Klamath","0","Water","6","Other_fed","6","Colusa",808.47
"6","Klamath","0","Water","6","Other_fed","8","Del Norte",13.32
"6","Klamath","0","Water","6","Other_fed","11","Glenn",546.84
"6","Klamath","0","Water","6","Other_fed","12","Humboldt",276.93
"6","Klamath","0","Water","6","Other_fed","17","Lake",25.74
"6","Klamath","0","Water","6","Other_fed","23","Mendocino",218.97
"6","Klamath","0","Water","6","Other_fed","28","Napa",7199.55
"6","Klamath","0","Water","6","Other_fed","45","Shasta",110.79
"6","Klamath","0","Water","6","Other_fed","47","Siskiyou",553.68
"6","Klamath","0","Water","6","Other_fed","52","Tehama",37.35
"6","Klamath","0","Water","6","Other_fed","53","Trinity",403.38
"6","Klamath","0","Water","6","Other_fed","57","Yolo",14.4
"6","Klamath","0","Water","7","Private","6","Colusa",158.4
"6","Klamath","0","Water","7","Private","8","Del Norte",29.52
"6","Klamath","0","Water","7","Private","11","Glenn",525.96
"6","Klamath","0","Water","7","Private","12","Humboldt",465.39
"6","Klamath","0","Water","7","Private","17","Lake",18416.61
"6","Klamath","0","Water","7","Private","23","Mendocino",1517.67
"6","Klamath","0","Water","7","Private","28","Napa",463.05
"6","Klamath","0","Water","7","Private","45","Shasta",2691.18
"6","Klamath","0","Water","7","Private","47","Siskiyou",907.74
"6","Klamath","0","Water","7","Private","48","Solano",16.74
"6","Klamath","0","Water","7","Private","49","Sonoma",516.51
"6","Klamath","0","Water","7","Private","52","Tehama",1548.27
"6","Klamath","0","Water","7","Private","53","Trinity",856.44
"6","Klamath","0","Water","7","Private","57","Yolo",293.13
"6","Klamath","0","Water","8","State_gov","8","Del Norte",0.36
"6","Klamath","0","Water","8","State_gov","11","Glenn",0.09
"6","Klamath","0","Water","8","State_gov","17","Lake",498.96
"6","Klamath","0","Water","8","State_gov","23","Mendocino",4.05
"6","Klamath","0","Water","8","State_gov","28","Napa",6.3
"6","Klamath","0","Water","8","State_gov","45","Shasta",56.52
"6","Klamath","0","Water","8","State_gov","47","Siskiyou",12.33
"6","Klamath","0","Water","8","State_gov","48","Solano",2.52
"6","Klamath","0","Water","8","State_gov","52","Tehama",17.91
"6","Klamath","0","Water","8","State_gov","53","Trinity",12.24
"6","Klamath","0","Water","8","State_gov","57","Yolo",1.62
"6","Klamath","0","Water","9","USFS_nonwild","6","Colusa",27.45
"6","Klamath","0","Water","9","USFS_nonwild","8","Del Norte",73.35
"6","Klamath","0","Water","9","USFS_nonwild","11","Glenn",93.78
"6","Klamath","0","Water","9","USFS_nonwild","12","Humboldt",426.42
"6","Klamath","0","Water","9","USFS_nonwild","17","Lake",205.2
"6","Klamath","0","Water","9","USFS_nonwild","23","Mendocino",120.42
"6","Klamath","0","Water","9","USFS_nonwild","45","Shasta",11540.97
"6","Klamath","0","Water","9","USFS_nonwild","47","Siskiyou",990
"6","Klamath","0","Water","9","USFS_nonwild","52","Tehama",89.37
"6","Klamath","0","Water","9","USFS_nonwild","53","Trinity",7088.04
"6","Klamath","10","Ice","6","Other_fed","47","Siskiyou",417.51
"6","Klamath","10","Ice","6","Other_fed","53","Trinity",1520.91
"6","Klamath","10","Ice","9","USFS_nonwild","47","Siskiyou",0.27
"6","Klamath","20","Barren","1","BLM","6","Colusa",39.33
"6","Klamath","20","Barren","1","BLM","11","Glenn",0.81
"6","Klamath","20","Barren","1","BLM","12","Humboldt",2.07
"6","Klamath","20","Barren","1","BLM","17","Lake",167.31
"6","Klamath","20","Barren","1","BLM","23","Mendocino",85.05
"6","Klamath","20","Barren","1","BLM","28","Napa",10.71
"6","Klamath","20","Barren","1","BLM","45","Shasta",51.48
"6","Klamath","20","Barren","1","BLM","47","Siskiyou",153.54
"6","Klamath","20","Barren","1","BLM","49","Sonoma",7.74
"6","Klamath","20","Barren","1","BLM","52","Tehama",20.16
"6","Klamath","20","Barren","1","BLM","53","Trinity",34.02
"6","Klamath","20","Barren","1","BLM","57","Yolo",7.38
"6","Klamath","20","Barren","2","DoD","11","Glenn",34.29
"6","Klamath","20","Barren","2","DoD","17","Lake",0.72
"6","Klamath","20","Barren","2","DoD","23","Mendocino",2.61
"6","Klamath","20","Barren","2","DoD","49","Sonoma",4.77
"6","Klamath","20","Barren","2","DoD","52","Tehama",10.53
"6","Klamath","20","Barren","3","Easement","6","Colusa",24.12
"6","Klamath","20","Barren","3","Easement","12","Humboldt",1.53
